,Approaches_from_125-150_yards_RANK THIS WEEK,Approaches_from_125-150_yards_RANK LAST WEEK,Approaches_from_125-150_yards_PLAYER NAME,Approaches_from_125-150_yards_ROUNDS,Approaches_from_125-150_yards_AVG,Approaches_from_125-150_yards_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_# OF ATTEMPTS,Approaches_from_125-150_yards_RELATIVE TO PAR
0,1,,Brandt Snedeker,53,"19' 2""",1591.1670000000001,83,-16
1,2,,Russell Knox,75,"19' 5""",2272.583,117,-22
2,T3,,Rory Sabbatini,71,"20' 1""",2471.0,123,-22
3,T3,,Kyle Stanley,104,"20' 1""",4458.583,222,-38
4,5,,Chad Campbell,97,"20' 2""",4262.417,211,-37
5,T6,,Jordan Spieth,85,"20' 3""",2714.75,134,-30
6,T6,,Tyrone Van Aswegen,105,"20' 3""",3608.333,178,-30
7,8,,Wesley Bryan,95,"20' 4""",2502.5,123,-19
8,9,,Dustin Johnson,77,"20' 5""",2389.25,117,-17
9,10,,Chez Reavie,98,"20' 6""",3500.833,171,-30
10,11,,Rick Lamb,54,"20' 7""",1999.0829999999999,97,-11
11,12,,Chad Collins,66,"20' 8""",2214.25,107,-18
12,T13,,Daniel Berger,91,"20' 10""",3005.417,144,-24
13,T13,,Ryan Palmer,61,"20' 10""",2120.917,102,-1
14,15,,Michael Kim,94,"20' 11""",4017.417,192,-34
15,T16,,Emiliano Grillo,90,"21' 0""",2892.917,138,-18
16,T16,,Søren Kjeldsen,58,"21' 0""",1239.167,59,-5
17,T18,,Hideki Matsuyama,83,"21' 1""",2129.333,101,-15
18,T18,,Harold Varner III,101,"21' 1""",4167.667,198,-19
19,T20,,Ryan Moore,82,"21' 4""",2755.25,129,-25
20,T20,,J.T. Poston,95,"21' 4""",3284.833,154,-17
21,T20,,Camilo Villegas,76,"21' 4""",3034.333,142,-27
22,T23,,Jim Furyk,54,"21' 5""",1968.0,92,-16
23,T23,,Marc Leishman,94,"21' 5""",2722.833,127,-18
24,T23,,Justin Thomas,86,"21' 5""",2376.0,111,-21
25,T26,,Troy Merritt,82,"21' 6""",2948.083,137,-8
26,T26,,Justin Rose,66,"21' 6""",2191.667,102,-16
27,T26,,Boo Weekley,75,"21' 6""",3563.417,166,-14
28,T26,,Tim Wilkinson,64,"21' 6""",1824.9170000000001,85,-15
29,30,,Webb Simpson,102,"21' 7""",3856.5,179,-19
30,T31,,Jason Dufner,89,"21' 8""",3016.417,139,-15
31,T31,,Chris Kirk,89,"21' 8""",2973.25,137,-21
32,T31,,Gary Woodland,94,"21' 8""",2835.75,131,-17
33,T34,,Patrick Cantlay,52,"21' 9""",2107.083,97,-11
34,T34,,Kevin Chappell,95,"21' 9""",3309.333,152,-20
35,T34,,Fabián Gómez,61,"21' 9""",2064.167,95,-5
36,T34,,Graeme McDowell,56,"21' 9""",2177.583,100,-20
37,T38,,Byeong Hun An,77,"21' 10""",2510.833,115,-13
38,T38,,Jason Bohn,75,"21' 10""",3139.25,144,-4
39,T38,,Rickie Fowler,78,"21' 10""",2554.083,117,-20
40,T38,,David Hearn,93,"21' 10""",3606.0,165,-20
41,T38,,Patton Kizzire,84,"21' 10""",3145.417,144,-7
42,T43,,Phil Mickelson,85,"21' 11""",2782.75,127,-16
43,T43,,Francesco Molinari,75,"21' 11""",2744.167,125,-16
44,T43,,Sam Saunders,76,"21' 11""",3135.333,143,-11
45,T46,,Ryan Armour,63,"22' 0""",2635.167,120,-13
46,T46,,Stewart Cink,93,"22' 0""",3427.167,156,-23
47,T46,,Robert Streb,98,"22' 0""",3872.0,176,-16
48,T49,,Steven Alker,69,"22' 1""",2848.083,129,-17
49,T49,,Robert Garrigus,78,"22' 1""",3222.333,146,-14
50,T49,,Brian Gay,82,"22' 1""",3262.75,148,-32
51,T49,,Lucas Glover,93,"22' 1""",4541.833,206,-16
52,T49,,Mark Hubbard,81,"22' 1""",3006.417,136,-11
53,T49,,Chris Stroud,67,"22' 1""",2585.75,117,-11
