,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
88,89,,Patrick Rodgers,76,45.33,68,150,-0.01
89,90,,Robert Streb,98,45.23,90,199,-0.04
90,91,,Sean O'Hair,84,45.1,69,153,-0.07
91,92,,Grayson Murray,94,45.0,72,160,-0.24
92,93,,Brian Campbell,55,44.93,31,69,-0.16
93,94,,J.T. Poston,95,44.7,59,132,-0.10
94,95,,Francesco Molinari,75,44.68,63,141,E
95,96,,Rick Lamb,54,44.64,25,56,-0.24
96,97,,Jimmy Walker,68,44.44,56,126,-0.07
97,T98,,Morgan Hoffmann,92,44.3,70,158,-0.17
98,T98,,Martin Laird,83,44.3,66,149,-0.09
99,T98,,Rory McIlroy,51,44.3,35,79,E
100,101,,Scott Brown,95,44.26,81,183,-0.12
101,102,,Smylie Kaufman,76,44.12,45,102,-0.20
102,103,,Ryan Armour,63,43.97,51,116,-0.06
103,104,,Michael Thompson,60,43.96,40,91,-0.15
104,T105,,Miguel Angel Carballo,63,43.75,35,80,E
105,T105,,Brooks Koepka,88,43.75,56,128,-0.13
106,T107,,Daniel Summerhays,100,43.68,76,174,-0.18
107,T107,,Nick Taylor,97,43.68,76,174,-0.12
108,109,,Kevin Chappell,95,43.54,64,147,-0.06
109,110,,Richy Werenski,81,43.44,53,122,-0.06
110,111,,Billy Hurley III,80,43.32,81,187,-0.07
111,112,,Chris Stroud,67,43.31,55,127,-0.04
112,113,,Vaughn Taylor,90,43.29,71,164,-0.10
113,114,,Sung Kang,104,43.21,70,162,+0.03
114,115,,Jamie Lovemark,98,43.2,73,169,-0.05
115,116,,Brian Stuard,93,43.09,81,188,-0.11
116,117,,Roberto Castro,70,43.08,56,130,E
117,118,,Kelly Kraft,75,42.94,73,170,-0.05
118,119,,Jonas Blixt,74,42.76,62,145,-0.11
119,120,,Dominic Bozzelli,69,42.71,41,96,-0.17
120,121,,Pat Perez,93,42.64,84,197,-0.06
121,122,,Byeong Hun An,77,42.62,52,122,-0.06
122,123,,Brendan Steele,89,42.57,63,148,-0.03
123,124,,Brad Fritsch,56,42.53,37,87,-0.19
124,T125,,David Hearn,93,42.51,71,167,-0.07
125,T125,,Seung-Yul Noh,91,42.51,71,167,+0.06
126,T125,,Kyle Reifers,96,42.51,71,167,+0.04
127,128,,Charley Hoffman,112,42.49,82,193,-0.12
128,129,,Webb Simpson,102,42.34,94,222,-0.07
129,130,,Scott Piercy,70,42.17,35,83,-0.09
130,131,,Matt Every,76,42.15,51,121,-0.20
131,132,,Rafa Cabrera Bello,63,41.88,49,117,E
132,133,,Jim Furyk,54,41.82,46,110,+0.02
133,134,,Jonathan Randolph,68,41.75,43,103,-0.02
134,135,,Bubba Watson,71,41.74,48,115,-0.06
135,136,,Patrick Reed,107,41.62,77,185,-0.17
136,137,,Whee Kim,74,41.61,57,137,-0.05
137,138,,Tim Wilkinson,64,41.6,52,125,-0.15
138,139,,Phil Mickelson,85,41.56,64,154,-0.08
139,140,,Retief Goosen,52,41.43,29,70,-0.03
140,141,,Troy Merritt,82,41.26,59,143,-0.10
141,142,,J.B. Holmes,83,41.12,44,107,-0.20
142,143,,D.A. Points,68,41.1,67,163,-0.12
143,144,,Louis Oosthuizen,69,40.83,49,120,+0.04
144,145,,Si Woo Kim,80,40.65,63,155,+0.03
145,146,,Jason Bohn,75,40.51,64,158,E
146,T147,,Zac Blair,105,40.35,92,228,-0.10
147,T147,,Shane Lowry,52,40.35,23,57,-0.13
148,149,,Branden Grace,70,40.18,45,112,+0.13
149,150,,Gonzalo Fernandez-Castaño,63,39.78,37,93,-0.11
150,151,,Kevin Tway,96,39.71,54,136,-0.07
151,152,,Charl Schwartzel,63,39.66,46,116,-0.07
152,153,,Brian Harman,104,39.51,81,205,-0.16
153,T154,,Wesley Bryan,95,38.89,91,234,-0.09
154,T154,,Chad Collins,66,38.89,49,126,-0.10
155,T154,,Andrew Loupe,55,38.89,35,90,-0.14
156,T154,,Steve Wheatcroft,51,38.89,35,90,-0.14
157,158,,Sam Saunders,76,38.74,43,111,E
158,159,,Russell Knox,75,38.58,49,127,+0.04
159,160,,Brian Gay,82,38.22,60,157,-0.18
160,161,,Adam Hadwin,98,38.12,69,181,-0.20
161,162,,Adam Scott,58,38.1,32,84,-0.09
162,163,,Chris Kirk,89,38.07,67,176,-0.01
163,164,,Rod Pampling,71,37.99,68,179,+0.10
164,165,,Ryo Ishikawa,56,37.97,30,79,E
165,166,,Brett Drewitt,57,37.66,29,77,-0.14
166,167,,Fabián Gómez,61,37.5,39,104,E
167,168,,Cameron Smith,86,37.42,61,163,-0.15
168,169,,Shawn Stefani,72,37.07,43,116,-0.09
169,170,,John Huh,92,36.96,68,184,-0.16
170,T171,,Ricky Barnes,100,36.84,63,171,-0.11
171,T171,,Derek Fathauer,81,36.84,56,152,-0.14
172,173,,Charles Howell III,86,36.69,62,169,E
173,174,,Patton Kizzire,84,36.6,56,153,-0.13
174,175,,Ken Duke,77,36.57,49,134,-0.02
175,176,,Spencer Levin,89,36.36,56,154,E
176,177,,Anirban Lahiri,72,36.13,43,119,-0.07
177,178,,Luke Donald,50,36.07,44,122,-0.14
178,179,,Bryce Molder,74,36.02,58,161,-0.17
179,180,,Greg Chalmers,75,35.96,64,178,-0.13
180,181,,Matt Jones,64,35.63,31,87,-0.19
181,182,,Søren Kjeldsen,58,34.34,34,99,-0.12
182,183,,K.J. Choi,72,34.17,41,120,-0.10
183,184,,Ian Poulter,72,33.56,50,149,+0.02
184,185,,Ernie Els,52,32.14,27,84,-0.04
185,186,,Camilo Villegas,76,31.85,50,157,-0.10
186,187,,Graeme McDowell,56,31.4,38,121,-0.18
187,188,,Aaron Baddeley,61,31.03,36,116,-0.22
188,189,,Carl Pettersson,63,29.84,37,124,-0.08
189,190,,Steven Bowditch,59,26.79,30,112,-0.03
