,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,,Luke Donald,50,87.95,146,166,-0.41
1,2,,Rod Pampling,71,87.04,282,324,-0.4
2,3,,Tim Wilkinson,64,86.5,173,200,-0.49
3,4,,Bud Cauley,92,85.98,368,428,-0.44
4,5,,Aaron Baddeley,61,85.9,201,234,-0.4
5,6,,Chad Campbell,97,85.71,312,364,-0.44
6,T7,,Brandt Snedeker,53,85.45,182,213,-0.4
7,T7,,Jordan Spieth,85,85.45,323,378,-0.51
8,9,,Jim Furyk,54,85.43,129,151,-0.41
9,10,,Troy Merritt,82,85.29,313,367,-0.44
10,11,,Rickie Fowler,78,85.2,259,304,-0.51
11,12,,Lucas Glover,93,84.81,374,441,-0.47
12,13,,Cameron Smith,86,84.73,333,393,-0.51
13,14,,Pat Perez,93,84.7,310,366,-0.48
14,T15,,Spencer Levin,89,84.67,243,287,-0.42
15,T15,,Kevin Na,86,84.67,232,274,-0.44
16,17,,Kyle Stanley,104,84.52,393,465,-0.48
17,18,,Adam Hadwin,98,84.43,320,379,-0.47
18,19,,Charles Howell III,86,84.4,303,359,-0.43
19,20,,Sean O'Hair,84,84.15,308,366,-0.46
20,21,,Andres Gonzales,73,84.12,286,340,-0.41
21,22,,Chris Stroud,67,84.07,190,226,-0.42
22,23,,Matt Kuchar,95,84.03,321,382,-0.46
23,24,,Justin Thomas,86,83.95,319,380,-0.54
24,25,,Jason Dufner,89,83.91,339,404,-0.45
25,26,,Ben Martin,86,83.88,281,335,-0.43
26,27,,Adam Scott,58,83.81,176,210,-0.43
27,28,,Scott Piercy,70,83.71,221,264,-0.41
28,29,,Jimmy Walker,68,83.7,226,270,-0.45
29,30,,Jim Herman,77,83.67,292,349,-0.4
30,31,,David Hearn,93,83.65,261,312,-0.37
31,32,,Cameron Tringale,89,83.58,229,274,-0.45
32,33,,Ken Duke,77,83.51,238,285,-0.4
33,34,,Vaughn Taylor,90,83.5,329,394,-0.45
34,35,,Sung Kang,104,83.49,359,430,-0.52
35,36,,Shane Lowry,52,83.33,155,186,-0.5
36,37,,D.A. Points,68,83.27,214,257,-0.39
37,38,,Seung-Yul Noh,91,83.25,318,382,-0.42
38,39,,Hudson Swafford,94,83.17,346,416,-0.42
39,40,,Brian Stuard,93,83.09,231,278,-0.34
40,41,,Tom Hoge,54,83.01,171,206,-0.42
41,T42,,John Huh,92,83.0,249,300,-0.43
42,T42,,Kyle Reifers,96,83.0,288,347,-0.39
43,44,,J.J. Henry,92,82.97,302,364,-0.39
44,45,,Ryan Armour,63,82.94,175,211,-0.42
45,T46,,Daniel Berger,91,82.87,295,356,-0.49
