,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
133,T130,,Graham DeLaet,82,-.333
134,T130,,Tony Finau,106,-.333
135,T130,,Spencer Levin,89,-.333
136,T130,,Nicholas Lindheim,58,-.333
137,T130,,Ian Poulter,72,-.333
138,T130,,J.J. Spaun,92,-.333
139,T130,,Harold Varner III,101,-.333
140,T130,,Johnson Wagner,71,-.333
141,T142,,Mark Hubbard,81,-.308
142,T142,,Patton Kizzire,84,-.308
143,T142,,D.A. Points,68,-.308
144,T142,,Sam Saunders,76,-.308
145,T142,,Xander Schauffele,96,-.308
146,T142,,Daniel Summerhays,100,-.308
147,148,,Roberto Castro,70,-.300
148,T149,,Smylie Kaufman,76,-.286
149,T149,,Søren Kjeldsen,58,-.286
150,T149,,Chez Reavie,98,-.286
151,152,,Jim Herman,77,-.278
152,T153,,Whee Kim,74,-.273
153,T153,,Adam Scott,58,-.273
154,T153,,Robert Streb,98,-.273
155,T156,,Brian Campbell,55,-.250
156,T156,,Greg Chalmers,75,-.250
157,T156,,Jim Furyk,54,-.250
158,T156,,Brooks Koepka,88,-.250
159,T156,,Andrew Loupe,55,-.250
160,161,,Hunter Mahan,73,-.235
161,T162,,Zach Johnson,81,-.222
162,T162,,Boo Weekley,75,-.222
163,T164,,Jonas Blixt,74,-.200
164,T164,,Ben Crane,86,-.200
165,T164,,Robert Garrigus,78,-.200
166,T164,,Richy Werenski,81,-.200
167,168,,Kelly Kraft,75,-.188
168,T169,,Wesley Bryan,95,-.182
169,T169,,Kevin Streelman,90,-.182
170,T171,,Miguel Angel Carballo,63,-.167
171,T171,,Adam Hadwin,98,-.167
172,T171,,Billy Hurley III,80,-.167
173,T171,,Graeme McDowell,56,-.167
174,T171,,Tag Ridings,67,-.167
175,T176,,Jason Bohn,75,-.143
176,T176,,K.J. Choi,72,-.143
177,T176,,Brett Drewitt,57,-.143
178,T176,,Ken Duke,77,-.143
179,T176,,Seamus Power,86,-.143
180,181,,Martin Laird,83,-.133
181,182,,J.B. Holmes,83,-.125
182,T183,,Daniel Berger,91,-.111
183,T183,,Bryce Molder,74,-.111
184,T185,,J.J. Henry,92,E
185,T185,,Trey Mullinax,88,E
186,T185,,Nick Watney,75,E
187,T185,,Steve Wheatcroft,51,E
188,189,,Retief Goosen,52,+.125
189,190,,Harris English,84,+.182
