,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,,Jordan Spieth,85,"54' 10""",2412.583,44,-13
1,2,,Bubba Watson,71,"54' 11""",1372.0,25,-8
2,3,,Chris Stroud,67,"58' 11""",2299.0,39,E
3,4,,Dustin Johnson,77,"59' 4""",1246.75,21,-9
4,5,,Jimmy Walker,68,"61' 0""",1769.6670000000001,29,-2
5,6,,Scott Stallings,81,"61' 2""",1834.8329999999999,30,+1
6,7,,Kevin Na,86,"61' 5""",2946.0,48,-4
7,8,,Brendan Steele,89,"61' 6""",2152.25,35,-1
8,9,,Jason Dufner,89,"61' 8""",2220.083,36,-11
9,10,,Daniel Berger,91,"61' 10""",2226.5,36,-9
10,11,,Sebastián Muñoz,51,"62' 1""",1862.3329999999999,30,-7
11,12,,Wesley Bryan,95,"62' 3""",3359.583,54,+13
12,13,,Luke List,102,"62' 4""",3924.75,63,-25
13,14,,Graham DeLaet,82,"62' 8""",2379.833,38,-5
14,T15,,Francesco Molinari,75,"62' 11""",1321.5829999999999,21,+5
15,T15,,Tim Wilkinson,64,"62' 11""",1887.0829999999999,30,-2
16,17,,Charl Schwartzel,63,"63' 5""",2347.25,37,-17
17,T18,,Mark Hubbard,81,"63' 7""",2862.083,45,+7
18,T18,,Zach Johnson,81,"63' 7""",1272.333,20,+1
19,20,,Webb Simpson,102,"64' 9""",2848.25,44,-5
20,21,,Jason Kokrak,95,"65' 5""",3661.167,56,-18
21,22,,James Hahn,96,"65' 9""",2957.0,45,-8
22,23,,Brad Fritsch,56,"65' 10""",1646.4170000000001,25,+3
23,24,,Bill Haas,92,"66' 1""",2577.75,39,-3
24,25,,Patrick Cantlay,52,"66' 2""",2647.167,40,-4
25,26,,Rory McIlroy,51,"66' 6""",1131.0,17,-8
26,27,,Ken Duke,77,"66' 8""",2534.667,38,-3
27,28,,K.J. Choi,72,"66' 9""",2135.917,32,-1
28,29,,Michael Thompson,60,"67' 1""",1341.0,20,+2
