,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,,Nick Watney,75,-.227
1,2,,Adam Scott,58,-.192
2,3,,J.B. Holmes,83,-.155
3,4,,Kevin Streelman,90,-.133
4,5,,Smylie Kaufman,76,-.132
5,6,,Luke List,102,-.127
6,T7,,Andrew Loupe,55,-.119
7,T7,,Shane Lowry,52,-.119
8,9,,Bill Haas,92,-.115
9,10,,Brad Fritsch,56,-.107
10,T11,,Jason Day,71,-.106
11,T11,,Harold Varner III,101,-.106
12,T11,,Gary Woodland,94,-.106
13,T14,,Grayson Murray,94,-.101
14,T14,,Chez Reavie,98,-.101
15,T16,,Xander Schauffele,96,-.099
16,T16,,Cameron Tringale,89,-.099
17,18,,Stewart Cink,93,-.098
18,19,,Shawn Stefani,72,-.097
19,20,,Ryan Brehm,83,-.096
20,21,,Kevin Tway,96,-.082
21,T22,,Matt Jones,64,-.078
22,T22,,Ryan Palmer,61,-.078
23,T24,,Jonas Blixt,74,-.077
24,T24,,Brooks Koepka,88,-.077
25,26,,Tim Wilkinson,64,-.075
26,T27,,Troy Merritt,82,-.074
27,T27,,Jon Rahm,90,-.074
28,T29,,Dustin Johnson,77,-.073
29,T29,,Brandt Snedeker,53,-.073
30,T31,,Derek Fathauer,81,-.071
31,T31,,Hudson Swafford,94,-.071
32,33,,Justin Rose,66,-.069
33,34,,Miguel Angel Carballo,63,-.067
34,35,,Graham DeLaet,82,-.066
35,36,,J.J. Henry,92,-.064
36,37,,Charley Hoffman,112,-.063
37,38,,Daniel Summerhays,100,-.060
38,39,,Bryson DeChambeau,91,-.058
39,T40,,Tyrone Van Aswegen,105,-.056
40,T40,,Boo Weekley,75,-.056
41,42,,Chad Campbell,97,-.055
42,43,,J.J. Spaun,92,-.054
43,T44,,Patrick Cantlay,52,-.053
44,T44,,Marc Leishman,94,-.053
45,T46,,Billy Horschel,88,-.052
46,T46,,Mackenzie Hughes,106,-.052
47,T46,,Seung-Yul Noh,91,-.052
48,49,,Harris English,84,-.051
49,50,,Rickie Fowler,78,-.050
50,51,,Michael Thompson,60,-.048
51,52,,Sergio Garcia,65,-.047
52,T53,,Daniel Berger,91,-.046
53,T53,,Robert Garrigus,78,-.046
54,T53,,Tag Ridings,67,-.046
55,56,,Lucas Glover,93,-.044
56,T57,,Alex Cejka,85,-.042
57,T57,,Adam Hadwin,98,-.042
58,T57,,Danny Lee,93,-.042
59,60,,Ryo Ishikawa,56,-.041
60,T61,,Kevin Na,86,-.040
61,T61,,Scott Piercy,70,-.040
62,63,,David Hearn,93,-.039
63,64,,Nicholas Lindheim,58,-.038
64,65,,Paul Casey,94,-.036
65,T66,,Kevin Chappell,95,-.035
66,T66,,Seamus Power,86,-.035
67,68,,Aaron Baddeley,61,-.030
68,69,,Geoff Ogilvy,80,-.029
69,70,,Jhonattan Vegas,95,-.026
70,T71,,Morgan Hoffmann,92,-.025
71,T71,,Louis Oosthuizen,69,-.025
72,73,,Francesco Molinari,75,-.022
73,T74,,J.T. Poston,95,-.021
74,T74,,Webb Simpson,102,-.021
75,T74,,Justin Thomas,86,-.021
76,T77,,Ricky Barnes,100,-.020
77,T77,,Rory McIlroy,51,-.020
78,79,,Peter Malnati,91,-.019
79,80,,Brian Campbell,55,-.018
80,81,,Jason Kokrak,95,-.017
81,82,,Steve Wheatcroft,51,-.015
82,T83,,Julián Etulain,68,-.014
83,T83,,Brett Stegmaier,78,-.014
84,T83,,Jimmy Walker,68,-.014
85,T86,,Martin Flores,88,-.011
86,T86,,Martin Laird,83,-.011
87,T86,,Scott Stallings,81,-.011
88,T89,,Ben Martin,86,-.010
89,T89,,Sean O'Hair,84,-.010
90,T91,,Keegan Bradley,104,-.008
91,T91,,Scott Brown,95,-.008
92,T93,,Bud Cauley,92,E
93,T93,,Cody Gribble,79,E
94,T93,,Hideki Matsuyama,83,E
95,96,,Ryan Moore,82,+.008
96,97,,Michael Kim,94,+.009
97,98,,Zach Johnson,81,+.010
98,99,,Blayne Barber,77,+.011
99,T100,,Wesley Bryan,95,+.016
100,T100,,Brian Harman,104,+.016
101,102,,Gonzalo Fernandez-Castaño,63,+.018
102,103,,Tom Hoge,54,+.019
103,T104,,Brett Drewitt,57,+.020
104,T104,,Brandon Hagy,85,+.020
105,T104,,Brendan Steele,89,+.020
106,T107,,Mark Hubbard,81,+.021
107,T107,,Jordan Spieth,85,+.021
108,T109,,James Hahn,96,+.022
109,T109,,Phil Mickelson,85,+.022
110,111,,Bubba Watson,71,+.023
111,T112,,Kevin Kisner,105,+.025
112,T112,,Sam Saunders,76,+.025
113,T114,,Ben Crane,86,+.026
114,T114,,C.T. Pan,88,+.026
115,116,,William McGirt,89,+.027
116,117,,David Lingmerth,79,+.029
117,118,,Cameron Smith,86,+.030
118,119,,Nick Taylor,97,+.031
119,120,,Richy Werenski,81,+.033
120,121,,Trey Mullinax,88,+.034
121,122,,Patton Kizzire,84,+.035
122,123,,Ryan Armour,63,+.037
123,124,,Johnson Wagner,71,+.041
124,125,,Dominic Bozzelli,69,+.043
125,126,,Jason Dufner,89,+.045
126,127,,Kyle Stanley,104,+.048
127,128,,Greg Chalmers,75,+.049
128,T129,,Byeong Hun An,77,+.051
129,T129,,K.J. Choi,72,+.051
130,T129,,Emiliano Grillo,90,+.051
131,T129,,Rory Sabbatini,71,+.051
132,T133,,Zac Blair,105,+.052
133,T133,,Pat Perez,93,+.052
134,135,,Cameron Percy,71,+.053
135,136,,Jim Herman,77,+.057
136,T137,,Steven Alker,69,+.058
137,T137,,Ryan Blaum,100,+.058
138,139,,Jason Bohn,75,+.062
139,140,,Søren Kjeldsen,58,+.063
140,141,,Rick Lamb,54,+.064
141,142,,Whee Kim,74,+.065
142,143,,Graeme McDowell,56,+.067
143,T144,,Anirban Lahiri,72,+.068
144,T144,,Brian Stuard,93,+.068
145,T146,,Jamie Lovemark,98,+.071
146,T146,,Patrick Rodgers,76,+.071
147,148,,Billy Hurley III,80,+.074
148,149,,Russell Henley,99,+.078
149,150,,Patrick Reed,107,+.080
150,151,,Tony Finau,106,+.081
151,T152,,Chad Collins,66,+.082
152,T152,,Kyle Reifers,96,+.082
153,154,,Charles Howell III,86,+.088
154,155,,Ollie Schniederjans,92,+.089
155,156,,Vaughn Taylor,90,+.090
156,157,,Sebastián Muñoz,51,+.091
157,158,,Rafa Cabrera Bello,63,+.092
158,159,,Bryce Molder,74,+.093
159,160,,Fabián Gómez,61,+.096
160,161,,John Huh,92,+.097
161,162,,Spencer Levin,89,+.098
162,163,,Camilo Villegas,76,+.099
163,T164,,Retief Goosen,52,+.102
164,T164,,Si Woo Kim,80,+.102
165,T166,,Matt Every,76,+.105
166,T166,,Charl Schwartzel,63,+.105
167,168,,Sung Kang,104,+.106
168,T169,,Brian Gay,82,+.111
169,T169,,Branden Grace,70,+.111
170,171,,Matt Kuchar,95,+.121
171,T172,,Kelly Kraft,75,+.123
172,T172,,Carl Pettersson,63,+.123
173,T172,,Jonathan Randolph,68,+.123
174,175,,Hunter Mahan,73,+.125
175,176,,D.A. Points,68,+.129
176,177,,Andres Gonzales,73,+.130
177,178,,Ian Poulter,72,+.132
178,179,,Russell Knox,75,+.140
179,180,,Chris Kirk,89,+.144
180,T181,,Mark Anderson,54,+.145
