,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,,Dustin Johnson,77,"39' 1""",7551.0,193,+1
1,2,,Boo Weekley,75,"40' 10""",6123.5830000000005,150,+9
2,T3,,Harris English,84,"41' 4""",12159.583,294,+18
3,T3,,David Lingmerth,79,"41' 4""",7684.6669999999995,186,+5
4,T5,,Luke List,102,"42' 2""",12999.0,308,-3
5,T5,,Scott Stallings,81,"42' 2""",10293.75,244,+50
6,7,,Nick Watney,75,"42' 5""",9155.417,216,+25
7,8,,Webb Simpson,102,"42' 7""",9199.0,216,+2
8,9,,Francesco Molinari,75,"42' 8""",6062.5830000000005,142,+23
9,10,,Bud Cauley,92,"42' 10""",10024.167,234,+24
10,11,,Jordan Spieth,85,"42' 11""",8368.0,195,-7
11,12,,Ryan Palmer,61,"43' 0""",7316.1669999999995,170,+25
12,13,,Jason Dufner,89,"43' 1""",9654.583,224,+20
13,T14,,Steven Alker,69,"43' 6""",5962.75,137,+16
14,T14,,Andrew Loupe,55,"43' 6""",9130.25,210,+27
15,16,,Mark Hubbard,81,"43' 8""",9207.333,211,+30
16,T17,,Graham DeLaet,82,"43' 10""",9067.25,207,+12
17,T17,,Charl Schwartzel,63,"43' 10""",7713.25,176,+7
18,T17,,Bubba Watson,71,"43' 10""",6876.0830000000005,157,+14
19,T20,,Mark Anderson,54,"43' 11""",6674.0830000000005,152,+10
20,T20,,Martin Flores,88,"43' 11""",12176.333,277,+16
21,T20,,Ryan Moore,82,"43' 11""",7547.3330000000005,172,+34
22,23,,Roberto Castro,70,"44' 0""",6118.1669999999995,139,+8
23,24,,Ryan Armour,63,"44' 1""",5771.9169999999995,131,+14
24,T25,,Bill Haas,92,"44' 2""",10020.167,227,+19
25,T25,,Jim Herman,77,"44' 2""",7381.9169999999995,167,+10
26,T25,,Rory McIlroy,51,"44' 2""",4282.667,97,-3
27,T25,,Jon Rahm,90,"44' 2""",8433.083,191,-9
28,T25,,Jimmy Walker,68,"44' 2""",7549.0,171,+23
29,30,,Aaron Baddeley,61,"44' 3""",7748.75,175,+23
30,T31,,Ken Duke,77,"44' 5""",7455.1669999999995,168,+21
31,T31,,Xander Schauffele,96,"44' 5""",10606.333,239,+13
32,33,,Danny Lee,93,"44' 6""",10229.583,230,+26
33,34,,Rory Sabbatini,71,"44' 7""",7084.3330000000005,159,+6
34,T35,,Kevin Na,86,"44' 8""",8936.833,200,E
35,T35,,Louis Oosthuizen,69,"44' 8""",6348.25,142,+11
36,T37,,J.T. Poston,95,"44' 10""",11705.25,261,+29
37,T37,,Justin Thomas,86,"44' 10""",9725.917,217,+2
38,39,,Tom Hoge,54,"44' 11""",6878.3330000000005,153,+21
39,T40,,Billy Horschel,88,"45' 0""",11796.083,262,+38
40,T40,,Phil Mickelson,85,"45' 0""",10629.417,236,+32
41,T40,,Trey Mullinax,88,"45' 0""",12149.583,270,+22
42,T40,,Brendan Steele,89,"45' 0""",9140.667,203,+27
43,44,,Jason Day,71,"45' 1""",8568.0,190,+8
44,T45,,Jonathan Randolph,68,"45' 2""",6912.1669999999995,153,+23
45,T45,,Chez Reavie,98,"45' 2""",8486.25,188,+17
46,47,,Geoff Ogilvy,80,"45' 3""",9451.667,209,+15
47,48,,Robert Garrigus,78,"45' 4""",9019.5,199,+26
48,49,,Zach Johnson,81,"45' 5""",7449.3330000000005,164,+19
49,50,,Shane Lowry,52,"45' 6""",3961.75,87,+1
50,T51,,Wesley Bryan,95,"45' 7""",11493.583,252,+36
51,T51,,Lucas Glover,93,"45' 7""",10522.333,231,+21
52,53,,Emiliano Grillo,90,"45' 8""",8273.167,181,+27
53,T54,,Miguel Angel Carballo,63,"45' 9""",6587.0830000000005,144,+25
54,T54,,Brad Fritsch,56,"45' 9""",7453.75,163,+29
55,T54,,Morgan Hoffmann,92,"45' 9""",11766.917,257,+38
56,T54,,Hideki Matsuyama,83,"45' 9""",8333.0,182,+8
57,T54,,D.A. Points,68,"45' 9""",7679.6669999999995,168,+14
58,T54,,Jhonattan Vegas,95,"45' 9""",11154.917,244,+14
59,T54,,Tim Wilkinson,64,"45' 9""",6685.3330000000005,146,+12
60,T61,,Retief Goosen,52,"45' 10""",6643.4169999999995,145,+25
