,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
0,T1,,Jason Bohn,75,"17' 8""",493.583,28,-1
1,T1,,Søren Kjeldsen,58,"17' 8""",141.583,8,+1
2,3,,Luke Donald,50,"18' 9""",355.833,19,+2
3,T4,,Aaron Baddeley,61,"18' 11""",416.75,22,-4
4,T4,,Anirban Lahiri,72,"18' 11""",566.5830000000001,30,+3
5,6,,Gonzalo Fernandez-Castaño,63,"19' 0""",589.1669999999999,31,-1
6,7,,Sam Saunders,76,"19' 3""",327.16700000000003,17,E
7,8,,Johnson Wagner,71,"19' 5""",427.75,22,-4
8,9,,Whee Kim,74,"19' 6""",586.1669999999999,30,+1
9,10,,Patton Kizzire,84,"19' 10""",496.5,25,+5
10,11,,Brandt Snedeker,53,"19' 11""",677.5830000000001,34,+4
11,12,,Greg Chalmers,75,"20' 1""",903.5830000000001,45,-1
12,T13,,Hunter Mahan,73,"20' 4""",284.66700000000003,14,+1
13,T13,,Scott Piercy,70,"20' 4""",671.1669999999999,33,+1
14,15,,Justin Thomas,86,"20' 5""",838.1669999999999,41,-9
15,T16,,D.A. Points,68,"20' 6""",328.0,16,+3
16,T16,,Camilo Villegas,76,"20' 6""",511.833,25,-2
17,18,,Nicholas Lindheim,58,"20' 7""",349.75,17,+2
18,19,,Retief Goosen,52,"20' 10""",396.083,19,+3
19,20,,Ryo Ishikawa,56,"21' 1""",568.3330000000001,27,+5
20,21,,Zac Blair,105,"21' 2""",571.6669999999999,27,E
21,22,,John Huh,92,"21' 4""",426.833,20,-1
22,23,,Morgan Hoffmann,92,"21' 8""",1019.1669999999999,47,+1
23,24,,Billy Hurley III,80,"21' 9""",761.25,35,-4
24,25,,Ken Duke,77,"21' 10""",502.917,23,+8
25,26,,Justin Rose,66,"21' 11""",525.8330000000001,24,-1
26,27,,Vaughn Taylor,90,"22' 1""",353.917,16,-2
27,T28,,Matt Kuchar,95,"22' 2""",665.4169999999999,30,+2
28,T28,,Cameron Percy,71,"22' 2""",531.8330000000001,24,+4
29,T30,,K.J. Choi,72,"22' 4""",402.667,18,+4
30,T30,,Jon Rahm,90,"22' 4""",1005.5,45,+1
31,32,,C.T. Pan,88,"22' 5""",696.0,31,+1
32,33,,Hideki Matsuyama,83,"22' 6""",697.75,31,+7
33,34,,Bryce Molder,74,"22' 7""",766.6669999999999,34,+6
34,T35,,Mark Anderson,54,"22' 8""",454.0,20,+6
35,T35,,Adam Scott,58,"22' 8""",339.583,15,-1
36,T37,,J.J. Spaun,92,"22' 10""",592.5830000000001,26,+1
37,T37,,Jordan Spieth,85,"22' 10""",799.0830000000001,35,+2
38,39,,Seung-Yul Noh,91,"23' 0""",1103.583,48,+7
39,T40,,Nick Taylor,97,"23' 4""",862.75,37,+2
40,T40,,Nick Watney,75,"23' 4""",699.5830000000001,30,+2
41,42,,Matt Every,76,"23' 5""",655.75,28,+8
42,43,,Brett Stegmaier,78,"23' 6""",305.66700000000003,13,+3
43,44,,Andres Gonzales,73,"23' 7""",542.75,23,+3
44,T45,,Brian Gay,82,"23' 8""",663.75,28,+5
45,T45,,Martin Laird,83,"23' 8""",662.5830000000001,28,+2
46,T47,,Emiliano Grillo,90,"23' 10""",357.0,15,-1
47,T47,,Rory Sabbatini,71,"23' 10""",523.5,22,+1
