,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
48,T47,,Scott Stallings,81,"23' 10""",713.9169999999999,30,+3
49,T50,,Ryan Blaum,100,"23' 11""",980.5,41,+6
50,T50,,Graham DeLaet,82,"23' 11""",406.083,17,+3
51,T50,,Harris English,84,"23' 11""",646.6669999999999,27,+4
52,53,,Troy Merritt,82,"24' 0""",600.4169999999999,25,-3
53,T54,,Adam Hadwin,98,"24' 1""",601.4169999999999,25,+8
54,T54,,Billy Horschel,88,"24' 1""",771.4169999999999,32,+8
55,56,,Pat Perez,93,"24' 3""",1091.833,45,+2
56,57,,Blayne Barber,77,"24' 5""",757.0,31,+8
57,T58,,Ben Martin,86,"24' 6""",440.25,18,+5
58,T58,,Tag Ridings,67,"24' 6""",513.6669999999999,21,+1
59,T60,,Byeong Hun An,77,"24' 7""",565.0830000000001,23,+8
60,T60,,Brooks Koepka,88,"24' 7""",343.583,14,+2
61,T60,,Ollie Schniederjans,92,"24' 7""",1253.083,51,+9
62,63,,Miguel Angel Carballo,63,"24' 9""",841.0830000000001,34,+6
63,T64,,Tom Hoge,54,"24' 10""",322.41700000000003,13,+3
64,T64,,Marc Leishman,94,"24' 10""",744.0,30,+7
65,T64,,Seamus Power,86,"24' 10""",745.25,30,+5
66,T67,,Sergio Garcia,65,"25' 1""",501.75,20,+5
67,T67,,Branden Grace,70,"25' 1""",652.4169999999999,26,+7
68,T67,,Webb Simpson,102,"25' 1""",602.0,24,+4
69,T70,,Chad Collins,66,"25' 2""",704.3330000000001,28,+5
70,T70,,Matt Jones,64,"25' 2""",729.5,29,+4
71,T70,,Spencer Levin,89,"25' 2""",327.16700000000003,13,+1
72,T70,,Jonathan Randolph,68,"25' 2""",453.5,18,+8
73,T70,,Patrick Reed,107,"25' 2""",1232.583,49,+3
74,T75,,David Hearn,93,"25' 3""",454.75,18,+4
75,T75,,Shawn Stefani,72,"25' 3""",504.583,20,+3
76,T77,,Fabián Gómez,61,"25' 6""",638.25,25,-5
77,T77,,Bill Haas,92,"25' 6""",611.1669999999999,24,+4
78,T77,,Jason Kokrak,95,"25' 6""",637.25,25,+4
79,T77,,Tyrone Van Aswegen,105,"25' 6""",637.1669999999999,25,+5
80,81,,Sung Kang,104,"25' 7""",947.1669999999999,37,+5
81,82,,Ben Crane,86,"25' 8""",615.5,24,+6
82,T83,,Ryan Armour,63,"25' 9""",360.333,14,+6
83,T83,,J.T. Poston,95,"25' 9""",798.0830000000001,31,+1
84,T83,,Robert Streb,98,"25' 9""",1003.6669999999999,39,+2
85,86,,Martin Flores,88,"25' 10""",1032.083,40,-3
86,T87,,Scott Brown,95,"25' 11""",750.75,29,-2
87,T87,,Jhonattan Vegas,95,"25' 11""",1219.25,47,+9
88,T89,,Rafa Cabrera Bello,63,"26' 0""",598.8330000000001,23,+6
89,T89,,Dustin Johnson,77,"26' 0""",780.4169999999999,30,+3
90,T91,,James Hahn,96,"26' 1""",835.3330000000001,32,+2
91,T91,,Jim Herman,77,"26' 1""",547.1669999999999,21,-2
92,T91,,Kyle Reifers,96,"26' 1""",652.5,25,+6
93,94,,J.B. Holmes,83,"26' 2""",1124.667,43,+2
94,T95,,Ryan Brehm,83,"26' 4""",1237.417,47,E
95,T95,,Phil Mickelson,85,"26' 4""",1368.0,52,+6
96,T97,,Charley Hoffman,112,"26' 5""",1110.917,42,+1
97,T97,,Kelly Kraft,75,"26' 5""",897.5,34,+12
98,99,,Brian Harman,104,"26' 6""",742.8330000000001,28,+7
99,T100,,David Lingmerth,79,"26' 7""",878.4169999999999,33,+9
100,T100,,Cameron Tringale,89,"26' 7""",504.5,19,+6
101,102,,Brandon Hagy,85,"26' 9""",1522.9170000000001,57,+1
102,T103,,Patrick Cantlay,52,"26' 10""",483.583,18,+2
103,T103,,Richy Werenski,81,"26' 10""",536.6669999999999,20,+4
104,T105,,Si Woo Kim,80,"26' 11""",1022.8330000000001,38,+4
105,T105,,Kyle Stanley,104,"26' 11""",564.9169999999999,21,+7
106,T105,,Bubba Watson,71,"26' 11""",781.1669999999999,29,+4
107,T108,,Derek Fathauer,81,"27' 0""",1242.083,46,+19
108,T108,,Kevin Kisner,105,"27' 0""",567.5830000000001,21,+4
109,T108,,Luke List,102,"27' 0""",918.75,34,+2
110,T108,,Kevin Na,86,"27' 0""",647.75,24,E
111,112,,Danny Lee,93,"27' 1""",811.75,30,+12
112,113,,Kevin Tway,96,"27' 2""",1520.1670000000001,56,+9
113,114,,Peter Malnati,91,"27' 3""",1172.917,43,+3
114,T115,,Julián Etulain,68,"27' 4""",764.3330000000001,28,+7
115,T115,,Smylie Kaufman,76,"27' 4""",1064.5,39,+11
116,T115,,Rick Lamb,54,"27' 4""",518.9169999999999,19,-3
117,T115,,Carl Pettersson,63,"27' 4""",683.5830000000001,25,+9
118,T115,,Chris Stroud,67,"27' 4""",382.5,14,+1
119,T120,,Bud Cauley,92,"27' 5""",1149.833,42,+7
120,T120,,Geoff Ogilvy,80,"27' 5""",821.4169999999999,30,+6
121,T120,,Michael Thompson,60,"27' 5""",465.917,17,+3
122,T123,,Chez Reavie,98,"27' 6""",631.5830000000001,23,+4
123,T123,,Patrick Rodgers,76,"27' 6""",1155.25,42,+11
124,T123,,Cameron Smith,86,"27' 6""",962.75,35,-3
125,T123,,Brian Stuard,93,"27' 6""",632.3330000000001,23,+5
126,T127,,Charles Howell III,86,"27' 7""",883.6669999999999,32,+4
127,T127,,Jimmy Walker,68,"27' 7""",662.5830000000001,24,+9
128,T127,,Gary Woodland,94,"27' 7""",718.0,26,+4
129,T130,,Steven Bowditch,59,"27' 8""",885.0830000000001,32,+9
130,T130,,Chris Kirk,89,"27' 8""",996.75,36,+16
131,T130,,Sebastián Muñoz,51,"27' 8""",359.667,13,+3
132,T133,,Rory McIlroy,51,"27' 10""",585.0,21,+5
133,T133,,Louis Oosthuizen,69,"27' 10""",473.5,17,+2
134,T135,,Ian Poulter,72,"27' 11""",557.5,20,+9
135,T135,,Kevin Streelman,90,"27' 11""",725.9169999999999,26,+6
136,T137,,Roberto Castro,70,"28' 0""",531.8330000000001,19,+3
137,T137,,Lucas Glover,93,"28' 0""",784.3330000000001,28,+6
138,T137,,Daniel Summerhays,100,"28' 0""",1063.0,38,+7
139,T137,,Steve Wheatcroft,51,"28' 0""",392.083,14,+3
140,T141,,Chad Campbell,97,"28' 1""",646.3330000000001,23,+1
141,T141,,Tony Finau,106,"28' 1""",1262.167,45,-3
142,T141,,Cody Gribble,79,"28' 1""",871.3330000000001,31,E
143,T144,,Brett Drewitt,57,"28' 2""",760.1669999999999,27,+10
144,T144,,J.J. Henry,92,"28' 2""",592.1669999999999,21,+9
145,T146,,Jim Furyk,54,"28' 3""",112.917,4,+1
146,T146,,Jamie Lovemark,98,"28' 3""",960.5830000000001,34,+1
147,148,,Mackenzie Hughes,106,"28' 4""",1414.6670000000001,50,+8
148,149,,Tim Wilkinson,64,"28' 5""",454.583,16,+3
149,150,,Steven Alker,69,"28' 6""",142.5,5,+2
150,151,,Ricky Barnes,100,"28' 7""",627.9169999999999,22,-1
151,152,,Brian Campbell,55,"28' 8""",631.5,22,+8
152,153,,Bryson DeChambeau,91,"28' 10""",952.5,33,+9
153,154,,Boo Weekley,75,"28' 11""",519.8330000000001,18,+3
154,155,,Rickie Fowler,78,"29' 0""",638.5830000000001,22,+12
155,T156,,Jason Dufner,89,"29' 3""",613.6669999999999,21,+6
156,T156,,Shane Lowry,52,"29' 3""",409.25,14,+6
157,158,,Kevin Chappell,95,"29' 6""",942.8330000000001,32,+9
158,T159,,Alex Cejka,85,"29' 8""",623.4169999999999,21,+7
159,T159,,Trey Mullinax,88,"29' 8""",1365.9170000000001,46,+4
160,T159,,Xander Schauffele,96,"29' 8""",919.8330000000001,31,+1
161,162,,Graeme McDowell,56,"29' 9""",446.0,15,+4
162,163,,Hudson Swafford,94,"29' 10""",804.4169999999999,27,+7
163,164,,Andrew Loupe,55,"29' 11""",718.8330000000001,24,+11
164,165,,Sean O'Hair,84,"30' 0""",929.75,31,+11
165,T166,,Zach Johnson,81,"30' 4""",667.0830000000001,22,+5
166,T166,,Ryan Palmer,61,"30' 4""",697.25,23,E
167,T166,,Brendan Steele,89,"30' 4""",818.75,27,E
168,169,,Dominic Bozzelli,69,"30' 5""",913.25,30,+7
169,170,,Paul Casey,94,"30' 6""",578.9169999999999,19,E
170,171,,Brad Fritsch,56,"30' 11""",586.75,19,+3
171,172,,Stewart Cink,93,"31' 0""",1331.5829999999999,43,+9
172,173,,Harold Varner III,101,"31' 2""",1090.167,35,+10
173,174,,Daniel Berger,91,"31' 4""",626.3330000000001,20,+4
174,175,,Charl Schwartzel,63,"31' 6""",629.9169999999999,20,+6
175,176,,Ryan Moore,82,"31' 11""",478.167,15,+3
176,177,,Grayson Murray,94,"32' 3""",1903.0,59,+19
177,178,,Jonas Blixt,74,"32' 5""",810.9169999999999,25,+2
178,179,,Rod Pampling,71,"32' 6""",617.25,19,E
179,180,,Michael Kim,94,"32' 11""",889.8330000000001,27,+3
180,181,,Russell Knox,75,"33' 7""",670.9169999999999,20,E
181,182,,Jason Day,71,"33' 11""",1154.417,34,+17
182,183,,Keegan Bradley,104,"34' 0""",782.1669999999999,23,+13
183,184,,Russell Henley,99,"34' 3""",924.4169999999999,27,+11
184,185,,Robert Garrigus,78,"34' 5""",653.3330000000001,19,+3
185,186,,William McGirt,89,"34' 7""",553.8330000000001,16,+9
186,187,,Francesco Molinari,75,"34' 11""",523.3330000000001,15,+3
187,188,,Wesley Bryan,95,"35' 1""",666.1669999999999,19,+11
188,189,,Ernie Els,52,"37' 2""",594.3330000000001,16,+7
189,190,,Mark Hubbard,81,"37' 11""",1061.0,28,+8
