,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
154,155,,Hunter Mahan,73,82.97,151,182,-0.64
155,156,,Grayson Murray,94,82.94,282,340,-0.55
156,157,,Tag Ridings,67,82.91,131,158,-0.53
157,158,,Ryan Blaum,100,82.68,191,231,-0.49
158,159,,Stewart Cink,93,82.53,222,269,-0.52
159,160,,Brian Campbell,55,82.5,99,120,-0.52
160,161,,James Hahn,96,82.49,212,257,-0.59
161,162,,Julián Etulain,68,82.47,127,154,-0.45
162,163,,Cody Gribble,79,82.46,174,211,-0.56
163,T164,,Jamie Lovemark,98,82.39,234,284,-0.63
164,T164,,Ryan Palmer,61,82.39,145,176,-0.48
165,166,,Ernie Els,52,82.35,70,85,-0.59
166,167,,Brett Stegmaier,78,82.32,149,181,-0.51
167,168,,Nick Taylor,97,82.29,237,288,-0.53
168,169,,J.B. Holmes,83,82.25,190,231,-0.52
169,170,,Camilo Villegas,76,82.17,129,157,-0.55
170,171,,Byeong Hun An,77,82.14,161,196,-0.5
171,172,,Carl Pettersson,63,82.11,101,123,-0.56
172,173,,Scott Brown,95,82.05,192,234,-0.56
173,174,,Whee Kim,74,81.99,132,161,-0.55
174,175,,Brad Fritsch,56,81.98,91,111,-0.58
175,176,,Ian Poulter,72,81.88,113,138,-0.63
176,177,,Michael Thompson,60,81.82,81,99,-0.47
177,178,,Steve Wheatcroft,51,81.74,94,115,-0.49
178,179,,Rafa Cabrera Bello,63,81.68,107,131,-0.5
179,180,,Jonas Blixt,74,81.67,147,180,-0.55
180,181,,Brett Drewitt,57,81.6,102,125,-0.4
181,182,,Blayne Barber,77,81.16,168,207,-0.52
182,183,,Graeme McDowell,56,81.1,103,127,-0.5
183,184,,Danny Lee,93,81.07,197,243,-0.51
184,185,,Sergio Garcia,65,80.72,134,166,-0.54
185,186,,Greg Chalmers,75,80.09,169,211,-0.46
186,187,,Rory McIlroy,51,79.64,133,167,-0.57
187,188,,Si Woo Kim,80,78.64,173,220,-0.5
188,189,,Jonathan Randolph,68,77.24,112,145,-0.57
189,190,,Andrew Loupe,55,76.92,120,156,-0.55
