,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,,Rory McIlroy,51,-.471
1,2,,Charl Schwartzel,63,-.459
2,3,,Justin Thomas,86,-.455
3,4,,Kevin Chappell,95,-.441
4,5,,Dustin Johnson,77,-.429
5,6,,Brandon Hagy,85,-.400
6,7,,Luke List,102,-.397
7,8,,Jason Day,71,-.346
8,9,,Martin Flores,88,-.326
9,10,,Jason Kokrak,95,-.321
10,T11,,Tag Ridings,67,-.320
11,T11,,Bubba Watson,71,-.320
12,13,,Jon Rahm,90,-.317
13,14,,Jason Dufner,89,-.306
14,15,,Retief Goosen,52,-.304
15,16,,Brooks Koepka,88,-.302
16,17,,Jordan Spieth,85,-.295
17,18,,Hideki Matsuyama,83,-.278
18,19,,Anirban Lahiri,72,-.269
19,20,,Shane Lowry,52,-.267
20,21,,Mackenzie Hughes,106,-.265
21,22,,Mark Anderson,54,-.261
22,23,,Tony Finau,106,-.259
23,24,,Daniel Berger,91,-.250
24,25,,Geoff Ogilvy,80,-.242
25,26,,Blayne Barber,77,-.241
26,T27,,Bryson DeChambeau,91,-.233
27,T27,,Sebastián Muñoz,51,-.233
28,T27,,Xander Schauffele,96,-.233
29,30,,Charley Hoffman,112,-.226
30,T31,,Trey Mullinax,88,-.222
31,T31,,Hudson Swafford,94,-.222
32,33,,Tyrone Van Aswegen,105,-.219
33,34,,Grayson Murray,94,-.214
34,35,,Dominic Bozzelli,69,-.211
35,36,,Julián Etulain,68,-.185
36,37,,Andres Gonzales,73,-.182
37,38,,James Hahn,96,-.178
38,T39,,Rickie Fowler,78,-.176
39,T39,,Sung Kang,104,-.176
40,41,,Kevin Kisner,105,-.175
41,42,,Rory Sabbatini,71,-.172
42,T43,,Roberto Castro,70,-.167
43,T43,,J.B. Holmes,83,-.167
44,T43,,Scott Piercy,70,-.167
45,T43,,Justin Rose,66,-.167
46,47,,Adam Hadwin,98,-.158
47,48,,Vaughn Taylor,90,-.148
48,49,,Cameron Smith,86,-.146
49,T50,,Gonzalo Fernandez-Castaño,63,-.143
50,T50,,Danny Lee,93,-.143
51,T50,,Hunter Mahan,73,-.143
52,T50,,Louis Oosthuizen,69,-.143
53,T54,,Sean O'Hair,84,-.136
54,T54,,C.T. Pan,88,-.136
55,56,,Martin Laird,83,-.135
56,T57,,Andrew Loupe,55,-.133
57,T57,,Richy Werenski,81,-.133
58,59,,Graham DeLaet,82,-.132
59,T60,,J.J. Henry,92,-.125
60,T60,,Jonathan Randolph,68,-.125
61,T60,,J.J. Spaun,92,-.125
62,63,,Phil Mickelson,85,-.119
63,64,,Rick Lamb,54,-.118
64,T65,,Lucas Glover,93,-.114
65,T65,,Webb Simpson,102,-.114
66,67,,Branden Grace,70,-.111
67,68,,Brian Gay,82,-.107
68,69,,Whee Kim,74,-.106
69,70,,Boo Weekley,75,-.105
70,T71,,Brian Campbell,55,-.100
71,T71,,Patrick Cantlay,52,-.100
72,T71,,Michael Kim,94,-.100
73,74,,Jamie Lovemark,98,-.098
74,T75,,J.T. Poston,95,-.093
75,T75,,Kevin Tway,96,-.093
76,T77,,Emiliano Grillo,90,-.091
77,T77,,Marc Leishman,94,-.091
78,T77,,Sam Saunders,76,-.091
79,T77,,Jhonattan Vegas,95,-.091
80,81,,D.A. Points,68,-.088
81,T82,,Kevin Na,86,-.083
82,T82,,Pat Perez,93,-.083
83,84,,Ken Duke,77,-.079
84,85,,Bill Haas,92,-.077
85,86,,Jimmy Walker,68,-.069
86,87,,Tim Wilkinson,64,-.067
87,88,,Harold Varner III,101,-.060
