,Approaches_from_75-100_yards_RANK THIS WEEK,Approaches_from_75-100_yards_RANK LAST WEEK,Approaches_from_75-100_yards_PLAYER NAME,Approaches_from_75-100_yards_ROUNDS,Approaches_from_75-100_yards_AVG,Approaches_from_75-100_yards_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_# OF ATTEMPTS,Approaches_from_75-100_yards_RELATIVE TO PAR
0,1,,Jason Day,71,"12' 10""",578.5830000000001,45,-14
1,T2,,Rafa Cabrera Bello,63,"13' 1""",301.75,23,-6
2,T2,,Phil Mickelson,85,"13' 1""",783.8330000000001,60,-25
3,4,,Tom Hoge,54,"13' 4""",360.5,27,-7
4,5,,Wesley Bryan,95,"13' 6""",862.5,64,-15
5,6,,Jim Furyk,54,"13' 9""",576.5830000000001,42,-9
6,T7,,Daniel Berger,91,"13' 11""",695.4169999999999,50,-12
7,T7,,Rory McIlroy,51,"13' 11""",486.417,35,-8
8,T9,,Lucas Glover,93,"14' 2""",1060.917,75,-12
9,T9,,Kelly Kraft,75,"14' 2""",664.3330000000001,47,-17
10,11,,Mark Anderson,54,"14' 3""",627.8330000000001,44,-9
11,12,,Bryce Molder,74,"14' 4""",916.8330000000001,64,-13
12,T13,,Scott Piercy,70,"14' 5""",534.0,37,-10
13,T13,,Justin Thomas,86,"14' 5""",866.5,60,-5
14,15,,Brooks Koepka,88,"14' 6""",638.75,44,-7
15,16,,Webb Simpson,102,"14' 8""",881.3330000000001,60,-7
16,17,,Kevin Na,86,"14' 9""",677.4169999999999,46,-11
17,18,,Adam Hadwin,98,"14' 10""",888.6669999999999,60,-24
18,19,,Roberto Castro,70,"14' 11""",879.6669999999999,59,-16
19,20,,Brian Stuard,93,"15' 0""",749.1669999999999,50,-13
20,21,,Ryan Moore,82,"15' 1""",801.5830000000001,53,-9
21,22,,Matt Every,76,"15' 2""",864.75,57,-8
22,T23,,Charley Hoffman,112,"15' 3""",884.8330000000001,58,-8
23,T23,,Charl Schwartzel,63,"15' 3""",426.667,28,-6
24,T25,,Smylie Kaufman,76,"15' 6""",914.0830000000001,59,-24
25,T25,,Kyle Reifers,96,"15' 6""",881.9169999999999,57,-13
26,T27,,Andres Gonzales,73,"15' 7""",748.8330000000001,48,-2
27,T27,,Ollie Schniederjans,92,"15' 7""",964.25,62,-15
28,T29,,Brian Gay,82,"15' 8""",1177.333,75,-17
29,T29,,Dustin Johnson,77,"15' 8""",752.1669999999999,48,-13
30,T29,,Sam Saunders,76,"15' 8""",657.8330000000001,42,-14
31,T32,,Zach Johnson,81,"15' 9""",990.3330000000001,63,-12
32,T32,,Troy Merritt,82,"15' 9""",851.0,54,-11
33,34,,Miguel Angel Carballo,63,"15' 10""",600.8330000000001,38,-4
34,T35,,Scott Stallings,81,"15' 11""",1079.833,68,-16
35,T35,,Vaughn Taylor,90,"15' 11""",1482.8329999999999,93,-19
36,T37,,Graeme McDowell,56,"16' 0""",641.25,40,-10
37,T37,,Johnson Wagner,71,"16' 0""",641.0,40,-6
38,T39,,Matt Kuchar,95,"16' 1""",1015.8330000000001,63,-21
39,T39,,Jordan Spieth,85,"16' 1""",917.5,57,-4
40,T39,,Kyle Stanley,104,"16' 1""",1046.75,65,-12
41,T39,,Tyrone Van Aswegen,105,"16' 1""",1155.083,72,-9
42,43,,Ryo Ishikawa,56,"16' 2""",387.917,24,+1
43,T44,,Bud Cauley,92,"16' 3""",830.1669999999999,51,-17
44,T44,,James Hahn,96,"16' 3""",844.5830000000001,52,-8
45,T44,,J.B. Holmes,83,"16' 3""",635.1669999999999,39,-5
46,T44,,Billy Hurley III,80,"16' 3""",1088.583,67,-17
47,T44,,Pat Perez,93,"16' 3""",648.75,40,-13
48,T49,,Gonzalo Fernandez-Castaño,63,"16' 4""",391.083,24,-5
49,T49,,Jonathan Randolph,68,"16' 4""",490.083,30,-7
50,T49,,Steve Wheatcroft,51,"16' 4""",490.25,30,-6
51,52,,Stewart Cink,93,"16' 5""",1212.25,74,-14
