,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
83,T83,,Lucas Glover,93,24.6,162242.0,183
84,85,,Brandt Snedeker,53,24.7,70354.0,79
85,T86,,K.J. Choi,72,24.8,68808.0,77
86,T86,,Billy Horschel,88,24.8,125941.0,141
87,T86,,Phil Mickelson,85,24.8,122098.0,137
88,T86,,Ryan Moore,82,24.8,106986.0,120
89,T86,,Kevin Streelman,90,24.8,137540.0,154
90,T91,,Bud Cauley,92,24.9,154281.0,172
91,T91,,Andrew Loupe,55,24.9,89811.0,100
92,T93,,Byeong Hun An,77,25.0,114478.0,127
93,T93,,Billy Hurley III,80,25.0,84766.0,94
94,T93,,Chez Reavie,98,25.0,111556.0,124
95,T93,,Jordan Spieth,85,25.0,133304.0,148
96,T97,,Branden Grace,70,25.1,78519.0,87
97,T97,,J.J. Henry,92,25.1,115492.0,128
98,T97,,Matt Kuchar,95,25.1,110122.0,122
99,T97,,Sebastián Muñoz,51,25.1,73296.0,81
100,T101,,Sergio Garcia,65,25.2,93541.0,103
101,T101,,Shane Lowry,52,25.2,73484.0,81
102,T101,,Grayson Murray,94,25.2,193244.0,213
103,T104,,Rafa Cabrera Bello,63,25.3,69324.0,76
104,T104,,Ian Poulter,72,25.3,84680.0,93
105,T106,,Brian Gay,82,25.4,69584.0,76
106,T106,,Martin Laird,83,25.4,124162.0,136
107,T106,,Francesco Molinari,75,25.4,114225.0,125
108,T106,,J.T. Poston,95,25.4,133513.0,146
109,T110,,Ernie Els,52,25.5,43107.0,47
110,T110,,Gonzalo Fernandez-Castaño,63,25.5,72455.0,79
111,T110,,Nick Taylor,97,25.5,150561.0,164
112,T113,,Chad Collins,66,25.6,67159.0,73
113,T113,,Pat Perez,93,25.6,126286.0,137
114,T113,,J.J. Spaun,92,25.6,117983.0,128
115,T116,,Blayne Barber,77,25.7,92623.0,100
116,T116,,Chad Campbell,97,25.7,118335.0,128
117,T116,,Spencer Levin,89,25.7,87136.0,94
118,T119,,Retief Goosen,52,25.8,72311.0,78
119,T119,,David Lingmerth,79,25.8,108631.0,117
120,T121,,Jim Furyk,54,25.9,43891.0,47
121,T121,,Brooks Koepka,88,25.9,166852.0,179
122,T121,,Xander Schauffele,96,25.9,139609.0,150
123,T124,,Kelly Kraft,75,26.0,108413.0,116
124,T124,,Rick Lamb,54,26.0,71092.0,76
125,T124,,Patrick Reed,107,26.0,176902.0,189
126,T127,,Ryan Armour,63,26.1,45029.0,48
127,T127,,Jason Bohn,75,26.1,70585.0,75
128,129,,Ricky Barnes,100,26.2,115173.0,122
129,T130,,Steven Alker,69,26.3,49186.0,52
130,T130,,Fabián Gómez,61,26.3,94617.0,100
131,T130,,William McGirt,89,26.3,130586.0,138
132,T130,,Tyrone Van Aswegen,105,26.3,109863.0,116
133,T130,,Camilo Villegas,76,26.3,80350.0,85
134,T135,,Julián Etulain,68,26.4,88554.0,93
135,T135,,Brian Harman,104,26.4,139815.0,147
136,T135,,C.T. Pan,88,26.4,133210.0,140
137,T138,,Rory McIlroy,51,26.5,99368.0,104
138,T138,,Carl Pettersson,63,26.5,67628.0,71
139,T140,,Morgan Hoffmann,92,26.6,146637.0,153
140,T140,,Brett Stegmaier,78,26.6,95882.0,100
141,T142,,Kevin Chappell,95,26.7,162282.0,169
142,T142,,Brian Stuard,93,26.7,77837.0,81
143,T144,,Adam Hadwin,98,26.8,144573.0,150
144,T144,,Tom Hoge,54,26.8,66663.0,69
145,T146,,Geoff Ogilvy,80,26.9,97019.0,100
146,T146,,Shawn Stefani,72,26.9,111190.0,115
147,148,,Robert Streb,98,27.0,150777.0,155
148,149,,Charles Howell III,86,27.1,126863.0,130
149,T150,,Ryan Blaum,100,27.2,120543.0,123
150,T150,,Nicholas Lindheim,58,27.2,55733.0,57
151,T152,,Dominic Bozzelli,69,27.4,112474.0,114
152,T152,,Michael Kim,94,27.4,147016.0,149
153,T152,,Peter Malnati,91,27.4,94762.0,96
154,155,,Jonathan Randolph,68,27.5,88955.0,90
155,T156,,Emiliano Grillo,90,27.6,127065.0,128
156,T156,,Smylie Kaufman,76,27.6,146040.0,147
157,T156,,Søren Kjeldsen,58,27.6,43781.0,44
158,T159,,Brett Drewitt,57,27.8,64013.0,64
159,T159,,Si Woo Kim,80,27.8,112988.0,113
160,T159,,Troy Merritt,82,27.8,127118.0,127
161,T159,,Cameron Percy,71,27.8,107086.0,107
162,T163,,Whee Kim,74,27.9,81275.0,81
163,T163,,Sam Saunders,76,27.9,106517.0,106
164,165,,D.A. Points,68,28.1,94035.0,93
165,166,,Hunter Mahan,73,28.2,125740.0,124
166,167,,Bryce Molder,74,28.3,64178.0,63
167,T168,,Aaron Baddeley,61,28.4,96973.0,95
168,T168,,Steve Wheatcroft,51,28.4,72504.0,71
169,T170,,Ben Crane,86,28.5,108785.0,106
170,T170,,Chris Stroud,67,28.5,78039.0,76
171,172,,John Huh,92,28.6,139061.0,135
172,173,,Danny Lee,93,28.8,158452.0,153
173,174,,Vaughn Taylor,90,28.9,131141.0,126
174,175,,Ken Duke,77,29.1,87092.0,83
175,T176,,Luke Donald,50,29.2,50418.0,48
176,T176,,Rory Sabbatini,71,29.2,107118.0,102
177,178,,Greg Chalmers,75,29.3,101148.0,96
178,T179,,Zach Johnson,81,29.4,101633.0,96
179,T179,,Tim Wilkinson,64,29.4,64519.0,61
180,181,,Seung-Yul Noh,91,29.6,153592.0,144
181,T182,,Roberto Castro,70,29.7,70489.0,66
182,T182,,Cameron Tringale,89,29.7,103714.0,97
183,184,,Rod Pampling,71,29.8,150192.0,140
184,185,,Kyle Reifers,96,30.0,129622.0,120
185,T186,,Alex Cejka,85,31.3,113754.0,101
186,T186,,Ryo Ishikawa,56,31.3,96874.0,86
187,T186,,Johnson Wagner,71,31.3,106889.0,95
188,189,,Brian Campbell,55,32.6,79689.0,68
189,190,,Steven Bowditch,59,32.8,74375.0,63
