,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
0,T1,,Graham DeLaet,82,20.4,108779.0,148
1,T1,,Tag Ridings,67,20.4,68443.0,93
2,3,,Scott Stallings,81,20.5,84064.0,114
3,4,,Brad Fritsch,56,20.7,47634.0,64
4,5,,Luke List,102,20.8,175857.0,235
5,6,,Brandon Hagy,85,21.0,115900.0,153
6,7,,J.B. Holmes,83,21.2,100640.0,132
7,8,,Hideki Matsuyama,83,21.4,117125.0,152
8,9,,Justin Rose,66,21.6,98098.0,126
9,T10,,Harris English,84,21.7,89661.0,115
10,T10,,Harold Varner III,101,21.7,135215.0,173
11,12,,Charley Hoffman,112,21.8,176589.0,225
12,T13,,Ollie Schniederjans,92,21.9,130379.0,165
13,T13,,Gary Woodland,94,21.9,130193.0,165
14,15,,Mark Hubbard,81,22.0,87227.0,110
15,16,,Louis Oosthuizen,69,22.1,78782.0,99
16,T17,,Kyle Stanley,104,22.2,155494.0,195
17,T17,,Jhonattan Vegas,95,22.2,150992.0,189
18,19,,Rickie Fowler,78,22.4,108247.0,134
19,T20,,Kevin Tway,96,22.6,144822.0,178
20,T20,,Richy Werenski,81,22.6,82992.0,102
21,T22,,Marc Leishman,94,22.7,131739.0,161
22,T22,,Seamus Power,86,22.7,112721.0,138
23,T22,,Jon Rahm,90,22.7,136582.0,167
24,T22,,Bubba Watson,71,22.7,107230.0,131
25,T26,,James Hahn,96,22.8,132947.0,162
26,T26,,Kevin Na,86,22.8,85197.0,104
27,T26,,Adam Scott,58,22.8,72141.0,88
28,T29,,David Hearn,93,22.9,74142.0,90
29,T29,,Russell Knox,75,22.9,81534.0,99
30,T29,,Trey Mullinax,88,22.9,119341.0,145
31,T32,,Kevin Kisner,105,23.0,101046.0,122
32,T32,,Jason Kokrak,95,23.0,162151.0,196
33,T32,,Ryan Palmer,61,23.0,90116.0,109
34,T32,,Brendan Steele,89,23.0,132390.0,160
35,T36,,Anirban Lahiri,72,23.1,111337.0,134
36,T36,,Webb Simpson,102,23.1,113815.0,137
37,38,,Robert Garrigus,78,23.2,111288.0,133
38,T39,,Patrick Cantlay,52,23.3,96288.0,115
39,T39,,Ben Martin,86,23.3,110100.0,131
40,T39,,Michael Thompson,60,23.3,43626.0,52
41,T42,,Bryson DeChambeau,91,23.4,120650.0,143
42,T42,,Charl Schwartzel,63,23.4,95255.0,113
43,T44,,Daniel Berger,91,23.5,127083.0,150
44,T44,,Paul Casey,94,23.5,122895.0,145
45,T44,,Jim Herman,77,23.5,122510.0,145
46,T44,,Sung Kang,104,23.5,158316.0,187
47,T48,,Miguel Angel Carballo,63,23.6,61245.0,72
48,T48,,Martin Flores,88,23.6,103695.0,122
49,T48,,Patton Kizzire,84,23.6,100192.0,118
50,T48,,Scott Piercy,70,23.6,78019.0,92
51,T48,,Jimmy Walker,68,23.6,84980.0,100
52,T48,,Boo Weekley,75,23.6,101173.0,119
53,T54,,Derek Fathauer,81,23.7,84494.0,99
54,T54,,Cameron Smith,86,23.7,124409.0,146
55,T54,,Nick Watney,75,23.7,90473.0,106
56,T57,,Mackenzie Hughes,106,23.8,169020.0,197
57,T57,,Sean O'Hair,84,23.8,123442.0,144
58,T59,,Stewart Cink,93,23.9,122114.0,142
59,T59,,Patrick Rodgers,76,23.9,105706.0,123
60,T59,,Hudson Swafford,94,23.9,132696.0,154
61,62,,Daniel Summerhays,100,24.0,133679.0,155
62,T63,,Keegan Bradley,104,24.1,169811.0,196
63,T63,,Cody Gribble,79,24.1,125102.0,144
64,T65,,Jonas Blixt,74,24.2,92312.0,106
65,T65,,Scott Brown,95,24.2,124794.0,143
66,T65,,Tony Finau,106,24.2,228455.0,262
67,T65,,Andres Gonzales,73,24.2,103662.0,119
68,T65,,Justin Thomas,86,24.2,136580.0,157
69,T70,,Jason Day,71,24.3,115660.0,132
70,T70,,Jason Dufner,89,24.3,111036.0,127
71,T70,,Dustin Johnson,77,24.3,128471.0,147
72,T70,,Matt Jones,64,24.3,89279.0,102
73,T70,,Jamie Lovemark,98,24.3,169072.0,193
74,T75,,Zac Blair,105,24.4,88539.0,101
75,T75,,Wesley Bryan,95,24.4,91421.0,104
76,T75,,Russell Henley,99,24.4,138533.0,158
77,T75,,Chris Kirk,89,24.4,97500.0,111
78,T75,,Graeme McDowell,56,24.4,57123.0,65
79,T80,,Mark Anderson,54,24.5,54595.0,62
80,T80,,Matt Every,76,24.5,100709.0,114
81,T80,,Bill Haas,92,24.5,103290.0,117
82,T83,,Ryan Brehm,83,24.6,124785.0,141
