,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
114,T114,,Chris Kirk,89,46.0,29,63,-4.00
115,116,,Michael Thompson,60,45.8,22,48,-7.00
116,T117,,Mark Anderson,54,45.7,16,35,-1.00
117,T117,,Hudson Swafford,94,45.7,21,46,-6.00
118,T119,,Lucas Glover,93,45.5,35,77,-8.00
119,T119,,John Huh,92,45.5,25,55,-3.00
120,T119,,Johnson Wagner,71,45.5,20,44,-2.00
121,T122,,Steven Bowditch,59,45.2,14,31,-4.00
122,T122,,Andrew Loupe,55,45.2,14,31,-2.00
123,124,,Patton Kizzire,84,45.0,27,60,-6.00
124,125,,C.T. Pan,88,44.9,22,49,-2.00
125,126,,Rod Pampling,71,44.8,30,67,-2.00
126,T127,,Kevin Na,86,44.7,21,47,-2.00
127,T127,,D.A. Points,68,44.7,21,47,-5.00
128,T127,,Kyle Stanley,104,44.7,34,76,-11.00
129,130,,Marc Leishman,94,44.6,29,65,-5.00
130,T131,,Ryan Armour,63,44.4,8,18,-1.00
131,T131,,Carl Pettersson,63,44.4,24,54,-5.00
132,133,,Kyle Reifers,96,44.3,35,79,-4.00
133,134,,Shane Lowry,52,44.1,15,34,-6.00
134,T135,,Hideki Matsuyama,83,43.8,21,48,-8.00
135,T135,,Nick Taylor,97,43.8,35,80,-5.00
136,137,,Patrick Cantlay,52,43.6,17,39,-8.00
137,138,,Scott Stallings,81,43.4,33,76,-4.00
138,139,,Ken Duke,77,43.3,26,60,-4.00
139,T140,,Roberto Castro,70,42.9,15,35,-4.00
140,T140,,Julián Etulain,68,42.9,15,35,-7.00
141,T140,,Branden Grace,70,42.9,9,21,-3.00
142,T140,,Boo Weekley,75,42.9,18,42,-1.00
143,144,,Jhonattan Vegas,95,42.6,26,61,-2.00
144,145,,Alex Cejka,85,42.5,17,40,-3.00
145,146,,Mackenzie Hughes,106,42.4,39,92,-6.00
146,147,,Camilo Villegas,76,42.3,22,52,-4.00
147,T148,,Jonathan Randolph,68,42.1,16,38,E
148,T148,,Patrick Rodgers,76,42.1,24,57,-7.00
149,T148,,Bubba Watson,71,42.1,16,38,-8.00
150,T151,,Brad Fritsch,56,41.9,18,43,-5.00
151,T151,,Peter Malnati,91,41.9,26,62,-1.00
152,153,,Kevin Kisner,105,41.8,23,55,-5.00
153,154,,Jamie Lovemark,98,41.7,25,60,-6.00
154,155,,Ricky Barnes,100,41.5,34,82,-11.00
155,156,,Pat Perez,93,41.3,26,63,-3.00
156,T157,,Kevin Chappell,95,41.2,21,51,-3.00
157,T157,,Bryson DeChambeau,91,41.2,21,51,-4.00
158,T157,,Ernie Els,52,41.2,14,34,E
159,160,,Steven Alker,69,41.0,16,39,E
160,T161,,Jim Furyk,54,40.9,9,22,-1.00
161,T161,,Grayson Murray,94,40.9,36,88,-10.00
162,163,,Spencer Levin,89,40.7,22,54,E
163,T164,,Daniel Berger,91,40.0,24,60,-8.00
164,T164,,Robert Garrigus,78,40.0,16,40,-3.00
165,T164,,Tim Wilkinson,64,40.0,10,25,-1.00
166,167,,Zach Johnson,81,39.7,25,63,-10.00
167,168,,Graham DeLaet,82,39.3,22,56,E
168,169,,Jason Bohn,75,39.2,20,51,-8.00
169,170,,Justin Thomas,86,39.0,16,41,-6.00
170,171,,Søren Kjeldsen,58,38.5,10,26,-1.00
171,172,,Brian Stuard,93,37.8,17,45,-2.00
172,173,,Miguel Angel Carballo,63,37.5,12,32,-3.00
173,T174,,Jason Dufner,89,37.2,16,43,-1.00
174,T174,,Ryo Ishikawa,56,37.2,16,43,-2.00
175,176,,Tom Hoge,54,37.1,13,35,-5.00
176,177,,Chad Campbell,97,37.0,20,54,-2.00
177,178,,Jimmy Walker,68,36.8,14,38,+2.00
178,179,,Rory Sabbatini,71,36.4,16,44,-3.00
179,180,,Trey Mullinax,88,36.2,17,47,-6.00
180,181,,Kelly Kraft,75,36.1,22,61,-8.00
181,182,,Tag Ridings,67,35.9,14,39,-7.00
182,183,,Phil Mickelson,85,33.3,22,66,-4.00
183,184,,J.B. Holmes,83,31.3,15,48,-2.00
184,185,,Steve Wheatcroft,51,30.8,12,39,-2.00
185,T186,,Dominic Bozzelli,69,29.8,14,47,-2.00
186,T186,,Brett Stegmaier,78,29.8,17,57,-4.00
187,188,,Nicholas Lindheim,58,29.3,12,41,-1.00
188,189,,Rafa Cabrera Bello,63,25.7,9,35,+1.00
189,190,,Graeme McDowell,56,24.1,7,29,-1.00
