,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,,Shawn Stefani,72,68.8,33,48,-3.00
1,2,,Richy Werenski,81,67.5,27,40,-3.00
2,3,,Adam Scott,58,64.9,24,37,-4.00
3,4,,Stewart Cink,93,64.7,55,85,-15.00
4,5,,Harris English,84,63.6,35,55,-6.00
5,6,,Martin Flores,88,63.3,38,60,-2.00
6,7,,Bill Haas,92,63.1,41,65,-10.00
7,8,,Cameron Percy,71,59.2,29,49,-3.00
8,9,,Chez Reavie,98,59.0,36,61,-5.00
9,10,,Cameron Tringale,89,58.5,31,53,+2.00
10,T11,,Matt Every,76,58.0,40,69,-12.00
11,T11,,Brandon Hagy,85,58.0,29,50,-1.00
12,13,,David Hearn,93,57.6,34,59,-3.00
13,T14,,Blayne Barber,77,57.4,31,54,+1.00
14,T14,,Sung Kang,104,57.4,39,68,-10.00
15,16,,Bud Cauley,92,57.3,43,75,-11.00
16,17,,Francesco Molinari,75,57.1,28,49,-6.00
17,18,,Brian Gay,82,56.9,33,58,-7.00
18,19,,Gonzalo Fernandez-Castaño,63,56.8,21,37,-4.00
19,T20,,Mark Hubbard,81,56.6,30,53,-5.00
20,T20,,Sam Saunders,76,56.6,30,53,-6.00
21,22,,Sergio Garcia,65,56.3,18,32,-4.00
22,23,,Fabián Gómez,61,56.0,28,50,-5.00
23,24,,Justin Rose,66,55.8,24,43,-3.00
24,25,,Chad Collins,66,55.3,21,38,-5.00
25,T26,,Seamus Power,86,54.8,34,62,-9.00
26,T26,,Chris Stroud,67,54.8,17,31,-6.00
27,T28,,Matt Jones,64,54.7,29,53,-3.00
28,T28,,Ollie Schniederjans,92,54.7,41,75,-5.00
29,T30,,Sean O'Hair,84,54.5,42,77,-9.00
30,T30,,Louis Oosthuizen,69,54.5,24,44,-3.00
31,32,,Adam Hadwin,98,54.4,37,68,-2.00
32,33,,Aaron Baddeley,61,54.3,25,46,-6.00
33,T34,,Bryce Molder,74,54.2,32,59,-9.00
34,T34,,Nick Watney,75,54.2,39,72,-4.00
35,36,,Charley Hoffman,112,54.1,46,85,-5.00
36,T37,,Cameron Smith,86,53.5,38,71,-7.00
37,T37,,Gary Woodland,94,53.5,23,43,-2.00
38,39,,Webb Simpson,102,53.4,39,73,-4.00
39,T40,,Jonas Blixt,74,53.2,25,47,-4.00
40,T40,,Paul Casey,94,53.2,33,62,-9.00
41,T40,,Russell Henley,99,53.2,33,62,-8.00
42,43,,Scott Brown,95,53.0,35,66,-6.00
43,44,,Russell Knox,75,52.8,19,36,-4.00
44,45,,J.J. Spaun,92,52.7,29,55,-6.00
45,46,,Morgan Hoffmann,92,52.6,41,78,-4.00
46,47,,Vaughn Taylor,90,52.4,33,63,-2.00
47,48,,Charl Schwartzel,63,52.3,23,44,-2.00
48,49,,Hunter Mahan,73,52.1,25,48,-3.00
49,50,,Andres Gonzales,73,51.9,27,52,-2.00
50,T51,,Keegan Bradley,104,51.8,29,56,-4.00
51,T51,,Geoff Ogilvy,80,51.8,29,56,-6.00
52,T53,,Michael Kim,94,51.7,46,89,-11.00
53,T53,,Martin Laird,83,51.7,30,58,-6.00
54,T53,,Patrick Reed,107,51.7,45,87,-14.00
55,T56,,Greg Chalmers,75,51.6,32,62,-12.00
56,T56,,Jordan Spieth,85,51.6,33,64,-9.00
57,58,,William McGirt,89,51.5,34,66,-6.00
58,T59,,Retief Goosen,52,51.4,19,37,-7.00
59,T59,,Luke List,102,51.4,37,72,-3.00
60,T59,,Kevin Tway,96,51.4,36,70,-6.00
61,62,,J.T. Poston,95,51.3,39,76,-6.00
62,T63,,Brett Drewitt,57,51.2,21,41,-5.00
63,T63,,Charles Howell III,86,51.2,43,84,-7.00
64,65,,Dustin Johnson,77,51.1,24,47,-2.00
65,66,,Luke Donald,50,51.0,26,51,-4.00
66,67,,Whee Kim,74,50.9,28,55,-1.00
67,68,,Jon Rahm,90,50.8,32,63,-9.00
68,69,,Tony Finau,106,50.6,45,89,-12.00
69,T70,,Byeong Hun An,77,50.0,29,58,-8.00
70,T70,,Wesley Bryan,95,50.0,28,56,-10.00
71,T70,,Rick Lamb,54,50.0,12,24,E
72,T70,,Brandt Snedeker,53,50.0,19,38,-7.00
73,T70,,Harold Varner III,101,50.0,43,86,-6.00
74,T75,,Ryan Blaum,100,49.3,34,69,-3.00
75,T75,,Ben Martin,86,49.3,34,69,-7.00
76,T75,,Daniel Summerhays,100,49.3,36,73,-10.00
77,78,,Si Woo Kim,80,49.2,31,63,-8.00
78,T79,,Ryan Brehm,83,49.0,24,49,-6.00
79,T79,,Billy Hurley III,80,49.0,25,51,-8.00
80,T79,,Xander Schauffele,96,49.0,24,49,-4.00
81,82,,Brendan Steele,89,48.8,21,43,-4.00
82,T83,,Brian Campbell,55,48.7,19,39,-1.00
83,T83,,Jason Day,71,48.7,19,39,-4.00
84,T85,,Derek Fathauer,81,48.6,34,70,-14.00
85,T85,,Jason Kokrak,95,48.6,36,74,E
86,T87,,Zac Blair,105,48.5,33,68,-4.00
87,T87,,Danny Lee,93,48.5,32,66,-7.00
88,T87,,Rory McIlroy,51,48.5,16,33,-6.00
89,T90,,Cody Gribble,79,48.4,30,62,-1.00
90,T90,,Matt Kuchar,95,48.4,31,64,-7.00
91,T92,,Ben Crane,86,48.1,25,52,-3.00
92,T92,,Anirban Lahiri,72,48.1,26,54,-1.00
93,94,,Jim Herman,77,48.0,24,50,-4.00
94,T95,,Rickie Fowler,78,47.9,23,48,-3.00
95,T95,,Brian Harman,104,47.9,46,96,-18.00
96,T95,,Kevin Streelman,90,47.9,34,71,-7.00
97,98,,Billy Horschel,88,47.8,33,69,-4.00
98,99,,David Lingmerth,79,47.6,30,63,-9.00
99,T100,,James Hahn,96,47.4,37,78,-8.00
100,T100,,Ryan Palmer,61,47.4,18,38,-6.00
101,T100,,Robert Streb,98,47.4,46,97,-13.00
102,103,,Troy Merritt,82,47.3,26,55,-5.00
103,T104,,Smylie Kaufman,76,47.2,25,53,-5.00
104,T104,,Scott Piercy,70,47.2,17,36,-4.00
105,T104,,Tyrone Van Aswegen,105,47.2,34,72,-1.00
106,T107,,Brooks Koepka,88,47.1,24,51,-7.00
107,T107,,Ian Poulter,72,47.1,24,51,-7.00
108,109,,Sebastián Muñoz,51,46.9,15,32,-3.00
109,110,,J.J. Henry,92,46.8,29,62,-7.00
110,111,,Seung-Yul Noh,91,46.5,33,71,-6.00
111,112,,Emiliano Grillo,90,46.4,26,56,-4.00
112,113,,Ryan Moore,82,46.2,24,52,-6.00
113,T114,,K.J. Choi,72,46.0,23,50,-9.00
