,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
142,143,,Jimmy Walker,68,85.59,101,118,-0.66
143,T144,,Stewart Cink,93,85.55,148,173,-0.63
144,T144,,Trey Mullinax,88,85.55,148,173,-0.64
145,146,,Patrick Reed,107,85.54,207,242,-0.56
146,147,,Daniel Berger,91,85.47,147,172,-0.69
147,148,,Smylie Kaufman,76,85.29,145,170,-0.59
148,149,,Ryan Armour,63,85.25,52,61,-0.65
149,150,,Kevin Tway,96,85.2,190,223,-0.61
150,151,,Ernie Els,52,85.19,46,54,-0.78
151,T152,,Emiliano Grillo,90,85.0,119,140,-0.55
152,T152,,Tyrone Van Aswegen,105,85.0,119,140,-0.68
153,154,,Brett Stegmaier,78,84.87,101,119,-0.68
154,155,,James Hahn,96,84.86,157,185,-0.71
155,156,,Scott Stallings,81,84.85,112,132,-0.59
156,157,,Tag Ridings,67,84.75,100,118,-0.59
157,T158,,Brett Drewitt,57,84.72,61,72,-0.51
158,T158,,Francesco Molinari,75,84.72,122,144,-0.61
159,160,,Adam Scott,58,84.62,88,104,-0.56
160,161,,Greg Chalmers,75,84.44,114,135,-0.53
161,162,,Patrick Rodgers,76,84.42,130,154,-0.53
162,163,,Gonzalo Fernandez-Castaño,63,84.16,85,101,-0.61
163,T164,,Cody Gribble,79,84.15,138,164,-0.65
164,T164,,Phil Mickelson,85,84.15,154,183,-0.69
165,T166,,Jason Bohn,75,84.0,84,100,-0.57
166,T166,,Wesley Bryan,95,84.0,105,125,-0.69
167,168,,Camilo Villegas,76,83.96,89,106,-0.62
168,169,,Michael Thompson,60,83.87,52,62,-0.63
169,170,,Nick Taylor,97,83.74,170,203,-0.59
170,171,,Ben Crane,86,83.69,118,141,-0.48
171,172,,Paul Casey,94,83.54,137,164,-0.64
172,173,,Carl Pettersson,63,83.53,71,85,-0.65
173,174,,Ryo Ishikawa,56,83.51,81,97,-0.62
174,175,,Billy Hurley III,80,82.93,102,123,-0.62
175,176,,Graham DeLaet,82,82.91,131,158,-0.69
176,177,,Byeong Hun An,77,82.89,126,152,-0.56
177,178,,Rafa Cabrera Bello,63,82.83,82,99,-0.54
178,179,,Whee Kim,74,82.52,85,103,-0.71
179,180,,Cameron Percy,71,82.31,107,130,-0.57
180,181,,Sergio Garcia,65,82.2,97,118,-0.58
181,182,,Graeme McDowell,56,82.14,69,84,-0.54
182,183,,Brad Fritsch,56,82.05,64,78,-0.64
183,184,,Blayne Barber,77,81.82,99,121,-0.64
184,185,,Ryan Brehm,83,81.71,143,175,-0.66
185,186,,Si Woo Kim,80,81.33,122,150,-0.57
186,187,,Andrew Loupe,55,80.7,92,114,-0.7
187,188,,Ryan Blaum,100,80.0,116,145,-0.63
188,189,,Roberto Castro,70,79.55,70,88,-0.54
189,190,,Jonathan Randolph,68,78.9,86,109,-0.62
