,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,,Francesco Molinari,75,-0.28300000000000003
1,2,,Jon Rahm,90,-0.271
2,3,,Matt Kuchar,95,-0.263
3,4,,Cameron Smith,86,-0.257
4,5,,Xander Schauffele,96,-0.256
5,6,,Dustin Johnson,77,-0.249
6,T7,,Phil Mickelson,85,-0.247
7,T7,,Justin Thomas,86,-0.247
8,9,,Adam Hadwin,98,-0.244
9,10,,Daniel Berger,91,-0.243
10,11,,Jason Day,71,-0.242
11,12,,Louis Oosthuizen,69,-0.23800000000000002
12,13,,Tim Wilkinson,64,-0.228
13,14,,Bubba Watson,71,-0.22699999999999998
14,15,,Graeme McDowell,56,-0.225
15,T16,,Tom Hoge,54,-0.21899999999999997
16,T16,,Sung Kang,104,-0.21899999999999997
17,18,,Kevin Kisner,105,-0.217
18,19,,Branden Grace,70,-0.21600000000000003
19,T20,,Wesley Bryan,95,-0.215
20,T20,,Ryan Moore,82,-0.215
21,22,,Sergio Garcia,65,-0.21100000000000002
22,23,,Kelly Kraft,75,-0.209
23,24,,Marc Leishman,94,-0.20800000000000002
24,25,,Russell Henley,99,-0.207
25,26,,Bud Cauley,92,-0.20600000000000002
26,27,,Vaughn Taylor,90,-0.205
27,28,,Stewart Cink,93,-0.204
28,29,,Ryan Blaum,100,-0.20199999999999999
29,30,,Derek Fathauer,81,-0.201
30,T31,,Patrick Reed,107,-0.2
31,T31,,Sam Saunders,76,-0.2
32,33,,Harold Varner III,101,-0.19899999999999998
33,34,,Jason Dufner,89,-0.198
34,35,,Brett Drewitt,57,-0.19699999999999998
35,36,,Ben Crane,86,-0.196
36,T37,,J.B. Holmes,83,-0.193
37,T37,,Jamie Lovemark,98,-0.193
38,T37,,Jordan Spieth,85,-0.193
39,40,,Keegan Bradley,104,-0.191
40,41,,Ken Duke,77,-0.19
41,T42,,Rickie Fowler,78,-0.188
42,T42,,Gary Woodland,94,-0.188
43,44,,Gonzalo Fernandez-Castaño,63,-0.187
44,45,,J.T. Poston,95,-0.184
45,46,,Seamus Power,86,-0.183
46,47,,Lucas Glover,93,-0.182
47,48,,Troy Merritt,82,-0.179
48,49,,Brandt Snedeker,53,-0.17800000000000002
49,T50,,Chris Kirk,89,-0.177
50,T50,,Brooks Koepka,88,-0.177
51,T50,,Scott Piercy,70,-0.177
52,T50,,Chez Reavie,98,-0.177
53,T54,,Fabián Gómez,61,-0.17600000000000002
54,T54,,David Lingmerth,79,-0.17600000000000002
55,T54,,Scott Stallings,81,-0.17600000000000002
56,T54,,Kyle Stanley,104,-0.17600000000000002
57,T54,,Chris Stroud,67,-0.17600000000000002
58,59,,Bryson DeChambeau,91,-0.174
59,60,,Michael Kim,94,-0.17300000000000001
60,61,,Pat Perez,93,-0.172
61,T62,,Ryan Armour,63,-0.171
62,T62,,Brian Campbell,55,-0.171
63,T62,,Brendan Steele,89,-0.171
64,65,,Roberto Castro,70,-0.17
65,T66,,Patrick Cantlay,52,-0.168
66,T66,,Steve Wheatcroft,51,-0.168
67,T68,,Robert Garrigus,78,-0.166
68,T68,,Spencer Levin,89,-0.166
69,T70,,Smylie Kaufman,76,-0.165
70,T70,,Ben Martin,86,-0.165
71,72,,Grayson Murray,94,-0.16399999999999998
72,73,,Chad Campbell,97,-0.161
73,74,,Sebastián Muñoz,51,-0.16
74,75,,Mackenzie Hughes,106,-0.159
75,76,,Kevin Chappell,95,-0.158
76,T77,,Rory McIlroy,51,-0.157
77,T77,,Jhonattan Vegas,95,-0.157
78,79,,Mark Anderson,54,-0.155
79,80,,Morgan Hoffmann,92,-0.154
80,T81,,Ricky Barnes,100,-0.152
81,T81,,Webb Simpson,102,-0.152
82,83,,Dominic Bozzelli,69,-0.151
83,84,,Camilo Villegas,76,-0.15
84,T85,,Blayne Barber,77,-0.149
85,T85,,Charl Schwartzel,63,-0.149
86,87,,Billy Hurley III,80,-0.14800000000000002
87,88,,Kevin Na,86,-0.147
88,T89,,Charles Howell III,86,-0.146
89,T89,,Whee Kim,74,-0.146
90,91,,Johnson Wagner,71,-0.145
91,T92,,Jim Furyk,54,-0.14400000000000002
92,T92,,Brandon Hagy,85,-0.14400000000000002
93,T92,,James Hahn,96,-0.14400000000000002
94,95,,Sean O'Hair,84,-0.14300000000000002
95,96,,Zach Johnson,81,-0.142
96,T97,,Shawn Stefani,72,-0.141
