,GIR_Percentage_-_75-100_yards_RANK THIS WEEK,GIR_Percentage_-_75-100_yards_RANK LAST WEEK,GIR_Percentage_-_75-100_yards_PLAYER NAME,GIR_Percentage_-_75-100_yards_ROUNDS,GIR_Percentage_-_75-100_yards_%,GIR_Percentage_-_75-100_yards_GREENS HIT,GIR_Percentage_-_75-100_yards_TOTAL HOLES,GIR_Percentage_-_75-100_yards_RELATIVE TO PAR
0,1,,Ben Martin,86,92.86,52,56,-0.15
1,2,,Ryan Brehm,83,92.42,61,66,-0.28
2,3,,Roberto Castro,70,92.19,59,64,-0.41
3,4,,Adam Scott,58,91.67,33,36,-0.21
4,5,,Patton Kizzire,84,90.67,68,75,-0.35
5,6,,Troy Merritt,82,89.55,60,67,-0.38
6,7,,Patrick Cantlay,52,89.19,33,37,-0.33
7,T8,,Ryan Armour,63,88.64,39,44,-0.38
8,T8,,Luke Donald,50,88.64,39,44,-0.31
9,10,,Scott Stallings,81,87.95,73,83,-0.33
10,T11,,Graham DeLaet,82,87.72,50,57,-0.3
11,T11,,Jhonattan Vegas,95,87.72,50,57,-0.34
12,13,,Brian Gay,82,87.5,77,88,-0.39
13,14,,Ryan Blaum,100,87.21,75,86,-0.28
14,15,,Miguel Angel Carballo,63,86.79,46,53,-0.17
15,16,,Wesley Bryan,95,86.67,52,60,-0.42
16,17,,Jordan Spieth,85,86.57,58,67,-0.33
17,18,,David Lingmerth,79,86.49,64,74,-0.41
18,19,,Kevin Na,86,86.44,51,59,-0.29
19,20,,Ben Crane,86,86.21,50,58,-0.2
20,21,,Jimmy Walker,68,85.96,49,57,-0.24
21,22,,Martin Flores,88,85.9,67,78,-0.27
22,T23,,Daniel Berger,91,85.71,48,56,-0.35
23,T23,,Andres Gonzales,73,85.71,48,56,-0.25
24,T23,,Tim Wilkinson,64,85.71,42,49,-0.38
25,26,,Gary Woodland,94,85.37,35,41,-0.34
26,27,,Adam Hadwin,98,85.29,58,68,-0.47
27,T28,,Rick Lamb,54,85.11,40,47,-0.33
28,T28,,Cameron Percy,71,85.11,40,47,-0.13
29,30,,Lucas Glover,93,84.88,73,86,-0.25
30,T31,,Jim Furyk,54,84.62,33,39,-0.24
31,T31,,J.J. Henry,92,84.62,55,65,-0.29
32,T31,,Webb Simpson,102,84.62,55,65,-0.33
33,34,,D.A. Points,68,84.48,49,58,-0.29
34,35,,Hideki Matsuyama,83,84.44,38,45,-0.29
35,36,,Jon Rahm,90,84.15,69,82,-0.35
36,T37,,Ricky Barnes,100,84.13,53,63,-0.38
37,T37,,Jason Bohn,75,84.13,53,63,-0.19
38,T37,,Alex Cejka,85,84.13,53,63,-0.26
39,T40,,Rickie Fowler,78,84.09,37,44,-0.41
