,Approaches_from_50-75_yards_Rgh_RANK THIS WEEK,Approaches_from_50-75_yards_Rgh_RANK LAST WEEK,Approaches_from_50-75_yards_Rgh_PLAYER NAME,Approaches_from_50-75_yards_Rgh_ROUNDS,Approaches_from_50-75_yards_Rgh_AVG,Approaches_from_50-75_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-75_yards_Rgh_RELATIVE TO PAR
0,1,,Søren Kjeldsen,58,"7' 3""",14.5,2,+1
1,2,,Jim Furyk,54,"9' 9""",19.5,2,E
2,3,,Aaron Baddeley,61,"10' 9""",85.75,8,-1
3,4,,Chris Stroud,67,"11' 6""",34.417,3,-1
4,5,,Whee Kim,74,"11' 7""",115.833,10,-1
5,6,,Vaughn Taylor,90,"12' 4""",37.0,3,E
6,7,,Zac Blair,105,"12' 5""",99.0,8,+2
7,8,,Steve Wheatcroft,51,"13' 3""",52.833,4,+1
8,9,,J.J. Spaun,92,"14' 7""",131.0,9,+1
9,T10,,Cameron Percy,71,"14' 9""",117.917,8,+1
10,T10,,Seamus Power,86,"14' 9""",177.083,12,+2
11,T12,,Greg Chalmers,75,"15' 3""",243.5,16,-2
12,T12,,Hunter Mahan,73,"15' 3""",91.667,6,+2
13,14,,Nick Watney,75,"15' 8""",125.417,8,+3
14,T15,,Andres Gonzales,73,"15' 9""",157.083,10,+1
15,T15,,Brian Harman,104,"15' 9""",157.417,10,+2
16,T15,,John Huh,92,"15' 9""",110.417,7,-2
17,18,,Fabián Gómez,61,"16' 5""",148.0,9,-2
18,19,,Cameron Smith,86,"16' 7""",132.667,8,E
19,20,,Jamie Lovemark,98,"17' 1""",222.333,13,E
20,21,,James Hahn,96,"17' 2""",223.167,13,+1
21,22,,William McGirt,89,"17' 6""",140.083,8,+1
22,23,,Morgan Hoffmann,92,"17' 8""",300.41700000000003,17,+1
23,24,,Matt Kuchar,95,"17' 11""",196.833,11,+2
24,T25,,Seung-Yul Noh,91,"18' 0""",270.16700000000003,15,+4
25,T25,,Ollie Schniederjans,92,"18' 0""",323.41700000000003,18,-3
26,27,,Charles Howell III,86,"18' 4""",201.5,11,-1
