,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
33,T34,,Gonzalo Fernandez-Castaño,63,"15' 8""",580.0830000000001,37,-0.19
34,T34,,Zach Johnson,81,"15' 8""",1382.0829999999999,88,-0.14
35,T36,,Sergio Garcia,65,"15' 10""",726.4169999999999,46,-0.26
36,T36,,Morgan Hoffmann,92,"15' 10""",1630.3329999999999,103,-0.14
37,38,,Andres Gonzales,73,"15' 11""",1019.0,64,+0.03
38,39,,D.A. Points,68,"16' 1""",931.0,58,E
39,T40,,Brooks Koepka,88,"16' 2""",1036.5,64,-0.09
40,T40,,Jonathan Randolph,68,"16' 2""",793.25,49,-0.14
41,T40,,Charl Schwartzel,63,"16' 2""",696.3330000000001,43,-0.02
42,T40,,Richy Werenski,81,"16' 2""",838.5,52,-0.17
43,T44,,Dominic Bozzelli,69,"16' 3""",975.1669999999999,60,-0.13
44,T44,,Miguel Angel Carballo,63,"16' 3""",861.4169999999999,53,-0.09
45,T44,,Russell Knox,75,"16' 3""",860.0830000000001,53,-0.11
46,T44,,Hideki Matsuyama,83,"16' 3""",908.5830000000001,56,-0.16
47,T44,,Francesco Molinari,75,"16' 3""",1074.0,66,-0.26
48,T49,,Blayne Barber,77,"16' 4""",1712.8329999999999,105,-0.11
49,T49,,Bryson DeChambeau,91,"16' 4""",1111.333,68,-0.22
50,T49,,Tom Hoge,54,"16' 4""",539.75,33,-0.18
51,T49,,Sam Saunders,76,"16' 4""",947.5830000000001,58,-0.31
52,T49,,Kyle Stanley,104,"16' 4""",1292.917,79,-0.16
53,T49,,Johnson Wagner,71,"16' 4""",833.8330000000001,51,-0.06
54,T55,,Seamus Power,86,"16' 6""",923.25,56,-0.20
55,T55,,Xander Schauffele,96,"16' 6""",1040.25,63,-0.27
56,57,,Cameron Smith,86,"16' 7""",1325.9170000000001,80,-0.26
57,T58,,Billy Hurley III,80,"16' 8""",1679.6670000000001,101,-0.06
58,T58,,Tim Wilkinson,64,"16' 8""",933.4169999999999,56,-0.23
59,T60,,Emiliano Grillo,90,"16' 9""",1238.333,74,-0.03
60,T60,,Troy Merritt,82,"16' 9""",1305.167,78,-0.17
61,T62,,Kevin Kisner,105,"16' 10""",1366.4170000000001,81,-0.22
62,T62,,Søren Kjeldsen,58,"16' 10""",607.3330000000001,36,-0.06
63,T62,,Brendan Steele,89,"16' 10""",1432.0,85,-0.07
64,T62,,Tyrone Van Aswegen,105,"16' 10""",1702.6670000000001,101,-0.02
65,T62,,Jimmy Walker,68,"16' 10""",976.0,58,-0.10
66,T67,,Rickie Fowler,78,"16' 11""",980.5,58,-0.24
67,T67,,Peter Malnati,91,"16' 11""",1727.25,102,-0.07
68,T67,,Camilo Villegas,76,"16' 11""",999.3330000000001,59,-0.17
69,T70,,Ryan Brehm,83,"17' 0""",1141.75,67,-0.16
70,T70,,Charles Howell III,86,"17' 0""",1516.6670000000001,89,-0.10
71,T70,,Matt Kuchar,95,"17' 0""",1544.5829999999999,91,-0.26
72,T70,,Danny Lee,93,"17' 0""",1306.833,77,-0.04
73,T70,,Ollie Schniederjans,92,"17' 0""",1731.8329999999999,102,-0.09
74,T75,,Jason Dufner,89,"17' 1""",1384.4170000000001,81,-0.16
75,T75,,Michael Kim,94,"17' 1""",1332.9170000000001,78,-0.10
76,T75,,Patrick Reed,107,"17' 1""",1693.8329999999999,99,-0.23
77,T75,,Scott Stallings,81,"17' 1""",1452.1670000000001,85,-0.16
78,T79,,Aaron Baddeley,61,"17' 2""",910.5830000000001,53,-0.02
79,T79,,Brad Fritsch,56,"17' 2""",600.1669999999999,35,-0.14
80,T79,,Bill Haas,92,"17' 2""",1097.583,64,-0.09
81,T79,,Graeme McDowell,56,"17' 2""",963.4169999999999,56,-0.13
82,T83,,Luke Donald,50,"17' 3""",933.0830000000001,54,-0.07
83,T83,,J.T. Poston,95,"17' 3""",1153.75,67,-0.12
84,T83,,Michael Thompson,60,"17' 3""",690.6669999999999,40,+0.05
85,T86,,Brian Harman,104,"17' 4""",1712.3329999999999,99,-0.11
86,T86,,Spencer Levin,89,"17' 4""",1057.75,61,-0.21
87,T86,,Carl Pettersson,63,"17' 4""",799.0,46,E
88,T86,,Rory Sabbatini,71,"17' 4""",1107.167,64,-0.13
89,T86,,Brandt Snedeker,53,"17' 4""",623.5830000000001,36,-0.06
90,T91,,James Hahn,96,"17' 5""",1251.583,72,-0.10
91,T91,,Matt Jones,64,"17' 5""",903.5,52,-0.08
92,T91,,Jon Rahm,90,"17' 5""",1339.75,77,-0.22
93,T94,,Ricky Barnes,100,"17' 6""",1455.1670000000001,83,-0.10
94,T94,,Ryan Blaum,100,"17' 6""",1401.9170000000001,80,-0.13
95,T94,,Martin Laird,83,"17' 6""",1488.8329999999999,85,-0.05
96,T97,,Ryan Palmer,61,"17' 7""",828.3330000000001,47,-0.09
97,T97,,Rod Pampling,71,"17' 7""",1248.75,71,-0.06
98,T97,,Jhonattan Vegas,95,"17' 7""",1037.083,59,-0.25
99,T97,,Nick Watney,75,"17' 7""",1389.5,79,-0.11
100,T101,,Paul Casey,94,"17' 8""",1094.667,62,-0.08
101,T101,,Sebastián Muñoz,51,"17' 8""",776.4169999999999,44,-0.18
102,T103,,Branden Grace,70,"17' 9""",1102.5,62,-0.26
103,T103,,Sung Kang,104,"17' 9""",1275.917,72,-0.28
104,T103,,Nicholas Lindheim,58,"17' 9""",816.8330000000001,46,-0.02
105,T106,,Robert Garrigus,78,"17' 10""",963.3330000000001,54,-0.22
106,T106,,Rick Lamb,54,"17' 10""",695.9169999999999,39,-0.08
107,T106,,Adam Scott,58,"17' 10""",873.6669999999999,49,-0.04
108,T109,,Ryan Armour,63,"17' 11""",913.6669999999999,51,-0.24
109,T109,,Greg Chalmers,75,"17' 11""",1521.1670000000001,85,-0.07
110,T109,,Martin Flores,88,"17' 11""",1469.3329999999999,82,-0.02
111,T109,,J.J. Henry,92,"17' 11""",1451.0829999999999,81,-0.12
112,T109,,Charley Hoffman,112,"17' 11""",1524.0,85,-0.09
113,T109,,Patton Kizzire,84,"17' 11""",1344.6670000000001,75,-0.16
114,T115,,David Hearn,93,"18' 0""",1062.583,59,-0.07
115,T115,,Hudson Swafford,94,"18' 0""",1582.4170000000001,88,-0.15
116,T115,,Bubba Watson,71,"18' 0""",1258.75,70,-0.23
117,T115,,Gary Woodland,94,"18' 0""",793.25,44,-0.36
118,T119,,Alex Cejka,85,"18' 1""",1285.75,71,-0.10
119,T119,,Ken Duke,77,"18' 1""",1554.0,86,-0.16
120,T119,,Shawn Stefani,72,"18' 1""",1413.3329999999999,78,-0.09
121,T122,,Patrick Cantlay,52,"18' 2""",727.25,40,-0.25
122,T122,,Mark Hubbard,81,"18' 2""",835.0,46,-0.04
123,T122,,David Lingmerth,79,"18' 2""",1414.5829999999999,78,-0.27
124,T122,,Boo Weekley,75,"18' 2""",1254.417,69,-0.07
125,T126,,Chad Collins,66,"18' 3""",1059.25,58,-0.10
126,T126,,Grayson Murray,94,"18' 3""",1607.6670000000001,88,-0.15
127,T128,,Scott Brown,95,"18' 4""",1247.5,68,-0.12
128,T128,,Robert Streb,98,"18' 4""",1540.8329999999999,84,-0.14
129,T130,,Steven Alker,69,"18' 5""",1070.5,58,+0.02
130,T130,,Derek Fathauer,81,"18' 5""",1140.917,62,-0.21
131,T130,,Mackenzie Hughes,106,"18' 5""",1771.6670000000001,96,-0.17
132,T133,,K.J. Choi,72,"18' 6""",1130.75,61,-0.15
133,T133,,Tony Finau,106,"18' 6""",1723.1670000000001,93,-0.13
134,T133,,Chris Kirk,89,"18' 6""",1571.8329999999999,85,-0.08
135,T133,,Luke List,102,"18' 6""",1535.4170000000001,83,-0.16
136,T133,,Seung-Yul Noh,91,"18' 6""",1331.25,72,+0.01
137,T138,,Brandon Hagy,85,"18' 7""",1189.5,64,-0.13
138,T138,,Si Woo Kim,80,"18' 7""",1391.1670000000001,75,-0.08
139,T138,,Sean O'Hair,84,"18' 7""",1414.75,76,-0.12
140,T138,,Nick Taylor,97,"18' 7""",1783.5829999999999,96,-0.08
141,T142,,Byeong Hun An,77,"18' 8""",1026.75,55,+0.02
142,T142,,William McGirt,89,"18' 8""",1421.1670000000001,76,-0.05
143,T142,,Trey Mullinax,88,"18' 8""",1397.0,75,-0.08
144,T142,,Harold Varner III,101,"18' 8""",1794.25,96,-0.21
145,146,,Steven Bowditch,59,"18' 9""",675.75,36,+0.11
146,T147,,Keegan Bradley,104,"18' 10""",1675.6670000000001,89,-0.18
147,T147,,Chad Campbell,97,"18' 10""",1637.9170000000001,87,-0.11
148,T149,,Brett Drewitt,57,"18' 11""",945.8330000000001,50,-0.22
149,T149,,Julián Etulain,68,"18' 11""",795.9169999999999,42,-0.07
150,T149,,John Huh,92,"18' 11""",887.6669999999999,47,+0.04
151,T149,,J.J. Spaun,92,"18' 11""",1418.1670000000001,75,+0.01
152,T149,,Cameron Tringale,89,"18' 11""",1268.667,67,-0.04
153,154,,C.T. Pan,88,"19' 0""",1101.667,58,-0.12
154,T155,,Jason Bohn,75,"19' 1""",1318.0829999999999,69,+0.03
155,T155,,Kevin Chappell,95,"19' 1""",1549.0829999999999,81,-0.16
156,T155,,Russell Henley,99,"19' 1""",1466.5,77,-0.22
157,T155,,Whee Kim,74,"19' 1""",1144.5,60,-0.12
158,T155,,Jason Kokrak,95,"19' 1""",1469.5829999999999,77,-0.08
159,T155,,Marc Leishman,94,"19' 1""",1048.667,55,-0.29
160,161,,Zac Blair,105,"19' 2""",1824.5829999999999,95,-0.11
161,T162,,Ben Crane,86,"19' 4""",1506.5,78,-0.22
162,T162,,Retief Goosen,52,"19' 4""",772.3330000000001,40,-0.03
163,T162,,Ben Martin,86,"19' 4""",1313.1670000000001,68,-0.01
164,165,,Fabián Gómez,61,"19' 5""",817.1669999999999,42,-0.07
165,166,,Billy Horschel,88,"19' 6""",1189.083,61,-0.08
166,167,,Patrick Rodgers,76,"19' 7""",1390.0,71,-0.01
167,168,,Justin Rose,66,"19' 8""",983.5,50,-0.14
168,T169,,Andrew Loupe,55,"19' 9""",888.5,45,+0.18
169,T169,,Jamie Lovemark,98,"19' 9""",1400.8329999999999,71,-0.14
170,T169,,Geoff Ogilvy,80,"19' 9""",1463.0,74,-0.08
171,172,,Kevin Streelman,90,"19' 10""",1808.5,91,E
172,T173,,Tag Ridings,67,"19' 11""",1015.3330000000001,51,-0.04
173,T173,,Kevin Tway,96,"19' 11""",1652.75,83,-0.04
174,175,,Ernie Els,52,"20' 1""",622.5830000000001,31,-0.03
175,176,,Chez Reavie,98,"20' 2""",1654.6670000000001,82,-0.13
176,177,,Jonas Blixt,74,"20' 3""",1196.25,59,-0.03
177,T178,,Cameron Percy,71,"20' 5""",1263.5,62,+0.06
178,T178,,Brett Stegmaier,78,"20' 5""",1834.25,90,+0.01
179,T180,,Hunter Mahan,73,"20' 8""",1052.0,51,E
180,T180,,Ian Poulter,72,"20' 8""",805.75,39,E
181,182,,Brian Campbell,55,"20' 9""",789.3330000000001,38,-0.08
182,183,,Daniel Summerhays,100,"20' 10""",1394.3329999999999,67,+0.01
183,184,,Jim Herman,77,"21' 4""",1556.5829999999999,73,-0.04
184,185,,Harris English,84,"21' 7""",1293.417,60,+0.07
185,T186,,Graham DeLaet,82,"21' 9""",1434.8329999999999,66,-0.05
186,T186,,Shane Lowry,52,"21' 9""",716.6669999999999,33,-0.06
187,188,,Louis Oosthuizen,69,"21' 10""",1069.083,49,-0.29
188,189,,Cody Gribble,79,"23' 1""",1040.583,45,+0.04
189,190,,Anirban Lahiri,72,"23' 2""",1461.5829999999999,63,+0.10
