,Approaches_from_50-125_yards_Rgh_RANK THIS WEEK,Approaches_from_50-125_yards_Rgh_RANK LAST WEEK,Approaches_from_50-125_yards_Rgh_PLAYER NAME,Approaches_from_50-125_yards_Rgh_ROUNDS,Approaches_from_50-125_yards_Rgh_AVG,Approaches_from_50-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-125_yards_Rgh_RELATIVE TO PAR
0,1,,Brandt Snedeker,53,"20' 10""",917.4169999999999,44,+6
1,2,,Luke Donald,50,"21' 10""",501.917,23,+2
2,T3,,Ken Duke,77,"22' 2""",998.5,45,+9
3,T3,,Justin Thomas,86,"22' 2""",1397.9170000000001,63,-11
4,5,,D.A. Points,68,"22' 5""",694.0830000000001,31,+1
5,6,,Scott Piercy,70,"22' 6""",1192.333,53,+3
6,7,,Adam Hadwin,98,"22' 9""",797.25,35,+1
7,8,,Matt Kuchar,95,"22' 11""",1122.417,49,+2
8,T9,,Aaron Baddeley,61,"23' 0""",1012.8330000000001,44,-5
9,T9,,Anirban Lahiri,72,"23' 0""",921.3330000000001,40,+2
10,T11,,K.J. Choi,72,"23' 2""",810.1669999999999,35,+8
11,T11,,Adam Scott,58,"23' 2""",648.5830000000001,28,E
12,13,,Justin Rose,66,"23' 3""",907.0,39,-3
13,14,,Webb Simpson,102,"23' 6""",1313.8329999999999,56,+2
14,15,,David Lingmerth,79,"23' 11""",1386.0829999999999,58,+2
15,16,,Kevin Na,86,"24' 0""",816.6669999999999,34,E
16,17,,Hideki Matsuyama,83,"24' 4""",1093.5,45,+7
17,18,,Sam Saunders,76,"24' 9""",988.6669999999999,40,E
18,T19,,Miguel Angel Carballo,63,"24' 10""",1540.3329999999999,62,+5
19,T19,,Kyle Reifers,96,"24' 10""",1314.6670000000001,53,+9
20,21,,Johnson Wagner,71,"25' 0""",1174.167,47,-6
21,T22,,Cameron Percy,71,"25' 2""",1360.1670000000001,54,+2
22,T22,,Nick Watney,75,"25' 2""",1634.3329999999999,65,+5
23,24,,John Huh,92,"25' 4""",1088.417,43,-3
24,T25,,Billy Hurley III,80,"25' 5""",1576.8329999999999,62,E
25,T25,,Bryce Molder,74,"25' 5""",1345.5,53,+7
