,GIR_Percentage_-_125-150_yards_RANK THIS WEEK,GIR_Percentage_-_125-150_yards_RANK LAST WEEK,GIR_Percentage_-_125-150_yards_PLAYER NAME,GIR_Percentage_-_125-150_yards_ROUNDS,GIR_Percentage_-_125-150_yards_%,GIR_Percentage_-_125-150_yards_GREENS HIT,GIR_Percentage_-_125-150_yards_TOTAL HOLES,GIR_Percentage_-_125-150_yards_RELATIVE TO PAR
0,1,,Graham DeLaet,82,78.15,186,238,-0.19
1,2,,Kyle Stanley,104,78.06,242,310,-0.24
2,3,,Shawn Stefani,72,77.66,153,197,-0.14
3,4,,Bryce Molder,74,77.47,141,182,-0.26
4,5,,William McGirt,89,77.38,171,221,-0.16
5,6,,Francesco Molinari,75,77.33,133,172,-0.22
6,7,,Russell Knox,75,77.27,119,154,-0.27
7,8,,Chad Campbell,97,76.9,213,277,-0.22
8,9,,Johnson Wagner,71,76.47,130,170,-0.24
9,10,,Chez Reavie,98,75.97,177,233,-0.27
10,11,,Justin Rose,66,75.5,114,151,-0.19
11,12,,Jim Furyk,54,75.45,83,110,-0.25
12,13,,Sergio Garcia,65,75.44,86,114,-0.19
13,14,,Webb Simpson,102,75.3,186,247,-0.24
14,15,,Patrick Cantlay,52,75.17,109,145,-0.19
15,T16,,Ryan Armour,63,75.0,114,152,-0.2
16,T16,,Spencer Levin,89,75.0,150,200,-0.12
17,T16,,Shane Lowry,52,75.0,75,100,-0.19
18,19,,Julián Etulain,68,74.68,118,158,-0.26
19,20,,Rory Sabbatini,71,73.91,136,184,-0.29
20,21,,John Huh,92,73.89,167,226,-0.19
21,22,,James Hahn,96,73.66,179,243,-0.18
22,23,,Marc Leishman,94,73.63,148,201,-0.18
23,24,,D.A. Points,68,73.51,111,151,-0.19
24,25,,Rickie Fowler,78,73.42,116,158,-0.28
25,26,,Ben Crane,86,73.37,135,184,-0.26
26,T27,,Kevin Chappell,95,73.33,165,225,-0.21
27,T27,,Jimmy Walker,68,73.33,99,135,-0.21
28,29,,Dustin Johnson,77,73.22,134,183,-0.2
29,30,,Gary Woodland,94,72.92,140,192,-0.21
30,31,,Blayne Barber,77,72.91,148,203,-0.17
31,32,,Zac Blair,105,72.85,161,221,-0.2
32,33,,J.J. Henry,92,72.77,171,235,-0.16
33,34,,Michael Kim,94,72.6,204,281,-0.27
34,35,,Bill Haas,92,72.53,169,233,-0.18
