,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,,Carl Pettersson,63,-.929
1,2,,Luke Donald,50,-.882
2,3,,Tony Finau,106,-.852
3,4,,Rick Lamb,54,-.800
4,5,,Anirban Lahiri,72,-.792
5,6,,Ricky Barnes,100,-.773
6,7,,Webb Simpson,102,-.771
7,8,,Chad Collins,66,-.750
8,9,,Ryan Moore,82,-.741
9,T10,,Peter Malnati,91,-.737
10,T10,,Seamus Power,86,-.737
11,T10,,Ollie Schniederjans,92,-.737
12,13,,Roberto Castro,70,-.733
13,14,,Mark Hubbard,81,-.714
14,15,,J.J. Spaun,92,-.708
15,T16,,Matt Kuchar,95,-.706
16,T16,,Daniel Summerhays,100,-.706
17,T18,,David Hearn,93,-.704
18,T18,,Grayson Murray,94,-.704
19,T20,,Chad Campbell,97,-.700
20,T20,,Hideki Matsuyama,83,-.700
21,22,,Jim Furyk,54,-.692
22,23,,Cameron Smith,86,-.690
23,24,,Marc Leishman,94,-.679
24,T25,,Harris English,84,-.667
25,T25,,Andrew Loupe,55,-.667
26,27,,Rickie Fowler,78,-.647
27,28,,Søren Kjeldsen,58,-.643
28,T29,,Kevin Kisner,105,-.640
29,T29,,Jordan Spieth,85,-.640
30,T31,,Mark Anderson,54,-.636
31,T31,,Zach Johnson,81,-.636
32,T31,,Troy Merritt,82,-.636
33,T31,,Nick Watney,75,-.636
34,T35,,Matt Jones,64,-.632
35,T35,,Jonathan Randolph,68,-.632
36,T37,,Kyle Reifers,96,-.630
37,T37,,Gary Woodland,94,-.630
38,39,,Kelly Kraft,75,-.629
39,T40,,Brett Drewitt,57,-.625
40,T40,,Jimmy Walker,68,-.625
41,42,,C.T. Pan,88,-.619
42,43,,Bud Cauley,92,-.618
43,44,,Nicholas Lindheim,58,-.615
44,T45,,Seung-Yul Noh,91,-.611
45,T45,,Justin Rose,66,-.611
46,T47,,Aaron Baddeley,61,-.600
