,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
44,45,,Rory Sabbatini,71,63.49,487,767,-0.21
45,46,,Vaughn Taylor,90,63.44,708,1116,-0.2
46,47,,Ben Martin,86,63.33,665,1050,-0.18
47,48,,Harold Varner III,101,63.3,783,1237,-0.16
48,49,,Michael Kim,94,63.28,791,1250,-0.19
49,50,,Richy Werenski,81,63.27,584,923,-0.17
50,T51,,Shawn Stefani,72,63.25,549,868,-0.16
51,T51,,Tyrone Van Aswegen,105,63.25,764,1208,-0.15
52,53,,Daniel Berger,91,63.22,612,968,-0.2
53,54,,Tom Hoge,54,63.15,365,578,-0.21
54,55,,Ryan Brehm,83,63.13,529,838,-0.14
55,56,,Brendan Steele,89,63.02,588,933,-0.18
56,T57,,Jim Furyk,54,62.98,393,624,-0.17
57,T57,,Kevin Kisner,105,62.98,689,1094,-0.18
58,59,,Kevin Streelman,90,62.91,709,1127,-0.17
59,60,,Jason Kokrak,95,62.88,703,1118,-0.15
60,61,,Jim Herman,77,62.87,596,948,-0.18
61,62,,Julián Etulain,68,62.8,471,750,-0.18
62,63,,Kevin Na,86,62.61,581,928,-0.22
63,T64,,Rick Lamb,54,62.48,343,549,-0.17
64,T64,,Justin Thomas,86,62.48,513,821,-0.26
65,66,,James Hahn,96,62.47,744,1191,-0.15
66,67,,Ryan Palmer,61,62.46,411,658,-0.12
67,68,,Nick Taylor,97,62.41,747,1197,-0.13
68,69,,Danny Lee,93,62.4,687,1101,-0.21
69,70,,Rory McIlroy,51,62.39,272,436,-0.13
70,71,,J.J. Spaun,92,62.37,663,1063,-0.17
71,72,,Steven Alker,69,62.36,507,813,-0.19
72,T73,,Mark Hubbard,81,62.27,566,909,-0.14
73,T73,,Kyle Reifers,96,62.27,685,1100,-0.13
74,75,,Chris Kirk,89,62.19,643,1034,-0.22
75,76,,Bryson DeChambeau,91,62.17,641,1031,-0.18
76,T77,,Marc Leishman,94,62.16,616,991,-0.17
77,T77,,Trey Mullinax,88,62.16,570,917,-0.18
78,79,,Ben Crane,86,62.15,642,1033,-0.19
79,80,,D.A. Points,68,62.12,546,879,-0.16
80,81,,Louis Oosthuizen,69,62.11,423,681,-0.15
81,82,,Tag Ridings,67,61.94,454,733,-0.22
82,T83,,John Huh,92,61.86,720,1164,-0.17
83,T83,,Scott Piercy,70,61.86,412,666,-0.2
84,85,,Brett Stegmaier,78,61.84,525,849,-0.16
85,86,,Charles Howell III,86,61.75,607,983,-0.17
86,87,,Ryan Moore,82,61.73,600,972,-0.17
87,88,,Chris Stroud,67,61.72,445,721,-0.18
88,89,,Sung Kang,104,61.68,726,1177,-0.16
89,90,,Alex Cejka,85,61.66,571,926,-0.16
90,91,,Ian Poulter,72,61.61,520,844,-0.16
91,92,,Russell Knox,75,61.56,474,770,-0.15
92,93,,Brandt Snedeker,53,61.52,331,538,-0.22
93,94,,Webb Simpson,102,61.47,742,1207,-0.19
94,95,,Geoff Ogilvy,80,61.45,617,1004,-0.16
95,96,,Billy Hurley III,80,61.42,624,1016,-0.19
96,97,,Ollie Schniederjans,92,61.38,696,1134,-0.19
97,98,,Ryan Blaum,100,61.36,759,1237,-0.2
98,99,,Seamus Power,86,61.24,610,996,-0.19
99,100,,Robert Streb,98,61.22,753,1230,-0.18
100,101,,Spencer Levin,89,61.2,634,1036,-0.15
101,102,,Mackenzie Hughes,106,61.15,850,1390,-0.17
102,103,,Nicholas Lindheim,58,61.04,409,670,-0.17
103,T104,,Brian Campbell,55,61.02,371,608,-0.22
104,T104,,Martin Laird,83,61.02,598,980,-0.2
105,T104,,Seung-Yul Noh,91,61.02,659,1080,-0.19
106,107,,Charley Hoffman,112,60.97,764,1253,-0.19
107,108,,Scott Brown,95,60.95,704,1155,-0.18
108,109,,Zach Johnson,81,60.94,582,955,-0.22
109,110,,Harris English,84,60.93,616,1011,-0.17
110,111,,J.T. Poston,95,60.91,628,1031,-0.21
111,112,,Brian Stuard,93,60.75,633,1042,-0.21
112,113,,Pat Perez,93,60.74,625,1029,-0.17
113,114,,Smylie Kaufman,76,60.69,525,865,-0.18
114,T115,,Hunter Mahan,73,60.64,527,869,-0.12
115,T115,,Sebastián Muñoz,51,60.64,339,559,-0.2
116,T117,,Jamie Lovemark,98,60.52,647,1069,-0.17
117,T117,,Jhonattan Vegas,95,60.52,578,955,-0.14
118,119,,Troy Merritt,82,60.39,596,987,-0.17
119,120,,Adam Scott,58,60.38,346,573,-0.2
120,121,,Patrick Rodgers,76,60.34,572,948,-0.13
121,122,,Byeong Hun An,77,60.31,474,786,-0.19
122,123,,Patton Kizzire,84,60.26,643,1067,-0.21
123,T124,,Kevin Chappell,95,60.23,565,938,-0.17
124,T124,,Rod Pampling,71,60.23,580,963,-0.14
125,126,,Cameron Tringale,89,60.12,591,983,-0.18
126,127,,Sam Saunders,76,60.11,550,915,-0.2
127,128,,Roberto Castro,70,60.08,465,774,-0.11
128,129,,Brett Drewitt,57,60.03,383,638,-0.17
129,T130,,Adam Hadwin,98,60.02,656,1093,-0.2
130,T130,,David Hearn,93,60.02,668,1113,-0.17
131,132,,Brian Gay,82,59.96,626,1044,-0.2
132,133,,Jason Bohn,75,59.89,563,940,-0.15
133,134,,Branden Grace,70,59.8,360,602,-0.14
134,135,,Retief Goosen,52,59.74,362,606,-0.16
135,136,,Michael Thompson,60,59.68,407,682,-0.2
136,137,,Cody Gribble,79,59.63,610,1023,-0.2
137,138,,Jimmy Walker,68,59.59,407,683,-0.19
138,T139,,Miguel Angel Carballo,63,59.58,367,616,-0.11
139,T139,,Ken Duke,77,59.58,535,898,-0.18
140,141,,Brad Fritsch,56,59.56,380,638,-0.14
141,142,,Grayson Murray,94,59.53,690,1159,-0.2
142,143,,Ricky Barnes,100,59.43,687,1156,-0.18
143,144,,Derek Fathauer,81,59.39,566,953,-0.2
144,145,,Daniel Summerhays,100,59.33,687,1158,-0.2
145,146,,Morgan Hoffmann,92,59.22,694,1172,-0.17
146,147,,Zac Blair,105,59.21,736,1243,-0.17
147,148,,Jonathan Randolph,68,59.2,412,696,-0.16
148,149,,Phil Mickelson,85,59.15,569,962,-0.2
149,150,,Kevin Tway,96,59.09,595,1007,-0.19
150,151,,Brandon Hagy,85,59.08,566,958,-0.16
151,152,,Fabián Gómez,61,58.95,438,743,-0.17
152,153,,Mark Anderson,54,58.94,366,621,-0.17
153,154,,Bubba Watson,71,58.77,402,684,-0.15
154,T155,,Jason Day,71,58.76,426,725,-0.22
155,T155,,Tim Wilkinson,64,58.76,409,696,-0.18
156,157,,Brian Harman,104,58.63,710,1211,-0.21
157,158,,K.J. Choi,72,58.61,480,819,-0.18
158,159,,Whee Kim,74,58.47,504,862,-0.18
159,160,,Graeme McDowell,56,58.31,428,734,-0.21
160,161,,Peter Malnati,91,58.19,629,1081,-0.22
161,162,,David Lingmerth,79,58.11,541,931,-0.2
162,163,,Cameron Smith,86,58.0,587,1012,-0.21
163,164,,Aaron Baddeley,61,57.93,380,656,-0.21
164,165,,Matt Jones,64,57.86,427,738,-0.17
165,166,,Camilo Villegas,76,57.72,546,946,-0.23
166,167,,Kelly Kraft,75,57.55,549,954,-0.17
167,168,,Chad Collins,66,57.49,472,821,-0.17
168,169,,Andrew Loupe,55,57.31,388,677,-0.17
169,170,,Brooks Koepka,88,57.24,498,870,-0.22
170,171,,Jonas Blixt,74,57.21,496,867,-0.19
171,172,,J.B. Holmes,83,57.14,448,784,-0.21
172,173,,Dominic Bozzelli,69,57.07,452,792,-0.17
173,174,,Anirban Lahiri,72,56.92,477,838,-0.19
174,175,,Ryo Ishikawa,56,56.89,355,624,-0.16
175,176,,Wesley Bryan,95,56.88,653,1148,-0.22
176,177,,Gonzalo Fernandez-Castaño,63,56.81,371,653,-0.17
177,178,,Luke Donald,50,56.77,373,657,-0.21
178,179,,Patrick Reed,107,56.32,619,1099,-0.2
179,180,,Greg Chalmers,75,56.04,561,1001,-0.2
180,181,,Steve Wheatcroft,51,56.0,336,600,-0.18
181,182,,Bryce Molder,74,55.86,543,972,-0.17
182,183,,Søren Kjeldsen,58,55.79,294,527,-0.21
183,184,,Matt Every,76,55.47,482,869,-0.2
184,185,,Rafa Cabrera Bello,63,55.36,341,616,-0.18
185,186,,Carl Pettersson,63,55.14,440,798,-0.2
186,187,,Charl Schwartzel,63,54.88,360,656,-0.17
187,188,,Si Woo Kim,80,53.67,417,777,-0.14
188,189,,Ernie Els,52,52.1,260,499,-0.21
189,190,,Steven Bowditch,59,49.25,328,666,-0.13
