,Approaches_50-75_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-75_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-75_yards-Rgh_RTP_PLAYER NAME,Approaches_50-75_yards-Rgh_RTP_ROUNDS,Approaches_50-75_yards-Rgh_RTP_AVG RTP
0,T1,,Russell Knox,75,-.400
1,T1,,Rick Lamb,54,-.400
2,T3,,Brad Fritsch,56,-.333
3,T3,,Spencer Levin,89,-.333
4,T3,,Chris Stroud,67,-.333
5,6,,Justin Thomas,86,-.300
6,T7,,Ricky Barnes,100,-.286
7,T7,,John Huh,92,-.286
8,9,,Daniel Berger,91,-.250
9,10,,Fabián Gómez,61,-.222
10,11,,Paul Casey,94,-.200
11,T12,,Tony Finau,106,-.167
12,T12,,Emiliano Grillo,90,-.167
13,T12,,Ollie Schniederjans,92,-.167
14,T15,,Troy Merritt,82,-.143
15,T15,,Ryan Palmer,61,-.143
16,T17,,Aaron Baddeley,61,-.125
17,T17,,Greg Chalmers,75,-.125
18,T19,,J.B. Holmes,83,-.100
19,T19,,Whee Kim,74,-.100
20,T19,,Xander Schauffele,96,-.100
21,22,,Charles Howell III,86,-.091
22,T23,,Jonas Blixt,74,-.083
23,T23,,Jim Herman,77,-.083
24,25,,Martin Flores,88,-.071
25,26,,Robert Streb,98,-.067
26,27,,Ryan Brehm,83,-.048
27,T28,,Chad Campbell,97,E
28,T28,,Patrick Cantlay,52,E
29,T28,,Julián Etulain,68,E
30,T28,,Gonzalo Fernandez-Castaño,63,E
31,T28,,Jim Furyk,54,E
32,T28,,Bill Haas,92,E
33,T28,,Billy Hurley III,80,E
34,T28,,Anirban Lahiri,72,E
35,T28,,Martin Laird,83,E
36,T28,,Jamie Lovemark,98,E
37,T28,,Ryan Moore,82,E
38,T28,,Grayson Murray,94,E
39,T28,,Adam Scott,58,E
40,T28,,Webb Simpson,102,E
41,T28,,Cameron Smith,86,E
42,T28,,Jordan Spieth,85,E
43,T28,,Brett Stegmaier,78,E
44,T28,,Kevin Streelman,90,E
45,T28,,Vaughn Taylor,90,E
46,T28,,Camilo Villegas,76,E
47,48,,Patrick Reed,107,+.053
48,T49,,Mackenzie Hughes,106,+.056
49,T49,,Pat Perez,93,+.056
50,T51,,Charley Hoffman,112,+.059
51,T51,,Morgan Hoffmann,92,+.059
52,T51,,Sung Kang,104,+.059
53,54,,Miguel Angel Carballo,63,+.067
54,T55,,Brandon Hagy,85,+.077
55,T55,,James Hahn,96,+.077
56,T57,,Luke List,102,+.083
57,T57,,Rory Sabbatini,71,+.083
58,T57,,Shawn Stefani,72,+.083
59,T60,,Andres Gonzales,73,+.100
60,T60,,Brendan Steele,89,+.100
61,T60,,Tyrone Van Aswegen,105,+.100
62,63,,Phil Mickelson,85,+.105
63,T64,,Scott Brown,95,+.111
64,T64,,J.J. Spaun,92,+.111
65,T66,,Brooks Koepka,88,+.125
66,T66,,William McGirt,89,+.125
67,T66,,Cameron Percy,71,+.125
68,T66,,Sam Saunders,76,+.125
69,T66,,Daniel Summerhays,100,+.125
70,T71,,Marc Leishman,94,+.133
71,T71,,Jon Rahm,90,+.133
72,T73,,Jason Bohn,75,+.143
73,T73,,Rickie Fowler,78,+.143
74,T73,,Ryo Ishikawa,56,+.143
75,T73,,Rod Pampling,71,+.143
76,T73,,Hudson Swafford,94,+.143
77,T78,,Kevin Na,86,+.167
78,T78,,Seamus Power,86,+.167
79,T78,,Tim Wilkinson,64,+.167
80,T81,,Harris English,84,+.182
81,T81,,Matt Kuchar,95,+.182
82,T83,,Retief Goosen,52,+.200
83,T83,,Brian Harman,104,+.200
84,T83,,Russell Henley,99,+.200
85,T83,,Shane Lowry,52,+.200
86,T83,,Graeme McDowell,56,+.200
87,T83,,Francesco Molinari,75,+.200
88,T83,,Scott Piercy,70,+.200
89,T83,,Harold Varner III,101,+.200
90,T83,,Gary Woodland,94,+.200
91,92,,Trey Mullinax,88,+.214
92,T93,,Cody Gribble,79,+.222
93,T93,,C.T. Pan,88,+.222
94,95,,Matt Jones,64,+.231
95,T96,,Stewart Cink,93,+.235
96,T96,,Nick Taylor,97,+.235
97,T98,,Zac Blair,105,+.250
98,T98,,Sergio Garcia,65,+.250
99,T98,,Billy Horschel,88,+.250
100,T98,,Michael Kim,94,+.250
101,T98,,Nicholas Lindheim,58,+.250
102,T98,,Hideki Matsuyama,83,+.250
103,T98,,Sebastián Muñoz,51,+.250
104,T98,,Chez Reavie,98,+.250
105,T98,,Johnson Wagner,71,+.250
106,T98,,Steve Wheatcroft,51,+.250
107,108,,Seung-Yul Noh,91,+.267
108,T109,,Dustin Johnson,77,+.273
109,T109,,Jason Kokrak,95,+.273
110,T109,,Richy Werenski,81,+.273
111,T112,,Jason Dufner,89,+.286
112,T112,,Brandt Snedeker,53,+.286
113,T112,,Brian Stuard,93,+.286
114,T115,,Blayne Barber,77,+.300
115,T115,,Bud Cauley,92,+.300
116,T115,,David Lingmerth,79,+.300
117,T115,,Bryce Molder,74,+.300
118,T115,,Sean O'Hair,84,+.300
119,T115,,Patrick Rodgers,76,+.300
120,T115,,Michael Thompson,60,+.300
121,T122,,Dominic Bozzelli,69,+.308
122,T122,,Geoff Ogilvy,80,+.308
123,T122,,Scott Stallings,81,+.308
124,T125,,Mark Anderson,54,+.333
125,T125,,Jason Day,71,+.333
126,T125,,Tom Hoge,54,+.333
127,T125,,Kevin Kisner,105,+.333
128,T125,,Hunter Mahan,73,+.333
129,T125,,Louis Oosthuizen,69,+.333
130,T125,,Justin Rose,66,+.333
131,T125,,Boo Weekley,75,+.333
132,T133,,Chad Collins,66,+.364
133,T133,,Si Woo Kim,80,+.364
134,T135,,Rory McIlroy,51,+.375
135,T135,,Nick Watney,75,+.375
136,137,,Peter Malnati,91,+.385
137,T138,,Ryan Blaum,100,+.400
138,T138,,K.J. Choi,72,+.400
139,T138,,Luke Donald,50,+.400
140,T138,,Patton Kizzire,84,+.400
141,T138,,Ben Martin,86,+.400
142,T138,,J.T. Poston,95,+.400
143,T138,,Tag Ridings,67,+.400
144,T138,,Bubba Watson,71,+.400
145,146,,Charl Schwartzel,63,+.417
146,T147,,Brian Gay,82,+.429
147,T147,,Lucas Glover,93,+.429
148,T147,,J.J. Henry,92,+.429
149,150,,Smylie Kaufman,76,+.438
150,T151,,Rafa Cabrera Bello,63,+.455
151,T151,,Kevin Chappell,95,+.455
152,T151,,Adam Hadwin,98,+.455
153,154,,Kevin Tway,96,+.474
154,T155,,Ryan Armour,63,+.500
155,T155,,Alex Cejka,85,+.500
156,T155,,Bryson DeChambeau,91,+.500
157,T155,,Graham DeLaet,82,+.500
158,T155,,Derek Fathauer,81,+.500
159,T155,,Robert Garrigus,78,+.500
160,T155,,Branden Grace,70,+.500
161,T155,,Zach Johnson,81,+.500
162,T155,,Chris Kirk,89,+.500
163,T155,,Søren Kjeldsen,58,+.500
164,T155,,Carl Pettersson,63,+.500
165,T155,,Jonathan Randolph,68,+.500
166,T155,,Kyle Reifers,96,+.500
167,T155,,Kyle Stanley,104,+.500
168,T155,,Cameron Tringale,89,+.500
169,T155,,Jhonattan Vegas,95,+.500
170,171,,Byeong Hun An,77,+.545
171,172,,Kelly Kraft,75,+.563
172,T173,,Ben Crane,86,+.571
173,T173,,Matt Every,76,+.571
174,175,,Steven Bowditch,59,+.636
175,T176,,Roberto Castro,70,+.667
176,T176,,David Hearn,93,+.667
177,178,,Ken Duke,77,+.714
178,T179,,Wesley Bryan,95,+.750
179,T179,,Andrew Loupe,55,+.750
180,181,,Ian Poulter,72,+.778
181,T182,,Danny Lee,93,+.800
182,T182,,Jimmy Walker,68,+.800
183,184,,Mark Hubbard,81,+.833
184,185,,Brett Drewitt,57,+.857
185,186,,Keegan Bradley,104,+.917
186,T187,,Ernie Els,52,+1.000
187,T187,,D.A. Points,68,+1.000
188,189,,Brian Campbell,55,+1.167
