,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
84,T85,,Robert Garrigus,78,-0.158
85,T85,,Ryan Moore,82,-0.158
86,T87,,Chez Reavie,98,-0.155
87,T87,,Nick Taylor,97,-0.155
88,89,,Gonzalo Fernandez-Castaño,63,-0.154
89,T90,,Tom Hoge,54,-0.152
90,T90,,Billy Horschel,88,-0.152
91,T92,,David Hearn,93,-0.151
92,T92,,Louis Oosthuizen,69,-0.151
93,T92,,Scott Stallings,81,-0.151
94,T95,,Kevin Chappell,95,-0.15
95,T95,,Rory McIlroy,51,-0.15
96,97,,Ryo Ishikawa,56,-0.149
97,T98,,Harris English,84,-0.14800000000000002
98,T98,,Julián Etulain,68,-0.14800000000000002
99,T100,,J.J. Henry,92,-0.147
100,T100,,Carl Pettersson,63,-0.147
101,102,,Daniel Berger,91,-0.145
102,103,,Retief Goosen,52,-0.14400000000000002
103,104,,Brandt Snedeker,53,-0.142
104,T105,,Matt Every,76,-0.141
105,T105,,William McGirt,89,-0.141
106,T105,,Justin Thomas,86,-0.141
107,108,,Michael Kim,94,-0.14
108,109,,Paul Casey,94,-0.139
109,110,,Ollie Schniederjans,92,-0.138
110,111,,Kevin Kisner,105,-0.135
111,T112,,Aaron Baddeley,61,-0.132
112,T112,,Fabián Gómez,61,-0.132
113,114,,Mark Anderson,54,-0.131
114,115,,Kevin Na,86,-0.13
115,116,,Nicholas Lindheim,58,-0.128
116,T117,,Sean O'Hair,84,-0.127
117,T117,,Jonathan Randolph,68,-0.127
118,T119,,Adam Hadwin,98,-0.126
119,T119,,Kyle Reifers,96,-0.126
120,T121,,David Lingmerth,79,-0.125
121,T121,,Trey Mullinax,88,-0.125
122,T123,,Blayne Barber,77,-0.124
123,T123,,John Huh,92,-0.124
124,125,,Ben Martin,86,-0.12300000000000001
125,126,,Charl Schwartzel,63,-0.122
126,T127,,Ian Poulter,72,-0.12
127,T127,,Harold Varner III,101,-0.12
128,129,,Spencer Levin,89,-0.11900000000000001
129,130,,Pat Perez,93,-0.11699999999999999
130,T131,,Jim Herman,77,-0.114
131,T131,,Jamie Lovemark,98,-0.114
132,T133,,Bryson DeChambeau,91,-0.11199999999999999
133,T133,,James Hahn,96,-0.11199999999999999
134,T133,,Matt Kuchar,95,-0.11199999999999999
135,136,,Ben Crane,86,-0.111
136,137,,Dominic Bozzelli,69,-0.109
137,T138,,Jason Dufner,89,-0.107
138,T138,,Emiliano Grillo,90,-0.107
139,T138,,Tim Wilkinson,64,-0.107
140,141,,Scott Brown,95,-0.106
141,T142,,Brett Stegmaier,78,-0.10400000000000001
142,T142,,Bubba Watson,71,-0.10400000000000001
143,T142,,Richy Werenski,81,-0.10400000000000001
144,145,,Sung Kang,104,-0.10300000000000001
145,146,,Kelly Kraft,75,-0.1
146,147,,Geoff Ogilvy,80,-0.098
147,148,,Andres Gonzales,73,-0.09699999999999999
148,T149,,Ernie Els,52,-0.096
149,T149,,Johnson Wagner,71,-0.096
150,T149,,Steve Wheatcroft,51,-0.096
151,152,,Ryan Blaum,100,-0.09300000000000001
152,153,,Anirban Lahiri,72,-0.092
153,T154,,Charles Howell III,86,-0.09
154,T154,,Zach Johnson,81,-0.09
155,156,,Wesley Bryan,95,-0.08800000000000001
156,157,,Brett Drewitt,57,-0.087
157,158,,Patton Kizzire,84,-0.086
158,159,,Graeme McDowell,56,-0.085
159,T160,,Byeong Hun An,77,-0.084
160,T160,,Sebastián Muñoz,51,-0.084
161,162,,Rafa Cabrera Bello,63,-0.081
162,163,,Billy Hurley III,80,-0.079
163,164,,Whee Kim,74,-0.07200000000000001
164,165,,Vaughn Taylor,90,-0.07
165,166,,D.A. Points,68,-0.069
166,T167,,Zac Blair,105,-0.068
167,T167,,K.J. Choi,72,-0.068
168,169,,Patrick Rodgers,76,-0.066
169,170,,Jason Kokrak,95,-0.059000000000000004
170,T171,,Brian Gay,82,-0.055999999999999994
171,T171,,Si Woo Kim,80,-0.055999999999999994
172,173,,Russell Knox,75,-0.05
173,174,,Chris Kirk,89,-0.046
174,175,,Brian Stuard,93,-0.040999999999999995
175,176,,Søren Kjeldsen,58,-0.04
176,177,,Greg Chalmers,75,-0.037000000000000005
177,T178,,Luke Donald,50,-0.035
178,T178,,Robert Streb,98,-0.035
179,180,,Ryan Armour,63,-0.032
180,181,,Jason Bohn,75,-0.025
181,182,,Camilo Villegas,76,-0.022000000000000002
182,183,,Chris Stroud,67,-0.021
183,184,,Bryce Molder,74,-0.013999999999999999
184,185,,Rod Pampling,71,-0.005
185,186,,Ken Duke,77,0.006999999999999999
186,187,,Roberto Castro,70,0.027999999999999997
187,188,,Jim Furyk,54,0.035
188,189,,Branden Grace,70,0.049
189,190,,Steven Bowditch,59,0.07400000000000001
