,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
0,1,1,Tiger Woods,7,3452740
1,2,2,Phil Mickelson,5,1833633
2,3,3,Mike Weir,9,1620858
3,4,4,Justin Leonard,10,1178525
4,5,5,Scott Verplank,10,1162133
5,6,6,Bob May,9,1074178
6,7,7,Chris DiMarco,11,1048653
7,8,8,Duffy Waldorf,7,1038793
8,9,9,Steve Flesch,11,938314
9,10,10,David Toms,9,891384
10,11,11,Grant Waite,10,880800
11,12,12,Billy Andrade,9,873000
12,13,13,Chris Perry,10,823809
13,14,14,Mark Calcavecchia,9,715027
14,15,15,Steve Lowery,9,699788
15,16,16,Rory Sabbatini,7,691683
16,17,17,Nick Price,5,689900
17,18,18,Stewart Cink,7,647803
18,19,19,Vijay Singh,5,643707
19,20,20,David Duval,3,629100
20,21,21,Hal Sutton,7,576283
21,22,22,Sergio Garcia,5,567525
22,23,23,Paul Azinger,8,560973
23,24,24,Rocco Mediate,7,552588
24,25,25,John Huston,6,533982
25,26,26,Frank Lickliter II,9,526517
26,27,27,Carl Paulson,10,520895
27,28,28,Jeff Maggert,9,520537
28,29,29,Scott Hoch,10,519476
29,30,30,Franklin Langham,9,500625
30,31,31,Stuart Appleby,6,494000
31,32,32,Jonathan Kaye,11,493576
32,33,33,Greg Chalmers,7,479561
33,34,34,Skip Kendall,9,430062
34,35,35,Loren Roberts,7,429650
35,36,36,Davis Love III,8,406373
36,37,37,Ernie Els,4,396167
37,38,38,Jean Van de Velde,6,387975
38,39,39,Jim Furyk,6,387708
39,40,40,Fred Funk,10,375353
40,41,41,Robert Allenby,7,355336
41,42,42,Brad Faxon,8,347614
42,43,43,Blaine McCallister,10,341871
43,44,44,Thomas Bjørn,3,340000
44,45,45,Scott McCarron,8,338419
45,46,46,Len Mattiace,10,324387
46,47,47,Carlos Franco,7,316537
47,48,48,Notah Begay III,5,314717
48,49,49,Mark Wiebe,9,311897
49,50,50,Tom Byrum,9,307598
50,51,51,Chris Riley,8,287013
51,52,52,Shaun Micheel,11,284337
52,53,53,Lee Janzen,10,284314
53,54,54,Jeff Sluman,9,283593
54,55,55,Joe Durant,8,281628
55,56,56,Kirk Triplett,8,278236
56,57,57,Brad Elder,10,272242
57,58,58,Doug Barron,9,263839
58,59,59,Craig Perks,12,262822
59,60,60,Scott Dunlap,9,245216
60,61,61,Esteban Toledo,10,244241
61,62,62,Cameron Beckman,12,241055
62,63,63,Michael Clark II,9,235991
63,64,64,Kenny Perry,5,235655
64,65,65,Jerry Kelly,10,232165
65,66,66,John Cook,7,226389
66,67,67,J.L. Lewis,9,218638
67,68,68,"Jim Gallagher, Jr.",7,218626
68,69,69,K.J. Choi,11,213870
69,70,70,Tom Scherrer,11,213132
70,71,71,Doug Dunakey,11,210292
71,72,72,Tim Herron,7,205635
72,73,73,Joel Edwards,9,202044
73,74,74,Joe Ozaki,6,199824
74,75,75,Brian Watts,11,199455
75,76,76,José María Olazábal,4,198667
76,77,77,Craig Parry,7,196402
77,78,78,Brent Geiberger,6,196344
78,79,79,Mathew Goggin,11,196165
79,80,80,Sean Murphy,12,195101
80,81,81,Jim McGovern,10,188295
81,82,82,Brian Henninger,8,185833
82,83,83,David Sutherland,10,183304
83,84,84,Dudley Hart,8,177938
84,85,85,Woody Austin,8,172113
85,86,86,Bradley Hughes,11,168440
86,87,87,Craig Barlow,11,164231
87,88,88,Brandt Jobe,11,160686
88,89,89,Stephen Ames,9,159458
89,90,90,Tom Lehman,4,157760
90,91,91,Michael Bradley,9,155282
91,92,92,Jesper Parnevik,5,154689
92,93,93,Shigeki Maruyama,8,151500
93,94,94,Paul Stankowski,5,151350
94,95,95,Glen Day,9,148864
95,96,96,Pete Jordan,11,142633
96,97,97,David Morland IV,12,141718
97,98,98,Mike Reid,7,141021
98,99,99,Sandy Lyle,7,126990
99,100,100,Bob Burns,11,124999
100,101,101,Andrew Magee,7,122490
101,102,102,Olin Browne,8,119472
102,103,103,Tommy Armour III,11,119014
103,104,104,J.P. Hayes,8,116740
104,105,105,Paul Goydos,8,114389
105,106,106,Steve Pate,7,113600
106,107,107,Fred Couples,4,113156
107,T108,T108,Darren Clarke,3,112500
108,T108,T108,Tom Watson,1,112500
109,110,110,Dan Forsman,9,112458
110,111,111,Jim Carter,9,109046
111,112,112,Bob Tway,11,108159
112,113,113,Joey Sindelar,9,105852
113,114,114,Glen Hnatiuk,8,104272
114,115,115,Greg Kraft,9,103412
115,116,116,Rich Beem,9,102702
116,117,117,Kevin Sutherland,6,102585
117,118,118,Brandel Chamblee,5,100626
118,119,119,Tom Purtzer,8,94311
119,120,120,"Dave Stockton, Jr.",10,94055
120,121,121,John Rollins,11,93478
121,122,122,David Peoples,8,92629
122,123,123,Brian Gay,10,90552
123,124,124,Frank Nobilo,8,89587
124,125,125,Robin Freeman,10,89108
125,126,126,Corey Pavin,8,84263
126,127,127,Jay Don Blake,8,82980
127,128,128,Jason Buha,11,81694
128,129,129,Craig Stadler,4,79690
129,130,130,John Maginnes,11,79571
130,131,131,Billy Mayfair,9,77627
131,132,132,Lee Westwood,3,77500
132,133,133,Jay Williamson,8,76654
133,134,134,Ben Bates,12,75938
134,135,135,Tom Pernice Jr.,10,75689
135,136,136,Tommy Tolles,8,75545
136,137,137,Larry Mize,6,74228
137,138,138,Steve Elkington,3,70392
138,139,139,Steve Gotsche,12,69623
139,140,140,Bobby Cochran,10,69270
140,141,141,Charles Howell III,9,68170
141,142,142,Bill Glasson,8,65348
142,143,143,Mike Sposa,10,65316
143,144,144,Mike Springer,11,64726
144,145,145,Keiichiro Fukabori,2,64350
145,146,146,Brent Schwarzrock,8,61607
146,147,147,Emlyn Aubrey,10,59797
147,148,148,Scott Gump,11,59266
148,149,149,Matt Gogel,9,59009
149,150,150,Brian Claar,5,58791
150,151,151,Trevor Dodds,10,58174
151,152,152,Perry Moss,9,57550
152,153,153,Mark O'Meara,5,56650
153,154,154,Brett Quigley,10,56602
154,T155,T155,Ángel Cabrera,2,56200
155,T155,T155,Tom Kite,1,56200
156,157,157,Jay Delsing,12,53551
157,158,158,Dennis Paulson,8,51155
158,159,159,Dicky Pride,12,50038
159,160,160,Jerry Smith,9,48690
160,161,161,Retief Goosen,4,48333
161,162,162,Kelly Gibson,11,48210
162,163,163,Russ Cochran,10,47636
163,164,164,Charles Raulerson,11,47094
164,165,165,Jeff Gove,12,43242
165,166,166,Brad Fabel,10,42922
166,167,167,Paul Curry,9,42847
167,168,168,Robert Gamez,10,41588
168,T169,T169,Steve Jones,3,41000
169,T169,T169,Jarmo Sandelin,1,41000
170,171,171,Peter Jacobsen,6,40806
171,172,172,Ryan Howison,10,40563
172,173,173,Robert Damron,7,40102
173,174,174,Greg Norman,2,38000
174,175,175,Bob Friend,11,37740
175,176,176,Barry Cheesman,12,35750
176,177,177,Ted Tryba,11,35264
177,178,178,Gabriel Hjertstedt,10,35249
178,179,179,Rick Fehr,8,33971
179,180,180,Bob Heintz,11,33142
180,181,181,Curtis Strange,4,33052
181,182,182,Harrison Frazar,5,32831
182,183,183,Casey Martin,10,32104
183,184,184,Aaron Bengoechea,10,31779
184,185,185,Omar Uresti,12,31072
185,186,186,Steve Hart,11,30966
186,187,187,Mike Standly,6,30318
187,188,188,Ronnie Black,9,29756
188,189,189,Eric Booker,10,28533
189,190,190,Jimmy Green,7,28218
190,191,191,Keith Nolan,6,28166
191,192,192,Bart Bryant,9,27901
192,193,193,Bob Estes,5,27790
193,194,194,Fulton Allem,8,26735
194,195,195,P.H. Horgan III,9,25492
195,196,196,Mike Hulbert,11,23753
196,197,197,Bob Gilder,7,22814
197,198,198,Joe Ogilvie,9,22490
198,199,199,Jason Caron,10,22302
199,200,200,John Daly,7,22058
200,201,201,Danny Briggs,9,21752
201,202,202,Jay Haas,8,20722
202,203,203,Edward Fryatt,9,20625
203,T204,T204,Toshi Izawa,1,20500
204,T204,T204,Colin Montgomerie,3,20500
205,206,206,Bruce Lietzke,2,20453
206,207,207,Gary Nicklaus,9,19978
207,208,208,Yoshinori Mizumaki,3,19328
208,209,209,Craig Spence,10,18298
209,210,210,Neal Lancaster,6,17253
210,211,211,Richard Zokol,7,17092
211,212,212,Willie Wood,5,16910
212,213,213,Nick Faldo,2,15860
213,214,214,Michael Kirk,1,14894
214,215,215,Jonathan Byrd,1,14130
215,216,216,David Frost,6,13242
216,T217,T217,Takao Nogami,1,12856
217,T217,T217,Jeff Roth,1,12856
218,219,219,Bernhard Langer,2,12650
219,220,220,Todd Barranger,1,12600
220,221,221,Larry Rinker,9,12210
221,222,222,Keith Clearwater,4,11930
222,223,223,Kevin Wentworth,10,11456
223,224,224,Nolan Henke,11,11310
224,225,225,Derek Gillespie,1,11220
225,226,226,Craig Bowden,6,11178
226,227,227,Mike Brisky,10,11124
227,T228,T228,Dave Barr,3,10400
228,T228,T228,Stan Utley,2,10400
229,230,230,Padraig Harrington,3,10250
230,231,231,Adam Scott,4,10200
231,T232,T232,Wayne Grady,3,9700
232,T232,T232,Miguel Angel Jiménez,4,9700
233,234,234,Paul Lawrie,1,9275
234,235,235,Masashi Jumbo Ozaki,1,9000
235,236,236,Frank Dobbs,1,8900
236,237,237,Robert Thompson,1,8320
237,238,238,Steven Alker,2,8160
238,239,239,John Restino,6,7128
239,240,240,"David Berganio, Jr.",1,6935
240,T241,T241,Guy Boros,2,6796
241,T241,T241,Mark Brooks,9,6796
242,243,243,Rob McMillan,2,6270
243,244,244,Brad Bryant,2,6090
244,245,245,Dan Pohl,1,6049
245,246,246,Dick Mast,8,5970
246,T247,T247,David Ogrin,3,5824
247,T247,T247,D.A. Weibring,5,5824
248,249,249,Korky Kemp,1,5760
249,T250,T250,Gary Hallberg,4,5640
250,T250,T250,Andy Miller,2,5640
251,T252,T252,Andy Bean,5,5512
252,T252,T252,Ed Fiori,3,5512
253,T252,T252,Clarence Rose,3,5512
254,255,255,Jeff Coston,1,5220
255,T256,T256,Phil Blackmar,4,5018
256,T256,T256,Mike Heinen,1,5018
257,258,258,John Inman,1,5014
258,259,259,Garrett Morrison,1,4896
