,Presidents_Cup_United_States_RANK THIS WEEK,Presidents_Cup_United_States_RANK LAST WEEK,Presidents_Cup_United_States_PLAYER NAME,Presidents_Cup_United_States_POINTS
0,1,1,Tiger Woods,20002228
1,2,2,Phil Mickelson,8010929
2,3,3,Hal Sutton,7465100
3,4,4,David Duval,7309397
4,5,5,Davis Love III,6563112
5,6,6,Tom Lehman,5257042
6,7,7,Jim Furyk,5032764
7,8,8,Notah Begay III,4554526
8,9,9,Kirk Triplett,4525664
9,10,10,Stewart Cink,4453949
10,11,11,Loren Roberts,4365504
11,12,12,Chris Perry,4255520
12,13,13,David Toms,4215040
13,14,14,Justin Leonard,3744870
14,15,15,John Huston,3733513
15,16,16,Rocco Mediate,3470457
16,17,17,Jeff Maggert,3421912
17,18,18,Dudley Hart,3177471
18,19,19,Franklin Langham,3058307
19,20,20,Dennis Paulson,3024200
20,21,21,Scott Hoch,2889816
21,22,22,Jeff Sluman,2880616
22,23,23,Steve Pate,2862108
23,24,24,Paul Azinger,2774705
24,25,25,Steve Flesch,2771378
25,26,26,Fred Funk,2768559
26,27,27,Mark Calcavecchia,2756550
27,28,28,Tim Herron,2577651
28,29,29,Fred Couples,2549023
29,30,30,Tom Scherrer,2546035
30,31,31,Chris DiMarco,2414640
31,32,32,Andrew Magee,2401329
32,33,33,Bob Estes,2379450
33,34,34,Scott Dunlap,2348084
34,35,35,Brent Geiberger,2278559
35,36,36,Jim Carter,2181667
36,37,37,Skip Kendall,2179568
37,38,38,Brad Faxon,2123737
38,39,39,Bob May,2097084
39,40,40,Steve Lowery,2095926
40,41,41,Glen Day,2093910
41,42,42,Jonathan Kaye,2072089
42,43,43,Duffy Waldorf,2019515
43,44,44,J.P. Hayes,1991330
44,45,45,Ted Tryba,1961983
45,46,46,Kevin Sutherland,1915992
46,47,47,Lee Janzen,1901184
47,48,48,Kenny Perry,1872386
48,49,49,Bill Glasson,1833082
49,50,50,Greg Kraft,1829266
50,51,51,Robert Damron,1821412
51,52,52,Scott Verplank,1759760
52,53,53,Harrison Frazar,1682379
53,54,54,Jerry Kelly,1638879
54,55,55,Mark O'Meara,1629414
55,56,56,Mark Brooks,1601363
56,57,57,Frank Lickliter II,1597694
57,58,58,Blaine McCallister,1588137
58,59,59,Olin Browne,1584002
59,60,60,Craig Stadler,1577615
60,61,61,Billy Mayfair,1551340
61,62,62,Bob Tway,1518458
62,63,63,Steve Stricker,1500021
63,64,64,Brian Henninger,1483603
64,65,65,Steve Jones,1456846
65,66,66,Paul Stankowski,1433608
66,67,67,Tom Pernice Jr.,1406848
67,68,68,J.L. Lewis,1406471
68,69,69,Jay Don Blake,1404023
69,70,70,Michael Clark II,1392663
70,71,71,Russ Cochran,1386362
71,72,72,Tommy Armour III,1339377
72,73,73,Joe Ogilvie,1302345
73,74,74,Paul Goydos,1288772
74,75,75,Len Mattiace,1280300
75,76,76,Scott Gump,1223120
76,77,77,John Cook,1214313
77,78,78,Jay Haas,1206327
78,79,79,Larry Mize,1203826
79,80,80,Woody Austin,1202596
80,81,81,Brandel Chamblee,1201554
81,82,82,Neal Lancaster,1194101
82,83,83,Chris Riley,1115194
83,84,84,Matt Gogel,1101396
84,85,85,Jay Williamson,1088678
85,86,86,Kevin Wentworth,1055275
86,87,87,Brian Watts,1039744
87,88,88,David Sutherland,980792
88,89,89,Joey Sindelar,978972
89,90,90,Dan Forsman,973352
90,91,91,Pete Jordan,950778
91,92,92,Tom Byrum,934220
92,93,93,Jimmy Green,924673
93,94,94,Joel Edwards,916855
94,95,95,Rich Beem,904913
95,96,96,Barry Cheesman,902064
96,97,97,Brian Gay,871151
97,98,98,David Peoples,859372
98,99,99,Brad Elder,856991
99,100,100,Joe Durant,849571
100,101,101,Rick Fehr,835326
101,102,102,Corey Pavin,820285
102,103,103,Mike Reid,799101
103,104,104,Mark Wiebe,796583
