,Last_15_Events_-_Short_Game_RANK THIS WEEK,Last_15_Events_-_Short_Game_RANK LAST WEEK,Last_15_Events_-_Short_Game_PLAYER NAME,Last_15_Events_-_Short_Game_EVENTS,Last_15_Events_-_Short_Game_RATING
0,1,1,Peter Lonard,1,8.5
1,T2,T2,Hideki Matsuyama,3,8.4
2,T2,T2,Sam Saunders,1,8.4
3,T2,T2,Duffy Waldorf,1,8.4
4,5,5,Paul Casey,1,8.3
5,6,6,Lee Williams,5,8.0
6,7,7,Zack Fischer,1,7.9
7,8,8,Russ Cochran,1,7.8
8,T9,T9,Kyle Reifers,3,7.6
9,T9,T9,Chris Riley,2,7.6
10,T9,T9,Brett Rumford,1,7.6
11,T9,T9,Paul Stankowski,1,7.6
12,T9,T9,Shawn Stefani,6,7.6
13,T14,T14,Miguel Angel Jiménez,1,7.5
14,T14,T14,Jeff Klauk,2,7.5
15,T14,T14,Brett Quigley,1,7.5
16,T14,T14,Brian Stuard,4,7.5
17,T14,T14,Y.E. Yang,4,7.5
18,19,19,Shane Bertsch,1,7.4
19,T20,T20,Jonathan Byrd,3,7.3
20,T20,T20,Patrick Cantlay,1,7.3
21,T20,T20,Marco Dawson,2,7.3
22,T20,T20,Mathew Goggin,1,7.3
23,T20,T20,Scott Langley,5,7.3
24,T20,T20,Michael Letzig,4,7.3
25,T20,T20,Eric Meierdierks,2,7.3
26,T20,T20,Roger Sloan,1,7.3
27,T20,T20,Guan Tian Liang,1,7.3
28,T29,T29,Stewart Cink,6,7.2
29,T29,T29,Trevor Immelman,6,7.2
30,T29,T29,Matt Kuchar,11,7.2
31,T29,T29,Seung-Yul Noh,5,7.2
32,T33,T33,Jonas Blixt,8,7.1
33,T33,T33,Luke Donald,10,7.1
34,T33,T33,Tom Gillis,7,7.1
35,T33,T33,Hunter Haas,4,7.1
36,T33,T33,Lee Janzen,3,7.1
37,T33,T33,Jonathan Randolph,1,7.1
38,T33,T33,Patrick Rodgers,1,7.1
39,T33,T33,Mark Wilson,5,7.1
40,T41,T41,Ricky Barnes,4,7.0
41,T41,T41,Thomas Bjørn,1,7.0
42,T41,T41,Glen Day,2,7.0
43,T41,T41,Jason Day,10,7.0
44,T41,T41,Matt Every,10,7.0
45,T41,T41,Peter Hanson,6,7.0
46,T41,T41,Neal Lancaster,1,7.0
47,T41,T41,Louis Oosthuizen,3,7.0
48,T41,T41,Jin Park,3,7.0
49,T41,T41,Justin Rose,9,7.0
50,T41,T41,Andre Stolz,1,7.0
51,T41,T41,Steve Stricker,10,7.0
52,T53,T53,Ryan Blaum,1,6.9
53,T53,T53,Steven Bowditch,7,6.9
54,T53,T53,Martin Flores,10,6.9
55,T53,T53,Brian Harman,6,6.9
56,T53,T53,Ryuji Imada,2,6.9
57,T53,T53,Robert Karlsson,4,6.9
58,T53,T53,Steve Marino,5,6.9
59,T53,T53,Billy Mayfair,2,6.9
60,T53,T53,Andres Romero,7,6.9
61,T53,T53,Brandt Snedeker,7,6.9
62,T53,T53,Darron Stiles,3,6.9
63,T53,T53,Nicholas Thompson,10,6.9
64,T65,T65,Joe Affrunti,1,6.8
65,T65,T65,Bart Bryant,1,6.8
66,T65,T65,Kevin Chappell,10,6.8
67,T65,T65,Steve Flesch,2,6.8
68,T65,T65,Andres Gonzales,1,6.8
69,T65,T65,Paul Haley II,3,6.8
70,T65,T65,Danny Lee,1,6.8
71,T65,T65,William McGirt,7,6.8
72,T65,T65,Rod Pampling,4,6.8
73,T65,T65,Ian Poulter,8,6.8
74,T65,T65,Jordan Spieth,12,6.8
75,T65,T65,Brendon Todd,8,6.8
76,T65,T65,David Toms,5,6.8
77,T65,T65,Casey Wittenberg,4,6.8
78,T79,T79,Robert Allenby,4,6.7
79,T79,T79,Jason Bohn,9,6.7
80,T79,T79,K.J. Choi,9,6.7
81,T79,T79,Tim Clark,5,6.7
82,T79,T79,Ben Crane,6,6.7
83,T79,T79,Robert Gamez,1,6.7
84,T79,T79,Hunter Mahan,7,6.7
