,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
60,46,46,Matt Kuchar,18,8.2
61,46,46,David Lingmerth,10,8.2
62,46,46,Graeme McDowell,7,8.2
63,46,46,Louis Oosthuizen,4,8.2
64,46,46,Ryan Palmer,16,8.2
65,46,46,Kenny Perry,2,8.2
66,46,46,Jonathan Randolph,1,8.2
67,46,46,John Rollins,13,8.2
68,46,46,Rory Sabbatini,14,8.2
69,46,46,Adam Scott,11,8.2
70,46,46,Joey Snyder III,2,8.2
71,46,46,Bubba Watson,14,8.2
72,73,73,Stephen Ames,6,8.1
73,73,73,Cameron Beckman,2,8.1
74,73,73,Bart Bryant,1,8.1
75,73,73,K.J. Choi,14,8.1
76,73,73,Gary Christian,2,8.1
77,73,73,Ben Crane,8,8.1
78,73,73,Jason Day,16,8.1
79,73,73,Brendon de Jonge,23,8.1
80,73,73,Ernie Els,10,8.1
81,73,73,Ross Fisher,7,8.1
82,73,73,Steve Flesch,2,8.1
83,73,73,David Frost,1,8.1
84,73,73,Luke Guthrie,12,8.1
85,73,73,James Hahn,12,8.1
86,73,73,David Hearn,14,8.1
87,73,73,Russell Henley,15,8.1
88,73,73,Morgan Hoffmann,10,8.1
89,73,73,Jeff Klauk,3,8.1
90,73,73,Jason Kokrak,13,8.1
91,73,73,Ken Looper,2,8.1
92,73,73,William McGirt,13,8.1
93,73,73,Rory McIlroy,10,8.1
94,73,73,Bryce Molder,16,8.1
95,73,73,Francesco Molinari,3,8.1
96,73,73,Pat Perez,13,8.1
97,73,73,Ian Poulter,9,8.1
98,73,73,Patrick Reed,13,8.1
99,73,73,Kyle Reifers,2,8.1
100,73,73,Kevin Stadler,14,8.1
101,73,73,Scott Stallings,11,8.1
102,73,73,Paul Stankowski,1,8.1
103,73,73,Kevin Streelman,16,8.1
104,73,73,Chris Stroud,16,8.1
105,73,73,Brian Stuard,11,8.1
106,73,73,Daniel Summerhays,15,8.1
107,73,73,Nicholas Thompson,18,8.1
108,73,73,Nick Watney,17,8.1
109,73,73,Mark Wilson,8,8.1
110,73,73,Chris Wood,2,8.1
111,112,112,Joe Affrunti,2,8.0
112,112,112,Ryan Blaum,1,8.0
113,112,112,Steven Bowditch,11,8.0
114,112,112,Paul Casey,1,8.0
115,112,112,Roberto Castro,17,8.0
116,112,112,Kevin Chappell,14,8.0
117,112,112,Russ Cochran,1,8.0
118,112,112,Erik Compton,11,8.0
119,112,112,Martin Flores,15,8.0
120,112,112,Lucas Glover,9,8.0
121,112,112,Andres Gonzales,3,8.0
122,112,112,Brian Harman,13,8.0
123,112,112,Charley Hoffman,17,8.0
124,112,112,J.B. Holmes,1,8.0
125,112,112,Billy Horschel,21,8.0
126,112,112,John Huh,14,8.0
127,112,112,Richard Lee,16,8.0
128,112,112,David Lynn,11,8.0
129,112,112,Ryan Moore,12,8.0
130,112,112,D.A. Points,13,8.0
131,112,112,Tag Ridings,9,8.0
132,112,112,Andres Romero,8,8.0
133,112,112,Shawn Stefani,9,8.0
134,112,112,Robert Streb,10,8.0
135,112,112,Kevin Sutherland,4,8.0
136,112,112,Hideto Tanihara,1,8.0
137,112,112,Camilo Villegas,14,8.0
138,112,112,Lee Westwood,13,8.0
139,112,112,Steve Wheatcroft,1,8.0
140,141,141,Sangmoon Bae,15,7.9
141,141,141,Blayne Barber,1,7.9
142,141,141,Ricky Barnes,9,7.9
143,141,141,Charlie Beljan,7,7.9
144,141,141,Jonas Blixt,12,7.9
145,141,141,Jason Bohn,12,7.9
146,141,141,Jonathan Byrd,3,7.9
147,141,141,Greg Chalmers,13,7.9
148,141,141,Jason Dufner,14,7.9
149,141,141,Ken Duke,13,7.9
150,141,141,Joe Durant,2,7.9
151,141,141,Harris English,19,7.9
152,141,141,Paul Haley II,3,7.9
153,141,141,Jerry Kelly,14,7.9
154,141,141,Michael Kim,1,7.9
155,141,141,D.H. Lee,10,7.9
156,141,141,Luke List,7,7.9
157,141,141,Shane Lowry,2,7.9
158,141,141,Troy Matteson,8,7.9
159,141,141,George McNeill,13,7.9
160,141,141,John Merrick,15,7.9
161,141,141,Chez Reavie,14,7.9
162,141,141,Roger Sloan,1,7.9
163,141,141,Darron Stiles,5,7.9
164,141,141,Andre Stolz,1,7.9
165,141,141,Vaughn Taylor,7,7.9
166,141,141,Josh Teater,13,7.9
167,141,141,D.J. Trahan,6,7.9
168,141,141,Cameron Tringale,16,7.9
169,141,141,Bo Van Pelt,11,7.9
170,141,141,Johnson Wagner,6,7.9
171,141,141,Tom Watson,1,7.9
172,141,141,Gary Woodland,18,7.9
173,174,174,Stuart Appleby,18,7.8
174,174,174,Justin Bolli,3,7.8
175,174,174,Scott Brown,10,7.8
176,174,174,Ángel Cabrera,13,7.8
177,174,174,Chad Campbell,13,7.8
178,174,174,Fred Couples,2,7.8
179,174,174,Derek Ernst,7,7.8
180,174,174,Brad Fritsch,14,7.8
181,174,174,Tommy Gainey,12,7.8
182,174,174,Scott Gardiner,7,7.8
183,174,174,Fabián Gómez,8,7.8
184,174,174,Padraig Harrington,7,7.8
185,174,174,Tim Herron,7,7.8
186,174,174,Justin Hicks,14,7.8
187,174,174,Trevor Immelman,10,7.8
188,174,174,Ryo Ishikawa,9,7.8
189,174,174,Brandt Jobe,11,7.8
190,174,174,Robert Karlsson,6,7.8
191,174,174,Martin Kaymer,9,7.8
192,174,174,Russell Knox,5,7.8
193,174,174,Scott Langley,10,7.8
194,174,174,Marc Leishman,14,7.8
195,174,174,Justin Leonard,17,7.8
196,174,174,Michael Letzig,4,7.8
197,174,174,Davis Love III,6,7.8
198,174,174,Kevin Na,2,7.8
199,174,174,Henrik Norlander,10,7.8
200,174,174,Sean O'Hair,7,7.8
201,174,174,Geoff Ogilvy,7,7.8
202,174,174,Jeff Overton,16,7.8
203,174,174,Tim Petrovic,5,7.8
204,174,174,Scott Piercy,13,7.8
205,174,174,Dicky Pride,9,7.8
206,174,174,"Wes Short, Jr.",3,7.8
207,174,174,Vijay Singh,9,7.8
208,174,174,Heath Slocum,4,7.8
209,174,174,Kyle Stanley,10,7.8
210,174,174,Brendan Steele,16,7.8
211,174,174,Michael Thompson,9,7.8
212,174,174,Peter Tomasulo,7,7.8
213,174,174,Duffy Waldorf,1,7.8
214,215,215,Robert Allenby,5,7.7
215,215,215,George Coetzee,6,7.7
216,215,215,Nicolas Colsaerts,6,7.7
217,215,215,Ben Curtis,8,7.7
218,215,215,Gonzalo Fernandez-Castaño,4,7.7
219,215,215,Bobby Gates,3,7.7
220,215,215,Tom Gillis,11,7.7
221,215,215,Jeff Gove,2,7.7
222,215,215,Scott Harrington,1,7.7
223,215,215,Skip Kendall,1,7.7
224,215,215,John Kimbell,1,7.7
225,215,215,Ben Kohles,10,7.7
226,215,215,Kelly Kraft,2,7.7
227,215,215,Doug LaBelle II,12,7.7
228,215,215,Neal Lancaster,2,7.7
229,215,215,Steve LeBrun,9,7.7
230,215,215,Jeff Maggert,11,7.7
231,215,215,Steve Marino,5,7.7
232,215,215,Eric Meierdierks,3,7.7
233,215,215,Seung-Yul Noh,9,7.7
234,215,215,Greg Owen,12,7.7
235,215,215,Jin Park,5,7.7
236,215,215,Carl Pettersson,15,7.7
237,215,215,Sam Saunders,1,7.7
238,215,215,John Senden,12,7.7
239,215,215,Andrew Svoboda,5,7.7
240,215,215,Justin Thomas,1,7.7
241,215,215,Boo Weekley,20,7.7
242,215,215,Charlie Wi,13,7.7
243,215,215,Casey Wittenberg,8,7.7
244,245,245,Kiradech Aphibarnrat,1,7.6
245,245,245,Matt Bettencourt,3,7.6
246,245,245,Will Claxton,7,7.6
247,245,245,Brian Gay,15,7.6
248,245,245,J.J. Henry,15,7.6
249,245,245,Martin Laird,11,7.6
250,245,245,Matteo Manassero,4,7.6
251,245,245,Nick O'Hern,6,7.6
252,245,245,Joe Ogilvie,4,7.6
253,245,245,Thorbjørn Olesen,3,7.6
254,245,245,Rod Pampling,5,7.6
255,245,245,Alexandre Rocha,1,7.6
256,245,245,Jeremiah Wooding,1,7.6
257,258,258,Chris DiMarco,4,7.5
258,258,258,Jamie Donaldson,3,7.5
259,258,258,Nathan Green,4,7.5
260,258,258,Kent Jones,1,7.5
261,258,258,Hank Kuehne,3,7.5
262,258,258,Paul Lawrie,2,7.5
263,258,258,John Mallinger,6,7.5
264,258,258,David Mathis,10,7.5
265,258,258,Jesper Parnevik,2,7.5
266,258,258,Cameron Percy,12,7.5
267,258,258,Nate Smith,1,7.5
268,258,258,David Toms,6,7.5
269,258,258,Dean Wilson,1,7.5
270,258,258,Y.E. Yang,7,7.5
271,272,272,Mark Anderson,1,7.4
272,272,272,Arjun Atwal,2,7.4
273,272,272,Colt Knost,8,7.4
274,272,272,Alistair Presnell,6,7.4
275,272,272,Lee Williams,7,7.4
276,277,277,David Branshaw,1,7.3
277,277,277,John Daly,3,7.3
278,277,277,Marco Dawson,1,7.3
279,277,277,Zack Fischer,1,7.3
280,277,277,Hunter Haas,3,7.3
281,277,277,Kevin Kisner,1,7.3
282,277,277,Richie Ramsay,1,7.3
283,277,277,Scott Verplank,4,7.3
284,285,285,Michael Bradley,4,7.2
285,285,285,Stephen Gallacher,2,7.2
286,285,285,Marc Turnesa,1,7.2
287,285,285,Mike Weir,6,7.2
288,289,289,Lee Janzen,2,7.1
289,290,290,Robert Gamez,1,7.0
290,290,290,Ryuji Imada,1,7.0
291,292,292,Marcus Fraser,1,6.9
292,292,292,Branden Grace,4,6.9
293,292,292,Mikko Ilonen,1,6.9
294,292,292,Troy Kelly,2,6.9
295,292,292,Thaworn Wiratchant,1,6.9
296,297,297,Mike Hendry,1,6.8
297,297,297,Brett Rumford,1,6.8
298,299,299,Andrew Johnson,1,6.6
299,300,300,Frank Lickliter II,1,6.5
300,301,301,Rafa Cabrera Bello,1,6.4
301,301,301,Satoshi Kodaira,1,6.4
302,303,303,Guan Tian Liang,1,6.3
303,304,304,Toru Taniguchi,1,5.6
304,305,305,Jaco Van Zyl,1,5.2
305,306,306,Rod Perry,1,5.1
306,307,307,Daniel Popovic,1,4.6
