,Last_5_Events_-_Scoring_RANK THIS WEEK,Last_5_Events_-_Scoring_RANK LAST WEEK,Last_5_Events_-_Scoring_PLAYER NAME,Last_5_Events_-_Scoring_EVENTS,Last_5_Events_-_Scoring_RATING
0,1,1,Brian Harman,1,9.3
1,T2,T2,Woody Austin,1,9.1
2,T2,T2,Andres Gonzales,1,9.1
3,T4,T4,Danny Lee,1,9.0
4,T4,T4,"Ted Potter, Jr.",1,9.0
5,T4,T4,Richard Sterne,1,9.0
6,T7,T7,Shane Bertsch,1,8.9
7,T7,T7,Miguel Angel Jiménez,1,8.9
8,T7,T7,Steve Stricker,4,8.9
9,T10,T10,Jim Herman,3,8.8
10,T10,T10,David Toms,1,8.8
11,T10,T10,Mark Wilson,1,8.8
12,T13,T13,Billy Andrade,1,8.7
13,T13,T13,Jason Bohn,3,8.7
14,T13,T13,David Lingmerth,1,8.7
15,T13,T13,Seung-Yul Noh,1,8.7
16,T17,T17,Robert Garrigus,1,8.6
17,T17,T17,Freddie Jacobson,1,8.6
18,T17,T17,Zach Johnson,4,8.6
19,T17,T17,D.H. Lee,1,8.6
20,T17,T17,Bill Lunde,2,8.6
21,T17,T17,Patrick Rodgers,1,8.6
22,T17,T17,Marcel Siem,2,8.6
23,T17,T17,Jordan Spieth,5,8.6
24,T17,T17,Henrik Stenson,4,8.6
25,T26,T26,Chad Campbell,3,8.5
26,T26,T26,Patrick Cantlay,1,8.5
27,T26,T26,Glen Day,2,8.5
28,T26,T26,Jamie Donaldson,1,8.5
29,T26,T26,Russell Knox,2,8.5
30,T26,T26,Hideki Matsuyama,3,8.5
31,T26,T26,Jin Park,1,8.5
32,T26,T26,John Peterson,2,8.5
33,T26,T26,Rory Sabbatini,4,8.5
34,T26,T26,Brendon Todd,3,8.5
35,T36,T36,Ricky Barnes,1,8.4
36,T36,T36,Charlie Beljan,1,8.4
37,T36,T36,Steven Bowditch,3,8.4
38,T36,T36,Gary Christian,1,8.4
39,T36,T36,Ben Curtis,1,8.4
40,T36,T36,Jason Day,4,8.4
41,T36,T36,Ryo Ishikawa,1,8.4
42,T36,T36,Scott Jamieson,1,8.4
43,T36,T36,Matt Jones,3,8.4
44,T36,T36,Alex Noren,1,8.4
45,T36,T36,Justin Rose,4,8.4
46,T36,T36,Nick Watney,4,8.4
47,T48,T48,Thomas Aiken,1,8.3
48,T48,T48,Jonathan Byrd,1,8.3
49,T48,T48,Roberto Castro,4,8.3
50,T48,T48,Paul Haley II,1,8.3
51,T48,T48,Luke List,1,8.3
52,T48,T48,Peter Lonard,1,8.3
53,T48,T48,Hunter Mahan,4,8.3
54,T48,T48,William McGirt,3,8.3
55,T48,T48,Chris Williams,1,8.3
56,T57,T57,Todd Baek,1,8.2
57,T57,T57,Keegan Bradley,4,8.2
58,T57,T57,Tim Clark,1,8.2
59,T57,T57,Franklin Corpening,1,8.2
60,T57,T57,Brian Davis,2,8.2
61,T57,T57,Matt Every,4,8.2
62,T57,T57,Rickie Fowler,3,8.2
63,T57,T57,Brad Fritsch,1,8.2
64,T57,T57,Jim Furyk,4,8.2
65,T57,T57,James Hahn,1,8.2
66,T57,T57,Doug LaBelle II,2,8.2
67,T57,T57,Troy Matteson,2,8.2
68,T57,T57,Kenny Perry,2,8.2
69,T57,T57,Ian Poulter,3,8.2
70,T57,T57,Jonathan Randolph,1,8.2
71,T57,T57,Andres Romero,2,8.2
72,T57,T57,Webb Simpson,5,8.2
73,T57,T57,Kyle Stanley,2,8.2
74,T57,T57,Robert Streb,2,8.2
75,T57,T57,Kevin Sutherland,3,8.2
76,T57,T57,Gary Woodland,4,8.2
77,T78,T78,Cameron Beckman,2,8.1
78,T78,T78,Bart Bryant,1,8.1
79,T78,T78,Brendon de Jonge,5,8.1
80,T78,T78,Luke Donald,4,8.1
81,T78,T78,Ross Fisher,2,8.1
82,T78,T78,Steve Flesch,2,8.1
83,T78,T78,David Frost,1,8.1
84,T78,T78,Sergio Garcia,5,8.1
85,T78,T78,Lucas Glover,1,8.1
86,T78,T78,Fabián Gómez,2,8.1
87,T78,T78,Retief Goosen,3,8.1
88,T78,T78,Trevor Immelman,2,8.1
89,T78,T78,Jerry Kelly,4,8.1
90,T78,T78,Neal Lancaster,1,8.1
91,T78,T78,Ken Looper,2,8.1
92,T78,T78,David Lynn,2,8.1
93,T78,T78,John Mallinger,2,8.1
94,T78,T78,Francesco Molinari,1,8.1
95,T78,T78,Louis Oosthuizen,1,8.1
96,T78,T78,Kyle Reifers,2,8.1
97,T78,T78,Charl Schwartzel,4,8.1
98,T78,T78,Kevin Stadler,3,8.1
99,T78,T78,Paul Stankowski,1,8.1
100,T78,T78,Daniel Summerhays,3,8.1
101,T78,T78,Chris Wood,2,8.1
102,T103,T103,Joe Affrunti,2,8.0
103,T103,T103,Aaron Baddeley,2,8.0
104,T103,T103,Ryan Blaum,1,8.0
105,T103,T103,Paul Casey,1,8.0
106,T103,T103,Russ Cochran,1,8.0
107,T103,T103,Graham DeLaet,4,8.0
108,T103,T103,James Driscoll,2,8.0
109,T103,T103,Ernie Els,3,8.0
110,T103,T103,Peter Hanson,1,8.0
111,T103,T103,J.J. Henry,2,8.0
112,T103,T103,J.B. Holmes,1,8.0
113,T103,T103,John Huh,4,8.0
114,T103,T103,Martin Kaymer,4,8.0
115,T103,T103,Chris Kirk,3,8.0
116,T103,T103,Jeff Klauk,1,8.0
117,T103,T103,Jeff Maggert,2,8.0
118,T103,T103,Billy Mayfair,1,8.0
119,T103,T103,George McNeill,4,8.0
120,T103,T103,Greg Owen,4,8.0
121,T103,T103,Chris Riley,2,8.0
122,T103,T103,Adam Scott,4,8.0
123,T103,T103,Vijay Singh,1,8.0
124,T103,T103,Shawn Stefani,3,8.0
125,T103,T103,Hideto Tanihara,1,8.0
126,T103,T103,Vaughn Taylor,2,8.0
127,T103,T103,Steve Wheatcroft,1,8.0
128,T103,T103,Tiger Woods,4,8.0
129,T130,T130,Blake Adams,2,7.9
130,T130,T130,Blayne Barber,1,7.9
131,T130,T130,Greg Chalmers,3,7.9
132,T130,T130,Joe Durant,2,7.9
133,T130,T130,Harris English,3,7.9
134,T130,T130,Bob Estes,4,7.9
135,T130,T130,Martin Flores,3,7.9
136,T130,T130,Morgan Hoffmann,4,7.9
137,T130,T130,Michael Kim,1,7.9
138,T130,T130,Paul Lawrie,1,7.9
139,T130,T130,Rory McIlroy,4,7.9
140,T130,T130,John Merrick,4,7.9
141,T130,T130,Phil Mickelson,4,7.9
142,T130,T130,Bryce Molder,4,7.9
143,T130,T130,Cameron Percy,3,7.9
144,T130,T130,Roger Sloan,1,7.9
145,T130,T130,Joey Snyder III,1,7.9
146,T130,T130,Brendan Steele,3,7.9
147,T130,T130,Andre Stolz,1,7.9
148,T130,T130,Peter Tomasulo,3,7.9
149,T130,T130,Scott Verplank,1,7.9
150,T130,T130,Jimmy Walker,2,7.9
151,T130,T130,Tom Watson,1,7.9
152,T130,T130,Mike Weir,2,7.9
153,T130,T130,Lee Williams,2,7.9
154,T155,T155,Will Claxton,3,7.8
155,T155,T155,Erik Compton,2,7.8
156,T155,T155,Fred Couples,2,7.8
157,T155,T155,Jeff Gove,1,7.8
158,T155,T155,Bill Haas,4,7.8
159,T155,T155,Charles Howell III,4,7.8
160,T155,T155,Dustin Johnson,3,7.8
161,T155,T155,Ben Kohles,1,7.8
162,T155,T155,Matt Kuchar,4,7.8
163,T155,T155,Rod Pampling,1,7.8
164,T155,T155,Tim Petrovic,3,7.8
165,T155,T155,Brett Quigley,1,7.8
166,T155,T155,Chez Reavie,3,7.8
167,T155,T155,Patrick Reed,4,7.8
168,T155,T155,Heath Slocum,3,7.8
169,T155,T155,Justin Thomas,2,7.8
170,T155,T155,Duffy Waldorf,1,7.8
171,T172,T172,Stuart Appleby,4,7.7
172,T172,T172,Nicolas Colsaerts,2,7.7
173,T172,T172,Jason Dufner,4,7.7
174,T172,T172,Scott Harrington,1,7.7
175,T172,T172,Russell Henley,3,7.7
176,T172,T172,Tim Herron,2,7.7
177,T172,T172,Billy Horschel,3,7.7
178,T172,T172,Skip Kendall,1,7.7
179,T172,T172,John Kimbell,1,7.7
180,T172,T172,Kelly Kraft,2,7.7
181,T172,T172,Steve LeBrun,4,7.7
182,T172,T172,Michael Letzig,2,7.7
183,T172,T172,Steve Marino,2,7.7
184,T172,T172,David Mathis,4,7.7
185,T172,T172,Ryan Moore,4,7.7
186,T172,T172,Kevin Na,1,7.7
187,T172,T172,Ryan Palmer,3,7.7
188,T172,T172,Alistair Presnell,2,7.7
189,T172,T172,Sam Saunders,1,7.7
190,T172,T172,Brandt Snedeker,3,7.7
