,Last_5_Events_-_Putting_RANK THIS WEEK,Last_5_Events_-_Putting_RANK LAST WEEK,Last_5_Events_-_Putting_PLAYER NAME,Last_5_Events_-_Putting_EVENTS,Last_5_Events_-_Putting_RATING
0,T1,T1,Paul Haley II,1,9.3
1,T1,T1,Kevin Kisner,1,9.3
2,T3,T3,Kelly Kraft,2,8.9
3,T3,T3,Billy Mayfair,1,8.9
4,T3,T3,"Ted Potter, Jr.",1,8.9
5,T3,T3,Joey Snyder III,1,8.9
6,T7,T7,Shane Bertsch,1,8.8
7,T7,T7,David Lingmerth,1,8.8
8,T9,T9,Matt Bettencourt,1,8.7
9,T9,T9,Chris DiMarco,2,8.7
10,T9,T9,Brian Harman,1,8.7
11,T9,T9,Matt Jones,3,8.7
12,T13,T13,Woody Austin,1,8.6
13,T13,T13,Rickie Fowler,3,8.6
14,T13,T13,Doug LaBelle II,2,8.6
15,T13,T13,Danny Lee,1,8.6
16,T13,T13,Troy Matteson,2,8.6
17,T18,T18,Jason Bohn,3,8.5
18,T18,T18,Steven Bowditch,3,8.5
19,T18,T18,Brad Fritsch,1,8.5
20,T18,T18,Miguel Angel Jiménez,1,8.5
21,T18,T18,Skip Kendall,1,8.5
22,T18,T18,Paul Lawrie,1,8.5
23,T18,T18,Seung-Yul Noh,1,8.5
24,T18,T18,Rod Pampling,1,8.5
25,T18,T18,Steve Stricker,4,8.5
26,T27,T27,Ryan Blaum,1,8.4
27,T27,T27,Andres Gonzales,1,8.4
28,T27,T27,Nathan Green,2,8.4
29,T27,T27,J.B. Holmes,1,8.4
30,T27,T27,Freddie Jacobson,1,8.4
31,T27,T27,Michael Kim,1,8.4
32,T27,T27,Kevin Na,1,8.4
33,T27,T27,Jordan Spieth,5,8.4
34,T27,T27,Shawn Stefani,3,8.4
35,T36,T36,Aaron Baddeley,2,8.3
36,T36,T36,Todd Baek,1,8.3
37,T36,T36,Bart Bryant,1,8.3
38,T36,T36,Retief Goosen,3,8.3
39,T36,T36,James Hahn,1,8.3
40,T36,T36,Chris Kirk,3,8.3
41,T36,T36,Marc Leishman,3,8.3
42,T36,T36,Rory McIlroy,4,8.3
43,T36,T36,Francesco Molinari,1,8.3
44,T36,T36,Webb Simpson,5,8.3
45,T36,T36,Toru Taniguchi,1,8.3
