,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
202,T180,T180,Kevin Stadler,14,7.6
203,T180,T180,Brendan Steele,16,7.6
204,T180,T180,Bubba Watson,14,7.6
205,T180,T180,Jeremiah Wooding,1,7.6
206,T207,T207,Joe Affrunti,2,7.5
207,T207,T207,Mark Anderson,1,7.5
208,T207,T207,Justin Bolli,3,7.5
209,T207,T207,Michael Bradley,4,7.5
210,T207,T207,Roberto Castro,17,7.5
211,T207,T207,Kevin Chappell,14,7.5
212,T207,T207,Stewart Cink,11,7.5
213,T207,T207,Jason Dufner,14,7.5
214,T207,T207,Steve Flesch,2,7.5
215,T207,T207,Brad Fritsch,14,7.5
216,T207,T207,Andres Gonzales,3,7.5
217,T207,T207,Lee Janzen,2,7.5
218,T207,T207,Brandt Jobe,11,7.5
219,T207,T207,Satoshi Kodaira,1,7.5
220,T207,T207,Ben Kohles,10,7.5
221,T207,T207,Hank Kuehne,3,7.5
222,T207,T207,Davis Love III,6,7.5
223,T207,T207,Jeff Maggert,11,7.5
224,T207,T207,David Mathis,10,7.5
225,T207,T207,Seung-Yul Noh,9,7.5
226,T207,T207,Henrik Norlander,10,7.5
227,T207,T207,Nick O'Hern,6,7.5
228,T207,T207,Louis Oosthuizen,4,7.5
229,T207,T207,Kyle Reifers,2,7.5
230,T207,T207,Justin Rose,11,7.5
231,T207,T207,Adam Scott,11,7.5
232,T207,T207,Andre Stolz,1,7.5
233,T207,T207,Andrew Svoboda,5,7.5
234,T207,T207,Nicholas Thompson,18,7.5
235,T207,T207,Guan Tian Liang,1,7.5
236,T207,T207,D.J. Trahan,6,7.5
237,T207,T207,Johnson Wagner,6,7.5
238,T207,T207,Duffy Waldorf,1,7.5
239,T207,T207,Nick Watney,17,7.5
240,T207,T207,Mark Wilson,8,7.5
241,T242,T242,Ricky Barnes,9,7.4
242,T242,T242,Brendon de Jonge,23,7.4
243,T242,T242,Graham DeLaet,19,7.4
244,T242,T242,Scott Gardiner,7,7.4
245,T242,T242,Jim Herman,7,7.4
246,T242,T242,Justin Hicks,14,7.4
247,T242,T242,John Huh,14,7.4
248,T242,T242,Trevor Immelman,10,7.4
249,T242,T242,Robert Karlsson,6,7.4
250,T242,T242,Troy Kelly,2,7.4
251,T242,T242,Chez Reavie,14,7.4
252,T242,T242,Lee Westwood,13,7.4
253,T242,T242,Dean Wilson,1,7.4
254,T255,T255,Kiradech Aphibarnrat,1,7.3
255,T255,T255,Ángel Cabrera,13,7.3
256,T255,T255,Chad Campbell,13,7.3
257,T255,T255,Marcus Fraser,1,7.3
258,T255,T255,Branden Grace,4,7.3
259,T255,T255,Neal Lancaster,2,7.3
260,T255,T255,Steve LeBrun,9,7.3
261,T255,T255,Frank Lickliter II,1,7.3
262,T255,T255,Alex Noren,1,7.3
263,T255,T255,Sean O'Hair,7,7.3
264,T255,T255,Thorbjørn Olesen,3,7.3
265,T255,T255,Kenny Perry,2,7.3
266,T255,T255,Kevin Sutherland,4,7.3
267,T255,T255,Boo Weekley,20,7.3
268,T255,T255,Chris Wood,2,7.3
269,T270,T270,Arjun Atwal,2,7.2
270,T270,T270,Rafa Cabrera Bello,1,7.2
271,T270,T270,David Frost,1,7.2
272,T270,T270,Stephen Gallacher,2,7.2
273,T270,T270,Ryo Ishikawa,9,7.2
274,T270,T270,Martin Kaymer,9,7.2
275,T270,T270,Russell Knox,5,7.2
276,T270,T270,Greg Owen,12,7.2
277,T270,T270,Heath Slocum,4,7.2
278,T279,T279,David Branshaw,1,7.1
279,T279,T279,Paul Casey,1,7.1
280,T279,T279,Will Claxton,7,7.1
281,T279,T279,Ross Fisher,7,7.1
282,T279,T279,J.J. Henry,15,7.1
283,T279,T279,John Kimbell,1,7.1
284,T279,T279,Martin Laird,11,7.1
285,T279,T279,John Senden,12,7.1
286,T279,T279,Kyle Stanley,10,7.1
287,T288,T288,Nicolas Colsaerts,6,7.0
288,T288,T288,Joe Durant,2,7.0
289,T288,T288,Joe Ogilvie,4,7.0
290,T288,T288,Peter Tomasulo,7,7.0
291,T292,T292,Jeff Gove,2,6.9
292,T292,T292,Mikko Ilonen,1,6.9
293,T292,T292,Eric Meierdierks,3,6.9
294,T292,T292,Vijay Singh,9,6.9
295,T292,T292,Paul Stankowski,1,6.9
296,T292,T292,Hideto Tanihara,1,6.9
297,T292,T292,Tom Watson,1,6.9
298,T299,T299,Blayne Barber,1,6.7
299,T299,T299,Robert Gamez,1,6.7
300,301,301,Mike Hendry,1,6.6
301,302,302,Richie Ramsay,1,6.5
302,303,303,Andrew Johnson,1,6.4
303,T304,T304,Kent Jones,1,6.3
304,T304,T304,Rod Perry,1,6.3
305,306,306,Daniel Popovic,1,6.1
306,307,307,Jaco Van Zyl,1,6.0
