,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Peter Lonard,1,8.5
1,T2,T2,Hideki Matsuyama,3,8.4
2,T2,T2,Sam Saunders,1,8.4
3,T2,T2,Duffy Waldorf,1,8.4
4,5,5,Paul Casey,1,8.3
5,T6,T6,Chris Riley,1,8.1
6,T6,T6,Lee Williams,7,8.1
7,8,8,Marco Dawson,1,8.0
8,9,9,Zack Fischer,1,7.9
9,10,10,Russ Cochran,1,7.8
10,11,11,Kyle Reifers,2,7.7
11,T12,T12,Brett Rumford,1,7.6
12,T12,T12,Paul Stankowski,1,7.6
13,T14,T14,Miguel Angel Jiménez,1,7.5
14,T14,T14,Jeff Klauk,2,7.5
15,16,16,Shane Bertsch,1,7.4
16,T17,T17,Jonathan Byrd,3,7.3
17,T17,T17,Patrick Cantlay,1,7.3
18,T17,T17,Michael Letzig,4,7.3
19,T17,T17,Justin Rose,11,7.3
20,T17,T17,Roger Sloan,1,7.3
21,T17,T17,Guan Tian Liang,1,7.3
22,T23,T23,Steven Bowditch,10,7.2
23,T23,T23,Tim Clark,8,7.2
24,T23,T23,Luke Donald,11,7.2
25,T23,T23,Hunter Haas,3,7.2
26,T23,T23,Luke List,6,7.2
27,T23,T23,Kevin Na,2,7.2
28,T29,T29,Stewart Cink,10,7.1
29,T29,T29,Matt Kuchar,18,7.1
30,T29,T29,Francesco Molinari,2,7.1
31,T29,T29,Jonathan Randolph,1,7.1
32,T29,T29,Patrick Rodgers,1,7.1
33,T29,T29,Steve Stricker,9,7.1
34,T29,T29,Brian Stuard,9,7.1
35,T29,T29,Mark Wilson,5,7.1
36,T37,T37,Kevin Chappell,12,7.0
37,T37,T37,Glen Day,2,7.0
38,T37,T37,Tom Gillis,10,7.0
39,T37,T37,Peter Hanson,6,7.0
40,T37,T37,Neal Lancaster,1,7.0
41,T37,T37,Louis Oosthuizen,3,7.0
42,T37,T37,Andre Stolz,1,7.0
43,T44,T44,Ryan Blaum,1,6.9
44,T44,T44,K.J. Choi,14,6.9
45,T44,T44,Steve Marino,5,6.9
46,T44,T44,Billy Mayfair,2,6.9
47,T44,T44,Bryce Molder,16,6.9
48,T44,T44,Seung-Yul Noh,8,6.9
49,T44,T44,Darron Stiles,5,6.9
50,T51,T51,Joe Affrunti,1,6.8
51,T51,T51,Jonas Blixt,10,6.8
52,T51,T51,Bart Bryant,1,6.8
53,T51,T51,Roberto Castro,17,6.8
54,T51,T51,Jason Day,15,6.8
55,T51,T51,Bob Estes,13,6.8
56,T51,T51,Matt Every,14,6.8
57,T51,T51,Steve Flesch,2,6.8
58,T51,T51,Andres Gonzales,1,6.8
59,T51,T51,Paul Haley II,3,6.8
60,T51,T51,J.B. Holmes,1,6.8
61,T51,T51,Trevor Immelman,10,6.8
62,T51,T51,Freddie Jacobson,9,6.8
63,T51,T51,Robert Karlsson,5,6.8
64,T51,T51,Danny Lee,1,6.8
65,T51,T51,Eric Meierdierks,3,6.8
66,T51,T51,Geoff Ogilvy,7,6.8
67,T51,T51,Rod Pampling,4,6.8
68,T51,T51,Ian Poulter,9,6.8
69,T51,T51,Webb Simpson,14,6.8
70,T51,T51,Shawn Stefani,8,6.8
71,T72,T72,Aaron Baddeley,9,6.7
72,T72,T72,Cameron Beckman,2,6.7
73,T72,T72,Keegan Bradley,15,6.7
74,T72,T72,Bud Cauley,8,6.7
75,T72,T72,Brian Davis,17,6.7
76,T72,T72,James Driscoll,11,6.7
77,T72,T72,Robert Gamez,1,6.7
78,T72,T72,Lee Janzen,2,6.7
79,T72,T72,Scott Langley,10,6.7
80,T72,T72,David Lynn,11,6.7
81,T72,T72,Joe Ogilvie,4,6.7
82,T72,T72,Alistair Presnell,6,6.7
83,T72,T72,Patrick Reed,11,6.7
84,T72,T72,Andres Romero,8,6.7
85,T72,T72,Jordan Spieth,16,6.7
