,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,T1,T1,Woody Austin,1,8.5
1,T1,T1,Blayne Barber,1,8.5
2,T1,T1,David Branshaw,1,8.5
3,4,4,Billy Andrade,1,8.4
4,5,5,Hideto Tanihara,1,8.3
5,T6,T6,Ross Fisher,6,8.1
6,T6,T6,Kent Jones,1,8.1
7,8,8,Glen Day,2,8.0
8,T9,T9,Joe Durant,2,7.9
9,T9,T9,Danny Willett,1,7.9
10,T11,T11,Jim Furyk,10,7.8
11,T11,T11,John Kimbell,1,7.8
12,T11,T11,Kenny Perry,2,7.8
13,T11,T11,Chez Reavie,10,7.8
14,T11,T11,Chris Riley,2,7.8
15,T11,T11,Justin Rose,9,7.8
16,T11,T11,Richard Sterne,2,7.8
17,T11,T11,Mark Wilson,7,7.8
18,T19,T19,Ricky Barnes,6,7.7
19,T19,T19,Gary Christian,3,7.7
20,T19,T19,Miguel Angel Jiménez,1,7.7
21,T19,T19,Ben Kohles,4,7.7
22,T19,T19,Peter Lonard,1,7.7
23,T19,T19,Heath Slocum,6,7.7
24,T19,T19,Joey Snyder III,2,7.7
25,T19,T19,Darron Stiles,3,7.7
26,T19,T19,Tom Watson,1,7.7
27,T28,T28,Michael Bradley,2,7.6
28,T28,T28,John Rollins,5,7.6
29,T28,T28,Sam Saunders,1,7.6
30,T28,T28,Kyle Stanley,6,7.6
31,T28,T28,Nicholas Thompson,10,7.6
32,T28,T28,Peter Tomasulo,7,7.6
33,T28,T28,Nick Watney,9,7.6
34,T35,T35,Cameron Beckman,4,7.5
35,T35,T35,K.J. Choi,9,7.5
36,T35,T35,Robert Garrigus,4,7.5
37,T35,T35,Justin Hicks,7,7.5
38,T35,T35,Zach Johnson,12,7.5
39,T35,T35,Michael Kim,1,7.5
40,T35,T35,Russell Knox,7,7.5
41,T35,T35,Hideki Matsuyama,3,7.5
42,T35,T35,Greg Owen,7,7.5
43,T35,T35,Bo Van Pelt,7,7.5
44,T35,T35,Tiger Woods,10,7.5
45,T46,T46,Thomas Aiken,1,7.4
46,T46,T46,Patrick Cantlay,1,7.4
47,T46,T46,Jim Herman,6,7.4
48,T46,T46,Jeff Maggert,7,7.4
49,T46,T46,Francesco Molinari,4,7.4
50,T46,T46,Nick O'Hern,6,7.4
51,T46,T46,"Ted Potter, Jr.",6,7.4
52,T46,T46,Steve Stricker,10,7.4
53,T46,T46,David Toms,5,7.4
54,T55,T55,Tim Clark,5,7.3
55,T55,T55,Marco Dawson,2,7.3
56,T55,T55,Brendon de Jonge,12,7.3
57,T55,T55,Graham DeLaet,12,7.3
58,T55,T55,John Huh,8,7.3
59,T55,T55,Jerry Kelly,11,7.3
60,T55,T55,David Lingmerth,6,7.3
61,T55,T55,Shane Lowry,2,7.3
62,T55,T55,George McNeill,8,7.3
63,T55,T55,Ryan Moore,8,7.3
64,T55,T55,Alex Noren,1,7.3
65,T55,T55,Rory Sabbatini,9,7.3
66,T55,T55,Vijay Singh,5,7.3
67,T55,T55,Kevin Stadler,7,7.3
68,T55,T55,Paul Stankowski,1,7.3
69,T55,T55,Henrik Stenson,9,7.3
70,T55,T55,Kevin Streelman,9,7.3
71,T55,T55,Boo Weekley,10,7.3
72,T55,T55,Y.E. Yang,4,7.3
73,T74,T74,Jason Bohn,9,7.2
74,T74,T74,Bud Cauley,5,7.2
75,T74,T74,Brian Davis,10,7.2
76,T74,T74,Jason Dufner,10,7.2
77,T74,T74,Dustin Johnson,8,7.2
78,T74,T74,Matt Jones,9,7.2
79,T74,T74,Chris Kirk,11,7.2
80,T74,T74,Davis Love III,6,7.2
81,T74,T74,Billy Mayfair,2,7.2
82,T74,T74,Ryan Palmer,11,7.2
83,T74,T74,Charl Schwartzel,10,7.2
84,T74,T74,"Wes Short, Jr.",3,7.2
85,T74,T74,Brandt Snedeker,8,7.2
86,T74,T74,Jordan Spieth,12,7.2
87,T74,T74,Scott Stallings,6,7.2
88,T74,T74,Andre Stolz,1,7.2
89,T74,T74,Brian Stuard,4,7.2
90,T74,T74,Marc Turnesa,1,7.2
91,T74,T74,Jeremiah Wooding,1,7.2
92,T93,T93,Arjun Atwal,4,7.1
93,T93,T93,Roberto Castro,11,7.1
94,T93,T93,Kevin Chappell,11,7.1
95,T93,T93,Robert Gamez,1,7.1
96,T93,T93,Lucas Glover,4,7.1
97,T93,T93,David Hearn,11,7.1
98,T93,T93,Ryo Ishikawa,7,7.1
99,T93,T93,Brandt Jobe,9,7.1
100,T93,T93,Robert Karlsson,5,7.1
101,T93,T93,Martin Kaymer,9,7.1
102,T93,T93,D.H. Lee,7,7.1
103,T93,T93,Graeme McDowell,7,7.1
104,T93,T93,Bryce Molder,9,7.1
105,T93,T93,Louis Oosthuizen,4,7.1
106,T93,T93,Patrick Rodgers,1,7.1
107,T93,T93,Adam Scott,10,7.1
108,T93,T93,Webb Simpson,11,7.1
109,T93,T93,Vaughn Taylor,7,7.1
110,T93,T93,Johnson Wagner,2,7.1
111,T93,T93,Lee Westwood,10,7.1
112,T113,T113,Mark Anderson,1,7.0
113,T113,T113,Todd Baek,1,7.0
114,T113,T113,Shane Bertsch,1,7.0
115,T113,T113,Stewart Cink,7,7.0
116,T113,T113,Will Claxton,6,7.0
117,T113,T113,Luke Donald,10,7.0
118,T113,T113,Bill Haas,8,7.0
119,T113,T113,James Hahn,5,7.0
120,T113,T113,Trevor Immelman,6,7.0
121,T113,T113,Steve LeBrun,8,7.0
122,T113,T113,David Mathis,7,7.0
123,T113,T113,Pat Perez,8,7.0
124,T113,T113,Ian Poulter,8,7.0
125,T113,T113,Tag Ridings,5,7.0
126,T113,T113,Nate Smith,1,7.0
127,T113,T113,Brendon Todd,8,7.0
128,T113,T113,Dean Wilson,1,7.0
129,T130,T130,Keegan Bradley,9,6.9
130,T130,T130,Chad Campbell,9,6.9
131,T130,T130,Russ Cochran,1,6.9
132,T130,T130,James Driscoll,7,6.9
133,T130,T130,Ken Duke,7,6.9
134,T130,T130,Ernie Els,7,6.9
135,T130,T130,Bob Estes,12,6.9
136,T130,T130,Brad Fritsch,8,6.9
137,T130,T130,Stephen Gallacher,2,6.9
138,T130,T130,Sergio Garcia,10,6.9
