,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
140,T126,T126,Richard Lee,16,6.9
141,T126,T126,Bryce Molder,16,6.9
142,T126,T126,Tim Petrovic,5,6.9
143,T126,T126,Ian Poulter,9,6.9
144,T126,T126,Roger Sloan,1,6.9
145,T126,T126,Kevin Sutherland,4,6.9
146,T126,T126,Johnson Wagner,6,6.9
147,T126,T126,Steve Wheatcroft,1,6.9
148,T126,T126,Gary Woodland,18,6.9
149,T150,T150,Charlie Beljan,7,6.8
150,T150,T150,Justin Bolli,3,6.8
151,T150,T150,Franklin Corpening,1,6.8
152,T150,T150,Ben Curtis,8,6.8
153,T150,T150,Luke Donald,11,6.8
154,T150,T150,Matt Every,15,6.8
155,T150,T150,Luke Guthrie,12,6.8
156,T150,T150,David Hearn,14,6.8
157,T150,T150,Billy Horschel,21,6.8
158,T150,T150,Ryuji Imada,1,6.8
159,T150,T150,Hunter Mahan,15,6.8
160,T150,T150,David Mathis,10,6.8
161,T150,T150,Rory McIlroy,10,6.8
162,T150,T150,Pat Perez,13,6.8
163,T150,T150,Rod Perry,1,6.8
164,T150,T150,Marcel Siem,4,6.8
165,T150,T150,Daniel Summerhays,15,6.8
166,T150,T150,Bubba Watson,14,6.8
167,T168,T168,Bart Bryant,1,6.7
168,T168,T168,Fred Couples,2,6.7
169,T168,T168,James Driscoll,12,6.7
170,T168,T168,Tom Gillis,11,6.7
171,T168,T168,Andres Gonzales,3,6.7
172,T168,T168,Jeff Gove,2,6.7
173,T168,T168,Hunter Haas,3,6.7
174,T168,T168,Mike Hendry,1,6.7
175,T168,T168,Charley Hoffman,17,6.7
176,T168,T168,Trevor Immelman,10,6.7
177,T168,T168,Colt Knost,8,6.7
178,T168,T168,Scott Langley,10,6.7
179,T168,T168,David Lynn,11,6.7
180,T168,T168,Jin Park,5,6.7
181,T168,T168,Carl Pettersson,15,6.7
182,T168,T168,D.A. Points,13,6.7
183,T168,T168,Brendan Steele,16,6.7
184,T168,T168,Robert Streb,10,6.7
185,T168,T168,Chris Stroud,16,6.7
186,T168,T168,Andrew Svoboda,5,6.7
187,T168,T168,Josh Teater,13,6.7
188,T168,T168,Guan Tian Liang,1,6.7
189,T168,T168,D.J. Trahan,6,6.7
190,T191,T191,Joe Affrunti,2,6.6
191,T191,T191,Robert Allenby,5,6.6
192,T191,T191,Sangmoon Bae,15,6.6
193,T191,T191,Jonathan Byrd,3,6.6
194,T191,T191,Derek Ernst,7,6.6
195,T191,T191,Steve Flesch,2,6.6
196,T191,T191,David Frost,1,6.6
197,T191,T191,Padraig Harrington,7,6.6
198,T191,T191,Jason Kokrak,13,6.6
199,T191,T191,Michael Letzig,4,6.6
200,T191,T191,Phil Mickelson,14,6.6
201,T191,T191,Henrik Norlander,10,6.6
202,T191,T191,Michael Thompson,9,6.6
203,T204,T204,Stephen Ames,6,6.5
204,T204,T204,Stuart Appleby,18,6.5
205,T204,T204,Ryan Blaum,1,6.5
206,T204,T204,Scott Brown,10,6.5
207,T204,T204,Ben Crane,8,6.5
208,T204,T204,Marco Dawson,1,6.5
209,T204,T204,Chris DiMarco,4,6.5
210,T204,T204,Harris English,19,6.5
211,T204,T204,Brian Gay,15,6.5
212,T204,T204,Brian Harman,13,6.5
213,T204,T204,Martin Laird,11,6.5
214,T204,T204,Justin Leonard,17,6.5
215,T204,T204,Ken Looper,2,6.5
216,T204,T204,John Mallinger,6,6.5
217,T204,T204,William McGirt,13,6.5
218,T204,T204,Geoff Ogilvy,7,6.5
219,T204,T204,Cameron Percy,12,6.5
220,T204,T204,Scott Piercy,13,6.5
221,T204,T204,Cameron Tringale,16,6.5
222,T204,T204,Scott Verplank,4,6.5
223,T204,T204,Duffy Waldorf,1,6.5
224,T204,T204,Jimmy Walker,18,6.5
225,T204,T204,Charlie Wi,13,6.5
226,T227,T227,Michael Bradley,4,6.4
227,T227,T227,Erik Compton,11,6.4
228,T227,T227,Jason Day,16,6.4
229,T227,T227,Martin Flores,15,6.4
230,T227,T227,Doug LaBelle II,12,6.4
231,T227,T227,Danny Lee,1,6.4
232,T227,T227,Marc Leishman,14,6.4
233,T227,T227,Frank Lickliter II,1,6.4
234,T227,T227,Bill Lunde,3,6.4
235,T227,T227,Troy Matteson,8,6.4
236,T227,T227,Jeff Overton,16,6.4
237,T227,T227,Rod Pampling,5,6.4
238,T227,T227,Shawn Stefani,9,6.4
239,T227,T227,Casey Wittenberg,8,6.4
240,T241,T241,Fabián Gómez,8,6.3
241,T241,T241,Branden Grace,4,6.3
242,T241,T241,Peter Hanson,6,6.3
243,T241,T241,Scott Harrington,1,6.3
244,T241,T241,Andrew Johnson,1,6.3
245,T241,T241,Jeff Klauk,3,6.3
246,T241,T241,Matteo Manassero,4,6.3
247,T241,T241,Eric Meierdierks,3,6.3
248,T241,T241,Thorbjørn Olesen,3,6.3
249,T241,T241,Patrick Reed,13,6.3
250,T241,T241,John Senden,12,6.3
251,T241,T241,Aaron Watkins,2,6.3
252,T241,T241,Chris Williams,1,6.3
253,T241,T241,Chris Wood,2,6.3
254,T255,T255,Kiradech Aphibarnrat,1,6.2
255,T255,T255,Matt Bettencourt,3,6.2
256,T255,T255,Paul Casey,1,6.2
257,T255,T255,Greg Chalmers,13,6.2
258,T255,T255,Gonzalo Fernandez-Castaño,4,6.2
259,T255,T255,Tommy Gainey,12,6.2
260,T255,T255,Morgan Hoffmann,10,6.2
261,T255,T255,Scott Jamieson,1,6.2
262,T255,T255,Steve Marino,5,6.2
263,T255,T255,Joe Ogilvie,4,6.2
264,T255,T255,Lee Williams,7,6.2
265,T266,T266,Tim Herron,7,6.1
266,T266,T266,Charles Howell III,18,6.1
267,T266,T266,Hank Kuehne,3,6.1
268,T266,T266,Paul Lawrie,2,6.1
269,T266,T266,Kyle Reifers,2,6.1
270,T271,T271,Jonas Blixt,12,6.0
271,T271,T271,Ángel Cabrera,13,6.0
272,T271,T271,George Coetzee,6,6.0
273,T271,T271,Neal Lancaster,2,6.0
274,T271,T271,Sean O'Hair,7,6.0
275,T276,T276,John Daly,3,5.9
276,T276,T276,Bobby Gates,3,5.9
277,T276,T276,Mikko Ilonen,1,5.9
278,T276,T276,Lee Janzen,2,5.9
279,T276,T276,Jonathan Randolph,1,5.9
280,T276,T276,Alexandre Rocha,1,5.9
281,T276,T276,Andres Romero,8,5.9
282,T276,T276,Jaco Van Zyl,1,5.9
283,T284,T284,Steven Bowditch,11,5.8
284,T284,T284,Rafa Cabrera Bello,1,5.8
285,T284,T284,Jamie Donaldson,3,5.8
286,T284,T284,Luke List,7,5.8
287,T288,T288,J.B. Holmes,1,5.7
288,T288,T288,Troy Kelly,2,5.7
289,T288,T288,Mike Weir,6,5.7
290,T291,T291,Nathan Green,4,5.6
291,T291,T291,Kevin Na,2,5.6
292,T291,T291,Alistair Presnell,6,5.6
293,T294,T294,Aaron Baddeley,10,5.5
294,T294,T294,Seung-Yul Noh,9,5.5
295,T294,T294,Richie Ramsay,1,5.5
296,297,297,Kelly Kraft,2,5.4
297,T298,T298,Marcus Fraser,1,5.3
298,T298,T298,Justin Thomas,1,5.3
299,300,300,Thaworn Wiratchant,1,5.1
300,301,301,Brett Rumford,1,5.0
301,302,302,Satoshi Kodaira,1,4.9
302,T303,T303,Kevin Kisner,1,4.7
303,T303,T303,Jesper Parnevik,2,4.7
304,T305,T305,Zack Fischer,1,4.3
305,T305,T305,Toru Taniguchi,1,4.3
306,307,307,Daniel Popovic,1,4.2
