,Last_15_Events_-_Scoring_RANK THIS WEEK,Last_15_Events_-_Scoring_RANK LAST WEEK,Last_15_Events_-_Scoring_PLAYER NAME,Last_15_Events_-_Scoring_EVENTS,Last_15_Events_-_Scoring_RATING
0,1,1,Woody Austin,1,9.1
1,2,2,Danny Lee,1,9.0
2,3,3,Shane Bertsch,1,8.9
3,3,3,Miguel Angel Jiménez,1,8.9
4,5,5,Billy Andrade,1,8.7
5,5,5,Richard Sterne,2,8.7
6,5,5,Steve Stricker,10,8.7
7,8,8,Patrick Rodgers,1,8.6
8,8,8,Henrik Stenson,9,8.6
9,10,10,Patrick Cantlay,1,8.5
10,10,10,Glen Day,2,8.5
11,10,10,Hideki Matsuyama,3,8.5
12,10,10,"Ted Potter, Jr.",6,8.5
13,10,10,John Rollins,5,8.5
14,10,10,Justin Rose,9,8.5
15,10,10,Rory Sabbatini,9,8.5
16,10,10,Jordan Spieth,12,8.5
17,10,10,Aaron Watkins,2,8.5
18,10,10,Tiger Woods,10,8.5
19,20,20,Sergio Garcia,10,8.4
20,20,20,Bill Haas,8,8.4
21,20,20,Jim Herman,6,8.4
22,20,20,Scott Jamieson,1,8.4
23,20,20,Matt Jones,9,8.4
24,20,20,Phil Mickelson,8,8.4
25,20,20,Alex Noren,1,8.4
26,20,20,Kyle Stanley,6,8.4
27,20,20,Brendon Todd,8,8.4
28,29,29,Thomas Aiken,1,8.3
29,29,29,Justin Bolli,2,8.3
30,29,29,Graham DeLaet,12,8.3
31,29,29,Luke Donald,10,8.3
32,29,29,Harris English,10,8.3
33,29,29,Robert Garrigus,4,8.3
34,29,29,Peter Hanson,6,8.3
35,29,29,Brian Harman,6,8.3
36,29,29,D.H. Lee,7,8.3
37,29,29,David Lingmerth,6,8.3
38,29,29,Peter Lonard,1,8.3
39,29,29,Hunter Mahan,8,8.3
40,29,29,Billy Mayfair,2,8.3
41,29,29,John Peterson,3,8.3
42,29,29,Scott Stallings,6,8.3
43,29,29,Chris Williams,1,8.3
44,45,45,Todd Baek,1,8.2
45,45,45,Jason Bohn,9,8.2
46,45,45,Keegan Bradley,9,8.2
47,45,45,Roberto Castro,11,8.2
48,45,45,Franklin Corpening,1,8.2
49,45,45,James Driscoll,7,8.2
50,45,45,Matt Every,10,8.2
51,45,45,Jim Furyk,10,8.2
52,45,45,Morgan Hoffmann,9,8.2
53,45,45,J.B. Holmes,3,8.2
54,45,45,John Huh,8,8.2
55,45,45,Freddie Jacobson,8,8.2
56,45,45,Zach Johnson,12,8.2
57,45,45,Dustin Johnson,8,8.2
58,45,45,Matt Kuchar,11,8.2
