,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,1,1,Nicolas Colsaerts,5,9.7
1,T2,T2,Hank Kuehne,3,9.6
2,T2,T2,Rory McIlroy,10,9.6
3,T4,T4,Robert Garrigus,4,9.5
4,T4,T4,Dustin Johnson,8,9.5
5,T4,T4,Luke List,5,9.5
6,T4,T4,Eric Meierdierks,2,9.5
7,T4,T4,Bubba Watson,10,9.5
8,T9,T9,Charlie Beljan,4,9.2
9,T9,T9,J.B. Holmes,3,9.2
10,T9,T9,Kyle Stanley,6,9.2
11,T12,T12,Franklin Corpening,1,9.1
12,T12,T12,Ken Looper,2,9.1
13,14,14,Jason Kokrak,9,9.0
14,T15,T15,Patrick Rodgers,1,8.8
15,T15,T15,Gary Woodland,12,8.8
16,T17,T17,Steven Bowditch,8,8.7
17,T17,T17,Jason Day,11,8.7
18,T17,T17,Sean O'Hair,4,8.7
19,T17,T17,Louis Oosthuizen,4,8.7
20,T17,T17,Ryan Palmer,11,8.7
21,T22,T22,Martin Flores,10,8.6
22,T22,T22,Roger Sloan,1,8.6
23,T22,T22,Jimmy Walker,9,8.6
24,T22,T22,Chris Williams,1,8.6
25,T26,T26,Ángel Cabrera,10,8.5
26,T26,T26,Martin Laird,7,8.5
27,T26,T26,Adam Scott,10,8.5
28,T29,T29,Keegan Bradley,9,8.4
29,T29,T29,Jim Herman,6,8.4
30,T31,T31,John Daly,3,8.3
31,T31,T31,Seung-Yul Noh,5,8.3
32,T31,T31,Rory Sabbatini,9,8.3
33,T31,T31,Danny Willett,1,8.3
34,T35,T35,Lucas Glover,4,8.2
35,T35,T35,Scott Piercy,8,8.2
36,T35,T35,Scott Stallings,6,8.2
37,T38,T38,Rafa Cabrera Bello,2,8.1
38,T38,T38,George Coetzee,6,8.1
39,T38,T38,Graham DeLaet,12,8.1
40,T38,T38,Derek Ernst,6,8.1
41,T38,T38,Charley Hoffman,11,8.1
42,T38,T38,Morgan Hoffmann,9,8.1
43,T38,T38,Billy Horschel,9,8.1
44,T38,T38,Jhonattan Vegas,1,8.1
45,T46,T46,Tag Ridings,5,8.0
46,T46,T46,Justin Rose,9,8.0
47,T46,T46,Sam Saunders,1,8.0
48,T46,T46,Josh Teater,7,8.0
49,T50,T50,Shane Lowry,2,7.9
50,T50,T50,Hunter Mahan,8,7.9
51,T50,T50,Charl Schwartzel,10,7.9
52,T50,T50,Robert Streb,5,7.9
53,T50,T50,Nick Watney,9,7.9
54,T55,T55,Patrick Cantlay,1,7.8
55,T55,T55,Charles Howell III,10,7.8
56,T55,T55,Marcel Siem,5,7.8
57,T55,T55,Justin Thomas,2,7.8
58,T55,T55,Nicholas Thompson,10,7.8
59,T60,T60,Scott Jamieson,1,7.7
60,T60,T60,Shawn Stefani,7,7.7
61,T62,T62,Harris English,10,7.6
62,T62,T62,Russell Henley,9,7.6
63,T62,T62,Steve Marino,5,7.6
64,T62,T62,Troy Matteson,4,7.6
65,T62,T62,Patrick Reed,10,7.6
66,T62,T62,John Rollins,5,7.6
67,T62,T62,Andre Stolz,1,7.6
68,T62,T62,Peter Tomasulo,7,7.6
69,T70,T70,Branden Grace,5,7.5
70,T70,T70,Peter Hanson,6,7.5
71,T70,T70,Brian Harman,6,7.5
72,T70,T70,Danny Lee,1,7.5
73,T70,T70,Davis Love III,6,7.5
74,T70,T70,Joost Luiten,1,7.5
75,T70,T70,Greg Owen,7,7.5
76,T70,T70,Andres Romero,7,7.5
77,T70,T70,Jordan Spieth,12,7.5
78,T70,T70,Richard Sterne,2,7.5
79,T70,T70,Boo Weekley,10,7.5
80,T70,T70,Lee Westwood,10,7.5
81,T82,T82,Matt Every,10,7.4
82,T82,T82,Brad Fritsch,8,7.4
83,T82,T82,Scott Harrington,1,7.4
84,T82,T82,Jeff Overton,10,7.4
85,T82,T82,Cameron Percy,9,7.4
86,T87,T87,Tommy Gainey,9,7.3
87,T87,T87,Scott Gardiner,4,7.3
88,T87,T87,David Lingmerth,6,7.3
89,T87,T87,Carl Pettersson,9,7.3
90,T87,T87,Henrik Stenson,9,7.3
91,T92,T92,Kiradech Aphibarnrat,1,7.2
92,T92,T92,Kevin Chappell,11,7.2
93,T92,T92,Mikko Ilonen,1,7.2
94,T92,T92,Ryo Ishikawa,7,7.2
95,T92,T92,Brendan Steele,7,7.2
96,T97,T97,Henrik Norlander,8,7.1
97,T97,T97,Kenny Perry,2,7.1
98,T97,T97,John Peterson,3,7.1
99,T97,T97,Kevin Stadler,7,7.1
100,T97,T97,Tiger Woods,10,7.1
101,T102,T102,Thomas Aiken,1,7.0
102,T102,T102,Aaron Baddeley,3,7.0
103,T102,T102,Paul Casey,1,7.0
104,T102,T102,Jason Dufner,10,7.0
105,T102,T102,Ross Fisher,6,7.0
106,T102,T102,Sergio Garcia,10,7.0
107,T108,T108,Scott Brown,7,6.9
108,T108,T108,Fred Couples,2,6.9
109,T108,T108,James Hahn,5,6.9
110,T108,T108,Martin Kaymer,9,6.9
111,T108,T108,Troy Kelly,3,6.9
112,T108,T108,Marc Leishman,9,6.9
113,T108,T108,D.J. Trahan,5,6.9
114,T108,T108,Jeremiah Wooding,1,6.9
115,T116,T116,Stewart Cink,7,6.8
116,T116,T116,Ernie Els,7,6.8
117,T116,T116,Matt Jones,9,6.8
118,T116,T116,Steve LeBrun,8,6.8
119,T116,T116,Thorbjørn Olesen,3,6.8
120,T116,T116,Webb Simpson,11,6.8
121,T116,T116,Chris Wood,2,6.8
122,T123,T123,Gonzalo Fernandez-Castaño,5,6.7
123,T123,T123,Bill Haas,8,6.7
124,T123,T123,John Senden,7,6.7
125,T126,T126,Ryan Blaum,1,6.6
126,T126,T126,Stephen Gallacher,2,6.6
127,T126,T126,Chris Kirk,11,6.6
128,T126,T126,Paul Lawrie,3,6.6
129,T126,T126,Phil Mickelson,8,6.6
130,T126,T126,Vaughn Taylor,7,6.6
131,T132,T132,Alistair Presnell,3,6.5
132,T132,T132,Vijay Singh,5,6.5
133,T132,T132,Steve Wheatcroft,1,6.5
134,T135,T135,Sangmoon Bae,8,6.4
135,T135,T135,Matt Bettencourt,4,6.4
136,T135,T135,Jonathan Byrd,3,6.4
137,T135,T135,Erik Compton,6,6.4
138,T135,T135,Fabián Gómez,5,6.4
139,T135,T135,Freddie Jacobson,8,6.4
140,T135,T135,Andrew Johnson,1,6.4
141,T135,T135,Neal Lancaster,2,6.4
142,T135,T135,Joey Snyder III,2,6.4
143,T135,T135,Camilo Villegas,11,6.4
144,T145,T145,Blayne Barber,1,6.3
145,T145,T145,Rickie Fowler,8,6.3
146,T145,T145,Bobby Gates,3,6.3
147,T145,T145,Brandt Jobe,9,6.3
148,T145,T145,Joe Ogilvie,4,6.3
149,T145,T145,Paul Stankowski,1,6.3
150,T151,T151,Jamie Donaldson,4,6.2
151,T151,T151,Pat Perez,8,6.2
152,T151,T151,Alexandre Rocha,1,6.2
153,T151,T151,Kevin Sutherland,4,6.2
154,T151,T151,Duffy Waldorf,1,6.2
155,T151,T151,Bernd Wiesberger,1,6.2
156,T157,T157,Jeff Gove,2,6.1
157,T157,T157,Tim Herron,7,6.1
158,T157,T157,Matt Kuchar,11,6.1
159,T157,T157,Geoff Ogilvy,6,6.1
160,T157,T157,Andrew Svoboda,5,6.1
161,T157,T157,Bo Van Pelt,7,6.1
162,T163,T163,Padraig Harrington,6,6.0
163,T163,T163,Ian Poulter,8,6.0
164,T165,T165,Jonas Blixt,9,5.9
165,T165,T165,Will Claxton,6,5.9
166,T165,T165,James Driscoll,7,5.9
167,T165,T165,Mathew Goggin,1,5.9
168,T165,T165,Andres Gonzales,3,5.9
169,T165,T165,Jonathan Randolph,1,5.9
170,T171,T171,J.J. Henry,7,5.8
171,T171,T171,Hideki Matsuyama,3,5.8
172,T171,T171,Kyle Reifers,3,5.8
173,T174,T174,Retief Goosen,7,5.7
