,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,1,1,Nicolas Colsaerts,6,9.7
1,T2,T2,Robert Garrigus,10,9.6
2,T2,T2,Dustin Johnson,11,9.6
3,T2,T2,Hank Kuehne,3,9.6
4,T2,T2,Rory McIlroy,10,9.6
5,T2,T2,Bubba Watson,14,9.6
6,T7,T7,J.B. Holmes,1,9.5
7,T7,T7,Luke List,7,9.5
8,T9,T9,Franklin Corpening,1,9.1
9,T9,T9,Ken Looper,2,9.1
10,T11,T11,Eric Meierdierks,3,9.0
11,T11,T11,Gary Woodland,18,9.0
12,T13,T13,Jason Kokrak,13,8.9
13,T13,T13,Sean O'Hair,7,8.9
14,T15,T15,Jason Day,16,8.8
15,T15,T15,Ryan Palmer,16,8.8
16,T15,T15,Patrick Rodgers,1,8.8
17,T15,T15,Kyle Stanley,10,8.8
18,T19,T19,Charlie Beljan,7,8.7
19,T19,T19,Keegan Bradley,17,8.7
20,T19,T19,Louis Oosthuizen,4,8.7
21,T22,T22,Steven Bowditch,11,8.6
22,T22,T22,Roger Sloan,1,8.6
23,T22,T22,Jimmy Walker,18,8.6
24,T22,T22,Chris Williams,1,8.6
25,T26,T26,Martin Flores,15,8.5
26,T26,T26,Scott Piercy,13,8.5
27,T26,T26,Adam Scott,11,8.5
28,T26,T26,Scott Stallings,11,8.5
29,T30,T30,Ángel Cabrera,13,8.4
30,T30,T30,Tag Ridings,9,8.4
31,T32,T32,John Daly,3,8.3
32,T32,T32,Graham DeLaet,19,8.3
33,T32,T32,Justin Rose,11,8.3
34,T35,T35,Martin Laird,11,8.2
35,T35,T35,Seung-Yul Noh,9,8.2
36,T35,T35,Marcel Siem,4,8.2
37,T38,T38,George Coetzee,6,8.1
38,T38,T38,Jim Herman,7,8.1
39,T38,T38,Robert Streb,10,8.1
40,T41,T41,Morgan Hoffmann,10,8.0
41,T41,T41,Sam Saunders,1,8.0
42,T41,T41,Charl Schwartzel,13,8.0
43,T41,T41,Shawn Stefani,9,8.0
44,T45,T45,Charles Howell III,18,7.9
45,T45,T45,Shane Lowry,2,7.9
46,T45,T45,Rory Sabbatini,14,7.9
47,T45,T45,Nick Watney,17,7.9
48,T49,T49,Rafa Cabrera Bello,1,7.8
49,T49,T49,Patrick Cantlay,1,7.8
50,T49,T49,Harris English,19,7.8
51,T49,T49,Josh Teater,13,7.8
52,T49,T49,Justin Thomas,1,7.8
53,T54,T54,Derek Ernst,7,7.7
54,T54,T54,Brad Fritsch,14,7.7
55,T54,T54,Lucas Glover,9,7.7
56,T54,T54,Charley Hoffman,17,7.7
57,T54,T54,Scott Jamieson,1,7.7
58,T54,T54,Patrick Reed,13,7.7
59,T60,T60,Branden Grace,4,7.6
60,T60,T60,Steve Marino,5,7.6
61,T60,T60,Troy Matteson,8,7.6
62,T60,T60,Andre Stolz,1,7.6
63,T60,T60,Peter Tomasulo,7,7.6
64,T65,T65,Kevin Chappell,14,7.5
65,T65,T65,Peter Hanson,6,7.5
66,T65,T65,Billy Horschel,21,7.5
67,T65,T65,Danny Lee,1,7.5
68,T65,T65,Davis Love III,6,7.5
69,T65,T65,Hunter Mahan,15,7.5
70,T65,T65,Greg Owen,12,7.5
71,T65,T65,Andres Romero,8,7.5
72,T65,T65,Richard Sterne,2,7.5
73,T65,T65,Nicholas Thompson,18,7.5
74,T75,T75,Scott Harrington,1,7.4
75,T75,T75,Ryo Ishikawa,9,7.4
76,T75,T75,Carl Pettersson,15,7.4
77,T75,T75,John Rollins,13,7.4
78,T75,T75,Jordan Spieth,16,7.4
79,T80,T80,Tommy Gainey,12,7.3
80,T80,T80,Brian Harman,13,7.3
81,T80,T80,Jeff Overton,16,7.3
82,T80,T80,Lee Westwood,13,7.3
83,T80,T80,Tiger Woods,11,7.3
84,T85,T85,Kiradech Aphibarnrat,1,7.2
85,T85,T85,Matt Every,15,7.2
86,T85,T85,Mikko Ilonen,1,7.2
87,T85,T85,Matt Jones,15,7.2
88,T85,T85,Henrik Norlander,10,7.2
89,T85,T85,Kevin Stadler,14,7.2
90,T85,T85,Henrik Stenson,10,7.2
91,T85,T85,Boo Weekley,20,7.2
92,T93,T93,Scott Brown,10,7.1
93,T93,T93,Stewart Cink,11,7.1
94,T93,T93,Erik Compton,11,7.1
95,T93,T93,Sergio Garcia,11,7.1
96,T93,T93,Russell Henley,15,7.1
97,T93,T93,Cameron Percy,12,7.1
98,T93,T93,Kenny Perry,2,7.1
99,T100,T100,Paul Casey,1,7.0
100,T100,T100,Ross Fisher,7,7.0
101,T100,T100,Troy Kelly,2,7.0
102,T100,T100,Marc Leishman,14,7.0
103,T100,T100,John Peterson,2,7.0
104,T105,T105,Fred Couples,2,6.9
105,T105,T105,Martin Kaymer,9,6.9
106,T105,T105,Steve LeBrun,9,6.9
107,T105,T105,Jeremiah Wooding,1,6.9
108,T109,T109,Aaron Baddeley,10,6.8
109,T109,T109,Thorbjørn Olesen,3,6.8
110,T109,T109,Webb Simpson,17,6.8
111,T109,T109,Chris Wood,2,6.8
112,T113,T113,Jason Dufner,14,6.7
113,T113,T113,Ernie Els,10,6.7
114,T113,T113,Bill Haas,16,6.7
115,T113,T113,James Hahn,12,6.7
