,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,1,1,Robert Garrigus,1,10.0
1,T2,T2,Nicolas Colsaerts,2,9.8
2,T2,T2,Dustin Johnson,3,9.8
3,T2,T2,Luke List,1,9.8
4,T2,T2,Rory McIlroy,4,9.8
5,T2,T2,Seung-Yul Noh,1,9.8
6,7,7,Eric Meierdierks,1,9.7
7,T8,T8,Lucas Glover,1,9.6
8,T8,T8,Hank Kuehne,3,9.6
9,T8,T8,Bubba Watson,4,9.6
10,11,11,J.B. Holmes,1,9.5
11,12,12,Kyle Stanley,2,9.4
12,T13,T13,Steven Bowditch,3,9.2
13,T13,T13,Tag Ridings,1,9.2
14,T15,T15,Franklin Corpening,1,9.1
15,T15,T15,Ken Looper,2,9.1
16,T17,T17,Jason Day,4,9.0
17,T17,T17,Harris English,3,9.0
18,T17,T17,D.J. Trahan,1,9.0
19,T20,T20,Sean O'Hair,1,8.9
20,T20,T20,Ryan Palmer,3,8.9
21,T22,T22,George Coetzee,2,8.8
22,T22,T22,Patrick Rodgers,1,8.8
23,T22,T22,Gary Woodland,4,8.8
24,T25,T25,Brad Fritsch,1,8.7
25,T25,T25,Brian Harman,1,8.7
26,T27,T27,Martin Flores,3,8.6
27,T27,T27,Jason Kokrak,3,8.6
28,T27,T27,Davis Love III,2,8.6
29,T27,T27,Roger Sloan,1,8.6
30,T27,T27,Chris Williams,1,8.6
31,32,32,Morgan Hoffmann,4,8.5
32,T33,T33,Charles Howell III,4,8.4
33,T33,T33,Lee Westwood,4,8.4
34,T35,T35,Charlie Beljan,1,8.3
35,T35,T35,Ryo Ishikawa,1,8.3
36,T35,T35,Danny Willett,1,8.3
37,38,38,Scott Piercy,4,8.2
38,T39,T39,Jim Herman,3,8.1
39,T39,T39,Billy Horschel,3,8.1
40,T39,T39,Andres Romero,2,8.1
41,T39,T39,Rory Sabbatini,4,8.1
42,T39,T39,Marcel Siem,2,8.1
43,T39,T39,Peter Tomasulo,3,8.1
44,T39,T39,Jhonattan Vegas,1,8.1
45,T46,T46,Troy Matteson,2,8.0
46,T46,T46,Sam Saunders,1,8.0
47,T46,T46,Adam Scott,4,8.0
48,T46,T46,Jordan Spieth,5,8.0
49,T46,T46,Scott Stallings,2,8.0
50,T51,T51,John Daly,2,7.9
51,T51,T51,Martin Laird,2,7.9
