,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
63,T63,T63,Jay Williamson,105,275.8,56259,204
64,65,65,Bobby Cochran,78,275.7,41910,152
65,66,66,Michael Bradley,73,275.5,40226,146
66,67,67,Hal Sutton,93,275.4,47921,174
67,T68,T68,Joel Edwards,99,275.2,54224,197
68,T68,T68,Carlos Franco,85,275.2,45133,164
69,T68,T68,David Toms,113,275.2,57787,210
70,71,71,Jonathan Kaye,115,275.1,61633,224
71,72,72,Russ Cochran,71,275.0,39048,142
72,T73,T73,K.J. Choi,92,274.9,48927,178
73,T73,T73,Robin Freeman,98,274.9,53874,196
74,T75,T75,Jason Buha,82,274.8,45073,164
75,T75,T75,Chris Perry,109,274.8,56332,205
76,T75,T75,Tommy Tolles,60,274.8,32975,120
77,T78,T78,Stephen Ames,99,274.7,52194,190
78,T78,T78,Scott Dunlap,106,274.7,57131,208
79,80,80,Jerry Kelly,111,274.6,60959,222
80,T81,T81,Woody Austin,104,274.5,55446,202
81,T81,T81,Steve Elkington,59,274.5,29641,108
82,83,83,Lee Janzen,92,274.4,48851,178
83,84,84,Tom Scherrer,104,274.1,54263,198
84,85,85,Jay Delsing,97,273.9,50949,186
85,T86,T86,Brent Geiberger,79,273.8,41070,150
86,T86,T86,John Huston,81,273.8,42714,156
87,88,88,Rocco Mediate,79,273.6,39395,144
88,89,89,Ben Bates,107,273.5,56894,208
89,T90,T90,Jeff Gove,86,273.4,44834,164
90,T90,T90,David Sutherland,109,273.4,56869,208
91,T90,T90,Kirk Triplett,101,273.4,50847,186
92,T93,T93,Notah Begay III,82,273.3,40182,147
93,T93,T93,Franklin Langham,95,273.3,49747,182
94,T93,T93,Jesper Parnevik,71,273.3,34978,128
95,T93,T93,Kevin Sutherland,98,273.3,51374,188
96,T97,T97,Brandel Chamblee,72,273.2,38244,140
97,T97,T97,Len Mattiace,107,273.2,58461,214
98,T97,T97,Nick Price,63,273.2,32785,120
99,T97,T97,Joey Sindelar,88,273.2,45899,168
100,T97,T97,Craig Spence,89,273.2,46173,169
101,102,102,Craig Perks,82,273.1,44787,164
102,103,103,Tom Lehman,71,273.0,35212,129
103,104,104,Chris Riley,98,272.9,51031,187
104,T105,T105,Billy Andrade,89,272.7,46908,172
105,T105,T105,Jason Caron,77,272.7,40912,150
106,T105,T105,Justin Leonard,98,272.7,48544,178
107,T105,T105,Jeff Maggert,86,272.7,42545,156
108,109,109,Eric Booker,87,272.5,46319,170
109,T110,T110,Dudley Hart,74,272.3,38663,142
110,T110,T110,Mike Sposa,73,272.3,39755,146
111,T112,T112,Steve Gotsche,91,272.2,48446,178
112,T112,T112,Neal Lancaster,99,272.2,51717,190
113,T112,T112,David Morland IV,88,272.2,46822,172
114,T112,T112,Mike Weir,102,272.2,50084,184
115,T116,T116,Joe Durant,94,272.1,51164,188
116,T116,T116,Brian Henninger,93,272.1,48436,178
117,T116,T116,Bradley Hughes,93,272.1,48976,180
118,119,119,Gabriel Hjertstedt,86,272.0,45145,166
119,120,120,J.P. Hayes,91,271.9,48393,178
120,121,121,Perry Moss,53,271.8,28813,106
121,122,122,Craig Parry,73,271.7,35322,130
122,T123,T123,Jim McGovern,55,271.6,28794,106
123,T123,T123,Sean Murphy,102,271.6,54315,200
124,125,125,Skip Kendall,114,271.5,60812,224
125,126,126,Robert Gamez,76,271.2,41222,152
126,T127,T127,Frank Nobilo,98,271.0,51489,190
127,T127,T127,Steve Pate,97,271.0,47422,175
128,129,129,Rick Fehr,73,270.8,38451,142
129,130,130,Tom Pernice Jr.,98,270.7,51970,192
130,T131,T131,Scott Hoch,108,270.6,56282,208
131,T131,T131,Bob Tway,91,270.6,47081,174
132,T133,T133,Ronnie Black,82,270.4,42717,158
133,T133,T133,Brian Watts,89,270.4,47583,176
134,135,135,Jimmy Green,85,270.2,44848,166
135,136,136,Jim Furyk,98,269.9,48849,181
136,137,137,Kevin Wentworth,83,269.8,43171,160
137,138,138,Trevor Dodds,86,269.7,45305,168
138,139,139,Frank Lickliter II,107,269.5,56598,210
139,140,140,Blaine McCallister,104,269.4,56029,208
140,141,141,Mark Wiebe,95,269.2,49541,184
141,142,142,Gary Nicklaus,84,269.1,44139,164
142,T143,T143,John Cook,90,268.6,47282,176
143,T143,T143,Dan Forsman,88,268.6,47266,176
144,T143,T143,Scott Verplank,106,268.6,55862,208
145,146,146,Bob Estes,68,268.4,31668,118
146,T147,T147,Doug Barron,85,268.3,44000,164
147,T147,T147,Nick Faldo,51,268.3,24149,90
148,T147,T147,Matt Gogel,86,268.3,45076,168
149,150,150,Glen Day,93,268.1,49322,184
150,151,151,Billy Mayfair,93,268.0,47175,176
151,152,152,Mark O'Meara,61,267.9,27328,102
152,153,153,Tom Byrum,91,267.8,47661,178
153,154,154,Greg Kraft,106,267.7,56762,212
154,155,155,Mike Springer,83,267.6,43350,162
155,156,156,Mike Brisky,89,267.4,45998,172
156,T157,T157,"Dave Stockton, Jr.",89,267.2,46488,174
157,T157,T157,Omar Uresti,94,267.2,50225,188
158,159,159,Joe Ozaki,55,267.1,27249,102
159,160,160,Olin Browne,103,266.9,52843,198
160,161,161,Dicky Pride,98,266.8,50165,188
161,162,162,Fred Funk,110,266.6,57048,214
162,163,163,Jim Carter,96,266.4,49010,184
163,164,164,Jay Haas,80,266.3,41009,154
164,165,165,Jay Don Blake,95,266.2,49518,186
165,166,166,Emlyn Aubrey,68,265.3,33953,128
166,167,167,Jeff Sluman,113,265.0,56704,214
167,T168,T168,Fulton Allem,77,264.8,39718,150
168,T168,T168,P.H. Horgan III,65,264.8,34421,130
169,170,170,Brian Gay,101,264.6,52399,198
170,T171,T171,Brad Faxon,98,264.4,50765,192
171,T171,T171,Ryan Howison,83,264.4,42565,161
172,T173,T173,David Frost,65,264.2,31178,118
173,T173,T173,Larry Mize,71,264.2,36454,138
174,175,175,Jerry Smith,104,264.1,53358,202
175,176,176,Bart Bryant,73,263.7,38496,146
176,T177,T177,Mark Brooks,91,263.6,45339,172
177,T177,T177,Brad Fabel,88,263.6,46392,176
178,179,179,Paul Goydos,99,263.4,51093,194
179,180,180,Nolan Henke,79,262.9,41542,158
180,181,181,Mike Hulbert,82,262.4,41987,160
181,T182,T182,Scott Gump,108,262.1,55045,210
182,T182,T182,Glen Hnatiuk,94,262.1,47180,180
183,T182,T182,Pete Jordan,102,262.1,53470,204
184,T182,T182,Keith Nolan,57,262.1,29874,114
185,186,186,Bob Friend,96,261.4,48099,184
186,187,187,Craig Bowden,54,260.4,28127,108
187,T188,T188,Steve Hart,72,259.7,36357,140
188,T188,T188,John Maginnes,99,259.7,51417,198
189,190,190,Esteban Toledo,113,259.2,57548,222
190,191,191,Chip Beck,51,258.1,25292,98
191,192,192,Loren Roberts,87,257.9,42300,164
192,193,193,Paul Curry,64,255.8,32739,128
193,194,194,Mike Reid,76,251.6,36225,144
194,195,195,Corey Pavin,74,251.3,36189,144
