,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
0,1,1,Martin Laird,77,43.38,59,136,4.12
1,2,2,Bubba Watson,85,40.3,54,134,3.93
2,3,3,Jimmy Walker,79,39.87,63,158,3.98
3,4,4,Steven Bowditch,86,39.63,65,164,3.86
4,5,5,Nick Watney,80,38.41,53,138,3.85
5,6,6,Tag Ridings,87,37.04,60,162,4.13
6,7,7,Chris Couch,73,36.99,54,146,3.96
7,8,8,Bo Van Pelt,92,36.54,57,156,3.6
8,9,9,Dustin Johnson,72,36.44,43,118,4.07
9,10,10,Will Strickler,51,36.17,34,94,3.71
10,11,11,Kyle Stanley,98,36.05,62,172,3.55
11,12,12,Kevin Chappell,78,36.03,49,136,3.73
12,13,13,Brandt Jobe,100,35.87,66,184,3.76
13,14,14,Jim Herman,69,35.25,43,122,3.56
14,15,15,Aaron Baddeley,77,35.07,47,134,4.11
15,T16,T16,Robert Karlsson,61,34.69,34,98,3.94
16,T16,T16,Josh Teater,104,34.69,68,196,3.78
17,T18,T18,Phil Mickelson,79,34.62,45,130,3.8
18,T18,T18,Scott Stallings,84,34.62,54,156,3.8
19,20,20,David Duval,67,33.85,44,130,3.89
20,21,21,Sergio Garcia,61,33.67,33,98,3.64
21,22,22,Jason Day,76,33.61,41,122,3.9
22,23,23,Webb Simpson,98,33.33,60,180,3.77
23,24,24,Harrison Frazar,58,33.0,33,100,3.76
24,25,25,Adam Scott,60,32.65,32,98,3.91
25,26,26,Derek Lamely,65,32.54,41,126,3.66
26,27,27,Camilo Villegas,69,32.5,39,120,3.69
27,T28,T28,Marc Leishman,87,31.93,53,166,3.6
28,T28,T28,John Rollins,85,31.93,53,166,3.6
29,30,30,D.J. Trahan,91,31.87,58,182,3.64
30,31,31,Bobby Gates,82,31.76,47,148,3.66
31,32,32,Davis Love III,70,31.67,38,120,3.76
32,33,33,Keegan Bradley,91,31.61,55,174,3.76
33,34,34,Scott Piercy,78,31.43,44,140,3.73
34,35,35,Sean O'Hair,71,31.06,41,132,3.61
35,T36,T36,Chris Kirk,87,31.03,54,174,3.67
36,T36,T36,Troy Matteson,91,31.03,54,174,3.93
37,38,38,Charl Schwartzel,58,30.68,27,88,3.63
38,39,39,Robert Garrigus,83,30.52,47,154,3.74
39,40,40,Tommy Gainey,104,30.5,61,200,3.64
40,41,41,Anthony Kim,72,30.33,37,122,3.84
41,42,42,Pat Perez,76,30.26,46,152,3.8
42,43,43,Ryan Palmer,82,30.15,41,136,3.76
43,T44,T44,Bio Kim,71,30.0,39,130,3.62
44,T44,T44,John Senden,94,30.0,54,180,3.78
45,46,46,Zack Miller,86,29.88,49,164,3.61
46,47,47,Justin Rose,79,29.85,40,134,3.58
47,48,48,Michael Putnam,67,29.66,35,118,3.86
48,49,49,George McNeill,69,29.51,36,122,4.03
49,50,50,Charles Howell III,108,29.5,59,200,3.73
50,51,51,Jhonattan Vegas,84,29.49,46,156,3.5
51,52,52,Charley Hoffman,93,29.27,48,164,3.85
52,53,53,Chad Campbell,99,29.12,53,182,3.38
53,T54,T54,Ángel Cabrera,50,28.95,22,76,3.55
54,T54,T54,Jim Renner,65,28.95,33,114,3.36
