,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
123,T123,T123,Billy Mayfair,94,266.9,18413.8,69,290.5,220.8
124,125,125,Kent Jones,76,266.8,13075.5,49,285.4,242.5
125,126,126,Briny Baird,60,266.3,9586.0,36,294.9,221.5
126,127,127,Vaughn Taylor,89,266.1,18627.6,70,288.9,239.6
127,128,128,Rod Pampling,72,265.7,10892.6,41,288.5,235.2
128,T129,T129,Heath Slocum,89,265.6,17795.1,67,287.4,235.1
129,T129,T129,Paul Stankowski,78,265.6,12219.0,46,288.4,238.3
130,T131,T131,Cameron Beckman,71,265.5,13804.2,52,283.4,239.0
131,T131,T131,Alex Cejka,59,265.5,10354.1,39,298.5,242.6
132,T131,T131,Charlie Wi,83,265.5,16193.6,61,287.1,234.6
133,T134,T134,K.J. Choi,77,265.3,13267.2,50,293.8,224.9
134,T134,T134,D.A. Points,89,265.3,16183.3,61,291.3,238.7
135,136,136,Ian Poulter,52,265.2,10078.5,38,300.1,235.1
136,137,137,Arjun Atwal,91,265.0,16692.4,63,291.5,230.8
137,T138,T138,Ben Crane,76,264.6,15344.3,58,293.5,230.4
138,T138,T138,Marc Turnesa,54,264.6,7673.8,29,284.1,226.1
139,T140,T140,Kris Blanks,92,264.5,18252.6,69,298.0,234.8
140,T140,T140,Kevin Kisner,70,264.5,11107.6,42,291.6,237.9
141,142,142,Matt McQuillan,59,264.4,8460.3,32,288.5,226.8
142,143,143,Spencer Levin,113,264.3,19293.7,73,294.1,236.9
143,144,144,Matt Kuchar,94,263.8,16088.9,61,292.1,226.3
144,145,145,Rich Beem,53,263.5,10014.3,38,286.6,223.3
145,146,146,Jason Bohn,74,263.4,15541.7,59,290.6,236.3
146,147,147,Ryuji Imada,83,263.3,17114.6,65,289.1,230.0
147,148,148,J.P. Hayes,56,263.2,9210.8,35,292.2,224.5
148,149,149,Jim Furyk,87,262.8,14453.6,55,286.2,226.9
149,150,150,Hunter Haas,96,262.4,16003.6,61,288.6,235.2
150,151,151,Brian Davis,105,262.2,20451.4,78,282.7,233.4
151,152,152,Aron Price,58,262.1,9961.2,38,279.6,220.1
152,153,153,Johnson Wagner,81,261.8,15182.3,58,278.0,236.5
153,154,154,Joe Durant,71,261.5,11766.1,45,285.5,236.2
154,T155,T155,Jason Dufner,78,261.1,13053.1,50,288.7,219.9
155,T155,T155,Steve Elkington,50,261.1,8354.0,32,285.5,232.0
156,T155,T155,Tom Gillis,55,261.1,10706.0,41,292.0,239.2
157,T158,T158,Freddie Jacobson,92,260.7,14079.8,54,292.1,233.4
158,T158,T158,Dean Wilson,62,260.7,10950.2,42,285.6,231.5
159,160,160,Stephen Ames,69,260.6,11725.2,45,277.7,236.1
160,T161,T161,Nathan Green,81,259.7,13247.2,51,285.6,224.2
161,T161,T161,Colt Knost,80,259.7,14023.9,54,279.7,235.1
162,T163,T163,Shaun Micheel,77,259.6,11940.0,46,286.6,228.5
163,T163,T163,Daniel Summerhays,75,259.6,12202.9,47,286.1,224.1
164,T165,T165,Justin Hicks,60,259.0,9322.9,36,291.8,220.6
165,T165,T165,Zach Johnson,79,259.0,15282.2,59,279.7,223.1
166,T165,T165,Bryce Molder,82,259.0,13987.4,54,284.6,225.7
167,168,168,David Mathis,83,258.9,13979.5,54,278.4,231.8
168,169,169,Rocco Mediate,53,258.2,10071.6,39,273.0,236.9
169,170,170,David Toms,78,258.1,13420.8,52,280.7,230.9
170,T171,T171,Chris DiMarco,93,257.9,17535.1,68,279.4,223.7
171,T171,T171,Steve Flesch,88,257.9,14957.7,58,282.8,226.1
172,T173,T173,Greg Chalmers,88,257.7,14689.1,57,279.4,220.6
173,T173,T173,Michael Connell,76,257.7,16236.3,63,288.4,229.0
174,T173,T173,Garrett Willis,71,257.7,10051.3,39,275.2,229.9
175,176,176,Tim Petrovic,88,257.5,15707.6,61,278.7,235.4
176,177,177,Chris Riley,76,257.0,12850.6,50,282.5,199.0
177,178,178,Nate Smith,66,256.6,11289.2,44,286.3,221.2
178,179,179,Justin Leonard,82,256.4,12818.1,50,274.3,225.9
179,180,180,Ben Curtis,66,255.7,14062.1,55,275.6,235.3
180,181,181,Richard Johnson,64,254.4,11192.9,44,275.0,222.6
181,182,182,Jerry Kelly,85,254.0,15493.4,61,275.9,227.9
182,183,183,Paul Goydos,81,253.0,14928.4,59,276.8,226.1
183,184,184,Shane Bertsch,62,252.9,9611.1,38,269.9,230.6
184,185,185,Nick O'Hern,89,252.2,13873.3,55,276.8,225.3
185,186,186,Brian Gay,90,247.1,15813.0,64,272.2,219.6
