,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
21,T14,T14,J.P. Hayes,56,1.484,59.36600000000001,40,1.485,1.463
22,T14,T14,Justin Hicks,60,1.484,59.36600000000001,40,1.485,1.475
23,T14,T14,Chris Kirk,87,1.484,111.295,75,1.485,1.459
24,T14,T14,Colt Knost,80,1.484,87.54,59,1.485,1.47
25,T14,T14,Marc Leishman,87,1.484,111.301,75,1.49,1.453
26,T14,T14,Justin Leonard,82,1.484,93.49700000000001,63,1.485,1.469
27,T14,T14,Rocco Mediate,53,1.484,65.298,44,1.485,1.443
28,T14,T14,John Merrick,71,1.484,83.07700000000001,56,1.5,1.4669999999999999
29,T14,T14,Jeff Overton,92,1.484,105.37899999999999,71,1.485,1.4669999999999999
30,T14,T14,Ryan Palmer,82,1.484,90.53299999999999,61,1.485,1.469
31,T14,T14,Martin Piller,63,1.484,65.274,44,1.485,1.4509999999999998
32,T14,T14,Ian Poulter,52,1.484,59.35,40,1.485,1.449
33,T14,T14,Aron Price,58,1.484,63.798,43,1.485,1.463
34,T14,T14,Chez Reavie,92,1.484,108.319,73,1.485,1.449
35,T14,T14,Chris Riley,76,1.484,84.583,57,1.485,1.455
36,T14,T14,Heath Slocum,89,1.484,109.802,74,1.485,1.4609999999999999
37,T14,T14,Brandt Snedeker,85,1.484,99.45700000000001,67,1.485,1.449
38,T14,T14,Vaughn Taylor,89,1.484,111.303,75,1.485,1.465
39,T14,T14,Roland Thatcher,67,1.484,72.699,49,1.485,1.4609999999999999
40,T14,T14,Michael Thompson,79,1.484,80.156,54,1.485,1.4709999999999999
41,T14,T14,Camilo Villegas,69,1.484,77.185,52,1.49,1.449
42,T43,T43,Alex Cejka,59,1.483,63.775,43,1.485,1.449
43,T43,T43,Ben Crane,76,1.483,88.978,60,1.485,1.4569999999999999
44,T43,T43,Brian Davis,105,1.483,129.063,87,1.485,1.449
45,T43,T43,David Duval,67,1.483,72.685,49,1.485,1.453
46,T43,T43,David Hearn,88,1.483,97.85600000000001,66,1.485,1.453
47,T43,T43,J.B. Holmes,57,1.483,60.795,41,1.485,1.449
48,T43,T43,Brandt Jobe,100,1.483,102.333,69,1.485,1.4569999999999999
49,T43,T43,Matt Jones,71,1.483,77.092,52,1.485,1.4609999999999999
50,T43,T43,Sung Kang,63,1.483,57.821999999999996,39,1.49,1.449
51,T43,T43,Spencer Levin,113,1.483,127.541,86,1.49,1.4509999999999998
52,T43,T43,Bill Lunde,92,1.483,109.77600000000001,74,1.485,1.459
53,T43,T43,Jarrod Lyle,83,1.483,87.525,59,1.485,1.459
54,T43,T43,Hunter Mahan,92,1.483,109.74600000000001,74,1.485,1.449
55,T43,T43,George McNeill,69,1.483,78.579,53,1.485,1.4569999999999999
56,T43,T43,Scott Piercy,78,1.483,77.104,52,1.485,1.435
57,T43,T43,D.A. Points,89,1.483,99.353,67,1.485,1.449
58,T43,T43,Alexandre Rocha,65,1.483,57.833,39,1.485,1.455
59,T43,T43,John Rollins,85,1.483,103.804,70,1.485,1.4509999999999998
60,T43,T43,Paul Stankowski,78,1.483,84.514,57,1.485,1.455
61,T43,T43,Brendan Steele,89,1.483,105.309,71,1.485,1.4569999999999999
62,T43,T43,Steve Stricker,70,1.483,83.042,56,1.485,1.455
63,T43,T43,Chris Stroud,88,1.483,108.24700000000001,73,1.485,1.455
64,T43,T43,Bo Van Pelt,92,1.483,99.391,67,1.485,1.4369999999999998
65,T43,T43,Jimmy Walker,79,1.483,84.51,57,1.485,1.4469999999999998
66,T43,T43,Nick Watney,80,1.483,94.91,64,1.485,1.4609999999999999
67,T68,T68,Michael Bradley,74,1.482,80.038,54,1.485,1.449
68,T68,T68,Ernie Els,71,1.482,78.52600000000001,53,1.49,1.449
69,T68,T68,Jim Furyk,87,1.482,96.319,65,1.485,1.449
70,T68,T68,Tim Herron,85,1.482,96.355,65,1.485,1.4569999999999999
71,T68,T68,Anthony Kim,72,1.482,88.896,60,1.485,1.4569999999999999
72,T68,T68,Matt Kuchar,94,1.482,106.696,72,1.485,1.449
73,T68,T68,Steve Marino,76,1.482,96.36,65,1.49,1.449
74,T68,T68,William McGirt,103,1.482,125.935,85,1.485,1.4269999999999998
75,T68,T68,Troy Merritt,63,1.482,69.633,47,1.485,1.4509999999999998
76,T68,T68,Ryan Moore,79,1.482,85.936,58,1.485,1.449
77,T68,T68,Andres Romero,77,1.482,94.829,64,1.485,1.3719999999999999
78,T68,T68,Rory Sabbatini,85,1.482,80.042,54,1.485,1.4409999999999998
79,T68,T68,Josh Teater,104,1.482,100.80799999999999,68,1.485,1.449
80,T81,T81,Matt Bettencourt,84,1.4809999999999999,102.205,69,1.485,1.455
81,T81,T81,Joseph Bramlett,73,1.4809999999999999,74.054,50,1.485,1.445
82,T81,T81,Greg Chalmers,88,1.4809999999999999,99.23299999999999,67,1.485,1.443
83,T81,T81,Rickie Fowler,84,1.4809999999999999,96.26299999999999,65,1.485,1.453
84,T81,T81,Billy Horschel,75,1.4809999999999999,84.43700000000001,57,1.485,1.449
85,T81,T81,Zach Johnson,79,1.4809999999999999,99.23899999999999,67,1.485,1.449
86,T81,T81,Derek Lamely,65,1.4809999999999999,66.65899999999999,45,1.485,1.431
87,T81,T81,Davis Love III,70,1.4809999999999999,57.755,39,1.485,1.455
88,T81,T81,Bryce Molder,82,1.4809999999999999,88.83200000000001,60,1.493,1.449
89,T81,T81,Jim Renner,65,1.4809999999999999,71.092,48,1.485,1.449
90,T81,T81,Tag Ridings,87,1.4809999999999999,90.361,61,1.485,1.453
91,T81,T81,Adam Scott,60,1.4809999999999999,69.59100000000001,47,1.485,1.449
92,T81,T81,Webb Simpson,98,1.4809999999999999,125.869,85,1.485,1.455
93,T81,T81,Vijay Singh,79,1.4809999999999999,106.60799999999999,72,1.485,1.449
94,T81,T81,Kyle Stanley,98,1.4809999999999999,103.686,70,1.485,1.459
95,T96,T96,Stuart Appleby,65,1.48,87.337,59,1.485,1.443
96,T96,T96,Aaron Baddeley,77,1.48,84.35700000000001,57,1.485,1.445
97,T96,T96,Jonathan Byrd,83,1.48,100.624,68,1.49,1.439
98,T96,T96,Chad Campbell,99,1.48,112.484,76,1.485,1.4509999999999998
99,T96,T96,Stewart Cink,72,1.48,68.101,46,1.485,1.449
100,T96,T96,Michael Connell,76,1.48,100.652,68,1.485,1.449
101,T96,T96,Brian Gay,90,1.48,105.053,71,1.485,1.4469999999999998
102,T96,T96,Retief Goosen,50,1.48,56.233999999999995,38,1.485,1.453
103,T96,T96,Charley Hoffman,93,1.48,109.492,74,1.485,1.445
104,T96,T96,Charles Howell III,108,1.48,124.334,84,1.485,1.4409999999999998
105,T96,T96,Lee Janzen,62,1.48,62.174,42,1.485,1.4509999999999998
106,T96,T96,Phil Mickelson,79,1.48,75.479,51,1.485,1.449
107,T96,T96,Sean O'Hair,71,1.48,66.59899999999999,45,1.485,1.449
108,T96,T96,Tim Petrovic,88,1.48,99.171,67,1.485,1.4509999999999998
109,T110,T110,Blake Adams,116,1.479,116.84299999999999,79,1.485,1.4509999999999998
110,T110,T110,Jason Day,76,1.479,69.503,47,1.485,1.429
111,T110,T110,Paul Goydos,81,1.479,94.65100000000001,64,1.5,1.449
112,T110,T110,Hunter Haas,96,1.479,112.427,76,1.485,1.4469999999999998
113,T110,T110,Kevin Kisner,70,1.479,73.942,50,1.485,1.455
114,T110,T110,David Mathis,83,1.479,81.34899999999999,55,1.485,1.439
115,T110,T110,Geoff Ogilvy,69,1.479,76.896,52,1.485,1.453
116,T110,T110,Nate Smith,66,1.479,66.577,45,1.485,1.429
117,T110,T110,Bubba Watson,85,1.479,82.816,56,1.485,1.449
118,T119,T119,Cameron Beckman,71,1.4780000000000002,85.74700000000001,58,1.5,1.449
119,T119,T119,Steve Flesch,88,1.4780000000000002,90.147,61,1.485,1.415
120,T119,T119,Bill Haas,93,1.4780000000000002,100.51,68,1.485,1.449
121,T119,T119,Robert Karlsson,61,1.4780000000000002,60.583,41,1.485,1.433
122,T119,T119,Troy Matteson,91,1.4780000000000002,106.425,72,1.485,1.4509999999999998
123,T119,T119,Alex Prugh,82,1.4780000000000002,90.15899999999999,61,1.485,1.449
124,T119,T119,Michael Putnam,67,1.4780000000000002,68.002,46,1.485,1.4509999999999998
125,T119,T119,Mark Wilson,89,1.4780000000000002,110.861,75,1.485,1.4369999999999998
126,T127,T127,Ángel Cabrera,50,1.4769999999999999,42.821999999999996,29,1.485,1.429
127,T127,T127,K.J. Choi,77,1.4769999999999999,88.602,60,1.485,1.435
128,T127,T127,Fabián Gómez,84,1.4769999999999999,69.439,47,1.485,1.443
129,T127,T127,Scott Gutschewski,67,1.4769999999999999,65.0,44,1.485,1.4169999999999998
130,T127,T127,Dustin Johnson,72,1.4769999999999999,69.431,47,1.485,1.4409999999999998
131,T127,T127,Ben Martin,74,1.4769999999999999,66.453,45,1.485,1.449
132,T127,T127,Shaun Micheel,77,1.4769999999999999,78.291,53,1.485,1.401
133,T127,T127,Rod Pampling,72,1.4769999999999999,69.441,47,1.485,1.455
134,T127,T127,Charl Schwartzel,58,1.4769999999999999,51.703,35,1.485,1.4369999999999998
135,T127,T127,Will Strickler,51,1.4769999999999999,50.22,34,1.485,1.35
136,T127,T127,Jhonattan Vegas,84,1.4769999999999999,94.53200000000001,64,1.485,1.443
137,T138,T138,Keegan Bradley,91,1.476,94.454,64,1.485,1.449
138,T138,T138,Brendon de Jonge,105,1.476,129.878,88,1.485,1.439
139,T140,T140,Bobby Gates,82,1.475,82.6,56,1.485,1.399
140,T140,T140,Billy Mayfair,94,1.475,116.552,79,1.5,1.4369999999999998
141,T140,T140,Daniel Summerhays,75,1.475,82.584,56,1.485,1.399
142,T143,T143,Woody Austin,59,1.474,61.898999999999994,42,1.5,1.401
143,T143,T143,Joe Durant,71,1.474,75.175,51,1.485,1.4369999999999998
144,T143,T143,Trevor Immelman,84,1.474,81.07,55,1.485,1.421
145,T143,T143,John Senden,94,1.474,116.46799999999999,79,1.49,1.385
146,T147,T147,Kent Jones,76,1.473,83.95100000000001,57,1.485,1.4409999999999998
147,T147,T147,Graeme McDowell,50,1.473,54.483000000000004,37,1.485,1.419
148,T147,T147,Kevin Stadler,88,1.473,89.848,61,1.485,1.383
149,T147,T147,Kevin Streelman,90,1.473,91.344,62,1.485,1.449
150,T147,T147,Marc Turnesa,54,1.473,51.553000000000004,35,1.485,1.4369999999999998
151,T152,T152,Stephen Ames,69,1.472,72.119,49,1.485,1.393
152,T152,T152,J.J. Henry,96,1.472,110.415,75,1.485,1.4269999999999998
153,T152,T152,Freddie Jacobson,92,1.472,95.71,65,1.493,1.445
154,T152,T152,Scott Stallings,84,1.472,98.65299999999999,67,1.485,1.3769999999999998
155,T152,T152,Charlie Wi,83,1.472,98.633,67,1.485,1.405
156,T152,T152,Y.E. Yang,63,1.472,61.816,42,1.485,1.3969999999999998
157,T158,T158,Lucas Glover,74,1.4709999999999999,83.852,57,1.485,1.421
158,T158,T158,Ryuji Imada,83,1.4709999999999999,110.35700000000001,75,1.485,1.4269999999999998
159,T160,T160,Kris Blanks,92,1.47,111.71,76,1.485,1.421
160,T160,T160,Steven Bowditch,86,1.47,95.545,65,1.485,1.425
161,T160,T160,Nathan Green,81,1.47,80.869,55,1.485,1.4169999999999998
162,T160,T160,Gary Woodland,93,1.47,77.92699999999999,53,1.485,1.429
163,T164,T164,Chris DiMarco,93,1.469,107.23200000000001,73,1.485,1.445
164,T164,T164,James Driscoll,71,1.469,79.318,54,1.485,1.393
165,T164,T164,Richard Johnson,64,1.469,70.505,48,1.5,1.381
166,T164,T164,Zack Miller,86,1.469,77.843,53,1.485,1.393
167,T168,T168,Ben Curtis,66,1.4680000000000002,83.663,57,1.485,1.399
168,T168,T168,D.J. Trahan,91,1.4680000000000002,110.09299999999999,75,1.485,1.4409999999999998
169,T168,T168,Cameron Tringale,110,1.4680000000000002,127.68700000000001,87,1.485,1.423
170,T168,T168,Boo Weekley,66,1.4680000000000002,71.935,49,1.485,1.399
171,T172,T172,Briny Baird,60,1.4669999999999999,58.68,40,1.485,1.4369999999999998
172,T172,T172,Kevin Na,84,1.4669999999999999,71.899,49,1.485,1.439
173,T172,T172,Johnson Wagner,81,1.4669999999999999,102.684,70,1.485,1.4409999999999998
174,T172,T172,Dean Wilson,62,1.4669999999999999,73.344,50,1.485,1.431
175,T176,T176,Sergio Garcia,61,1.466,63.056999999999995,43,1.485,1.395
176,T176,T176,Bio Kim,71,1.466,70.36,48,1.485,1.431
177,T178,T178,Luke Donald,73,1.465,70.312,48,1.485,1.443
178,T178,T178,Tom Gillis,55,1.465,71.76899999999999,49,1.485,1.4169999999999998
179,T178,T178,Jerry Kelly,85,1.465,98.12899999999999,67,1.485,1.415
180,181,181,Kevin Chappell,78,1.464,80.495,55,1.485,1.391
181,T182,T182,Ricky Barnes,78,1.463,83.37200000000001,57,1.485,1.3769999999999998
182,T182,T182,Chris Couch,73,1.463,73.16,50,1.4869999999999999,1.3869999999999998
183,184,184,Scott McCarron,65,1.462,68.719,47,1.485,1.3769999999999998
184,185,185,Justin Rose,79,1.454,93.036,64,1.485,1.375
185,186,186,Pat Perez,76,1.45,88.421,61,1.485,1.3719999999999999
