,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
0,1,1,J.B. Holmes,57,7.2,295.4,41,8.3,5.1
1,T2,T2,Ángel Cabrera,50,6.9,178.4,26,8.0,4.1
2,T2,T2,Chris Couch,73,6.9,303.0,44,7.7,5.8
3,T2,T2,Harrison Frazar,58,6.9,254.0,37,7.7,6.0
4,T5,T5,Rickie Fowler,84,6.8,409.2,60,8.0,5.0
5,T5,T5,Billy Mayfair,94,6.8,503.7,74,7.6,5.4
6,T5,T5,Roland Thatcher,67,6.8,320.8,47,8.0,4.1
7,T8,T8,Keegan Bradley,91,6.7,412.8,62,7.7,3.0
8,T8,T8,Bill Haas,93,6.7,444.9,66,7.8,5.0
9,T8,T8,Alex Prugh,82,6.7,403.5,60,7.5,4.3
10,T8,T8,Kevin Stadler,88,6.7,385.9,58,7.6,3.3
11,T8,T8,Brendan Steele,89,6.7,459.6,69,7.6,4.5
12,T8,T8,Josh Teater,104,6.7,428.2,64,7.9,3.7
13,T8,T8,Mark Wilson,89,6.7,496.8,74,7.3,4.5
14,T15,T15,Ben Crane,76,6.6,387.8,59,7.3,3.4
15,T15,T15,Charley Hoffman,93,6.6,461.4,70,7.5,1.9
16,T15,T15,Davis Love III,70,6.6,252.5,38,7.7,4.5
17,T15,T15,Ben Martin,74,6.6,283.9,43,7.7,4.1
18,T15,T15,Zack Miller,86,6.6,331.6,50,7.8,4.1
19,T15,T15,Michael Putnam,67,6.6,271.5,41,7.4,4.4
20,T15,T15,Chez Reavie,92,6.6,466.8,71,7.3,4.9
21,T15,T15,John Rollins,85,6.6,447.4,68,7.6,4.6
22,T15,T15,Charl Schwartzel,58,6.6,224.1,34,7.7,4.8
23,T15,T15,Kyle Stanley,98,6.6,445.9,68,7.7,3.7
24,T15,T15,Will Strickler,51,6.6,219.2,33,7.6,4.6
25,T15,T15,Jhonattan Vegas,84,6.6,401.0,61,7.5,2.8
26,T27,T27,Woody Austin,59,6.5,245.2,38,7.4,5.8
27,T27,T27,Steven Bowditch,86,6.5,405.5,62,7.7,3.7
28,T27,T27,Jonathan Byrd,83,6.5,388.4,60,7.5,4.3
29,T27,T27,Robert Garrigus,83,6.5,325.3,50,7.9,3.9
30,T27,T27,Fabián Gómez,84,6.5,305.5,47,7.4,4.1
31,T27,T27,Retief Goosen,50,6.5,219.9,34,7.6,5.3
32,T27,T27,David Hearn,88,6.5,424.4,65,7.6,4.2
33,T27,T27,Billy Horschel,75,6.5,361.7,56,7.8,2.2
34,T27,T27,Sung Kang,63,6.5,239.1,37,7.4,4.2
35,T27,T27,Robert Karlsson,61,6.5,260.6,40,7.6,5.0
36,T27,T27,Kevin Kisner,70,6.5,300.5,46,7.5,5.1
37,T27,T27,Steve Marino,76,6.5,399.4,61,8.0,2.1
38,T27,T27,Scott McCarron,65,6.5,307.4,47,7.8,3.8
39,T27,T27,George McNeill,69,6.5,323.6,50,7.6,4.0
40,T27,T27,Phil Mickelson,79,6.5,293.0,45,7.8,4.3
41,T27,T27,Geoff Ogilvy,69,6.5,330.9,51,7.3,4.1
42,T27,T27,Ryan Palmer,82,6.5,356.2,55,7.5,3.2
43,T27,T27,Pat Perez,76,6.5,376.0,58,7.6,3.5
44,T27,T27,Scott Piercy,78,6.5,331.7,51,7.5,4.9
45,T27,T27,Adam Scott,60,6.5,299.0,46,7.6,4.4
46,T27,T27,Vijay Singh,79,6.5,455.9,70,7.6,3.9
47,T27,T27,Kevin Streelman,90,6.5,390.5,60,7.5,3.7
48,T27,T27,Vaughn Taylor,89,6.5,477.3,73,7.7,4.9
49,T50,T50,Aaron Baddeley,77,6.4,349.6,55,8.1,4.1
50,T50,T50,Briny Baird,60,6.4,249.3,39,7.3,4.7
51,T50,T50,Joseph Bramlett,73,6.4,319.6,50,7.3,1.0
52,T50,T50,Alex Cejka,59,6.4,267.8,42,7.3,4.3
53,T50,T50,Jason Day,76,6.4,288.7,45,7.4,4.9
54,T50,T50,Luke Donald,73,6.4,290.0,45,7.3,3.8
55,T50,T50,Tommy Gainey,104,6.4,507.8,79,7.6,3.8
56,T50,T50,Lucas Glover,74,6.4,337.1,53,7.3,3.8
57,T50,T50,J.J. Henry,96,6.4,458.3,72,7.2,3.1
58,T50,T50,Brandt Jobe,100,6.4,434.5,68,7.3,4.1
59,T50,T50,Dustin Johnson,72,6.4,273.5,43,7.5,4.5
60,T50,T50,Matt Jones,71,6.4,325.0,51,7.4,4.7
61,T50,T50,Jerry Kelly,85,6.4,425.4,66,7.2,3.0
62,T50,T50,Martin Laird,77,6.4,363.5,57,7.5,2.9
63,T50,T50,Derek Lamely,65,6.4,273.3,43,7.7,1.9
64,T50,T50,Marc Leishman,87,6.4,449.1,70,7.8,3.2
65,T50,T50,Bill Lunde,92,6.4,441.8,69,7.4,4.5
66,T50,T50,Jarrod Lyle,83,6.4,375.1,59,7.5,4.3
67,T50,T50,John Merrick,71,6.4,332.3,52,7.3,4.9
68,T50,T50,Joe Ogilvie,75,6.4,307.4,48,7.2,4.6
69,T50,T50,Jim Renner,65,6.4,305.7,48,7.7,4.8
70,T50,T50,Tag Ridings,87,6.4,350.5,55,7.7,1.8
71,T50,T50,John Senden,94,6.4,482.0,75,7.4,2.7
72,T50,T50,Scott Stallings,84,6.4,425.4,66,7.5,3.6
73,T50,T50,Steve Stricker,70,6.4,351.0,55,7.2,3.7
74,T50,T50,Bo Van Pelt,92,6.4,415.7,65,7.5,4.8
75,T50,T50,Nick Watney,80,6.4,394.7,62,7.4,4.1
76,T50,T50,Bubba Watson,85,6.4,320.8,50,7.6,4.8
77,T50,T50,Dean Wilson,62,6.4,295.1,46,7.4,4.7
78,T79,T79,Robert Allenby,84,6.3,411.3,65,7.4,2.7
79,T79,T79,Kevin Chappell,78,6.3,348.7,55,7.6,4.4
80,T79,T79,Ben Curtis,66,6.3,354.8,56,7.1,5.6
81,T79,T79,Brian Davis,105,6.3,522.6,83,7.1,4.0
82,T79,T79,Brendon de Jonge,105,6.3,535.8,85,7.3,3.6
83,T79,T79,James Driscoll,71,6.3,321.2,51,7.4,4.3
84,T79,T79,Bobby Gates,82,6.3,333.7,53,7.3,3.6
85,T79,T79,Padraig Harrington,60,6.3,240.0,38,7.8,2.5
86,T79,T79,Tim Herron,85,6.3,398.8,63,7.7,3.1
