,Driving_Pct._280-300_All_Drives_RANK THIS WEEK,Driving_Pct._280-300_All_Drives_RANK LAST WEEK,Driving_Pct._280-300_All_Drives_PLAYER NAME,Driving_Pct._280-300_All_Drives_ROUNDS,Driving_Pct._280-300_All_Drives_%,Driving_Pct._280-300_All_Drives_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._280-300_All_Drives_RELATIVE TO PAR
0,1,1,Steve Marino,76,42.38,367,866,-0.120
1,2,2,Rory Sabbatini,85,39.22,333,849,-0.159
2,3,3,Boo Weekley,66,37.94,302,796,-0.070
3,4,4,Chris Stroud,88,37.22,405,1088,-0.109
4,5,5,Ryan Moore,79,37.2,311,836,-0.109
5,6,6,Justin Rose,79,36.62,323,882,-0.142
6,7,7,Jim Renner,65,36.52,271,742,+0.022
7,8,8,Robert Allenby,84,36.33,356,980,-0.053
8,9,9,Anthony Kim,72,36.27,296,816,-0.010
9,10,10,Vijay Singh,79,36.25,364,1004,-0.055
10,11,11,Jason Dufner,78,36.17,327,904,-0.144
11,12,12,Fabián Gómez,84,36.07,347,962,-0.061
12,13,13,Freddie Jacobson,92,35.89,351,978,-0.046
13,14,14,Ben Martin,74,35.86,326,909,-0.003
14,15,15,Retief Goosen,50,35.79,199,556,-0.080
15,16,16,Y.E. Yang,63,35.71,210,588,-0.005
16,17,17,D.J. Trahan,91,35.58,412,1158,-0.058
17,18,18,Hunter Mahan,92,35.49,379,1068,-0.124
18,19,19,Carl Pettersson,95,35.48,447,1260,-0.094
19,20,20,Chez Reavie,92,35.43,405,1143,-0.074
20,21,21,Charlie Wi,83,35.41,381,1076,-0.024
21,22,22,Joe Ogilvie,75,35.29,301,853,-0.013
22,23,23,Bill Lunde,92,35.22,379,1076,-0.013
23,24,24,Joseph Bramlett,73,35.21,300,852,-0.047
24,25,25,Jeff Overton,92,35.0,357,1020,-0.059
25,26,26,Paul Stankowski,78,34.98,318,909,-0.057
26,27,27,Kevin Stadler,88,34.94,355,1016,+0.003
27,28,28,Chad Campbell,99,34.9,423,1212,-0.090
28,29,29,K.J. Choi,77,34.81,282,810,-0.057
29,30,30,Billy Horschel,75,34.8,301,865,-0.053
30,31,31,Matt Kuchar,94,34.74,346,996,-0.150
31,32,32,Brendan Steele,89,34.6,372,1075,-0.032
32,33,33,Webb Simpson,98,34.52,399,1156,-0.128
33,34,34,Graeme McDowell,50,34.48,180,522,-0.011
34,35,35,Bill Haas,93,34.42,347,1008,-0.066
35,T36,T36,Cameron Beckman,71,34.41,308,895,-0.110
36,T36,T36,Brandt Snedeker,85,34.41,321,933,-0.199
37,38,38,William McGirt,103,34.4,442,1285,-0.038
38,39,39,John Rollins,85,34.33,344,1002,-0.087
39,40,40,Troy Merritt,63,34.3,273,796,-0.048
40,41,41,Rich Beem,53,34.17,219,641,+0.059
41,T42,T42,Tommy Gainey,104,34.12,433,1269,-0.044
42,T42,T42,Cameron Tringale,110,34.12,462,1354,-0.035
43,44,44,Ernie Els,71,34.1,283,830,-0.060
44,45,45,Brendon de Jonge,105,34.09,437,1282,-0.089
45,46,46,Matt Jones,71,34.04,303,890,-0.059
