,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
0,1,1,Nick O'Hern,89,5.42,9.0,166,+0.33
1,2,2,Kevin Na,84,5.13,8.0,156,+0.25
2,3,3,Justin Leonard,82,5.0,8.0,160,+0.63
3,4,4,Nathan Green,81,4.67,7.0,150,+0.14
4,5,5,J.P. Hayes,56,4.63,5.0,108,E
5,6,6,Jason Bohn,74,4.41,6.0,136,+0.33
6,7,7,Steve Flesch,88,4.17,7.0,168,+0.29
7,8,8,Anthony Kim,72,4.1,5.0,122,+0.80
8,9,9,Michael Connell,76,3.95,6.0,152,+1.00
9,10,10,Aron Price,58,3.85,4.0,104,+0.25
10,11,11,Paul Goydos,81,3.7,6.0,162,+0.33
11,12,12,Brian Gay,90,3.66,6.0,164,+0.17
12,13,13,Matt Bettencourt,84,3.57,6.0,168,+0.17
13,14,14,Kent Jones,76,3.52,5.0,142,+0.20
14,15,15,Chris Riley,76,3.47,5.0,144,+0.60
15,16,16,Daniel Summerhays,75,3.42,5.0,146,+0.80
16,17,17,Trevor Immelman,84,3.38,5.0,148,+0.40
17,18,18,Chris DiMarco,93,3.37,6.0,178,E
18,19,19,Robert Allenby,84,3.33,5.0,150,E
19,20,20,Ernie Els,71,3.28,4.0,122,E
20,21,21,Vijay Singh,79,3.25,5.0,154,+0.20
21,22,22,Dean Wilson,62,3.23,4.0,124,-0.50
22,23,23,Matt Kuchar,94,3.21,5.0,156,E
23,24,24,Y.E. Yang,63,3.19,3.0,94,+0.33
24,25,25,Jarrod Lyle,83,3.16,5.0,158,+0.40
25,T26,T26,Kevin Kisner,70,3.13,4.0,128,+0.50
26,T26,T26,Bryce Molder,82,3.13,5.0,160,-0.20
