,Tenth_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_3_Scoring_Average_AVG,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Stephen Ames,75,2.76,102,37
1,2,2,Zach Johnson,93,2.8,123,44
2,3,3,Mark Wilson,87,2.84,199,70
3,4,4,Steve Marino,81,2.85,148,52
4,5,5,Jason Day,82,2.87,129,45
5,6,6,Justin Leonard,89,2.88,161,56
6,7,7,Shaun Micheel,70,2.89,127,44
7,T8,T8,Chad Campbell,94,2.9,174,60
8,T8,T8,Tim Clark,88,2.9,145,50
9,10,10,Paul Stankowski,62,2.91,163,56
10,T11,T11,Ben Curtis,78,2.92,187,64
11,T11,T11,Bill Haas,87,2.92,146,50
12,T13,T13,Hunter Mahan,85,2.93,164,56
13,T13,T13,Bryce Molder,84,2.93,202,69
14,T13,T13,Vance Veazey,58,2.93,176,60
15,T16,T16,Jim Furyk,76,2.94,206,70
16,T16,T16,Tom Gillis,97,2.94,141,48
17,T16,T16,Freddie Jacobson,83,2.94,191,65
18,T16,T16,Troy Merritt,86,2.94,250,85
19,T16,T16,Phil Mickelson,76,2.94,200,68
20,T16,T16,Tom Pernice Jr.,74,2.94,94,32
21,T22,T22,Paul Casey,64,2.95,59,20
22,T22,T22,Steve Stricker,73,2.95,168,57
23,T22,T22,Steve Wheatcroft,74,2.95,177,60
24,T22,T22,Charlie Wi,95,2.95,245,83
25,T26,T26,Brendon de Jonge,114,2.96,219,74
26,T26,T26,David Duval,71,2.96,198,67
27,T26,T26,Mathias Grönberg,61,2.96,166,56
28,T26,T26,Heath Slocum,97,2.96,246,83
29,T30,T30,Brian Davis,101,2.97,336,113
30,T30,T30,Luke Donald,71,2.97,98,33
31,T30,T30,J.P. Hayes,79,2.97,279,94
32,T30,T30,Charles Howell III,103,2.97,193,65
33,T30,T30,Jerry Kelly,99,2.97,217,73
34,T30,T30,Martin Laird,91,2.97,208,70
35,T30,T30,David Lutterus,69,2.97,190,64
36,T30,T30,Scott McCarron,90,2.97,190,64
37,T30,T30,Jeff Overton,89,2.97,181,61
38,T30,T30,Rod Pampling,77,2.97,211,71
39,T30,T30,Brett Quigley,96,2.97,276,93
40,T41,T41,Cameron Beckman,68,2.98,122,41
41,T41,T41,Michael Bradley,77,2.98,182,61
42,T41,T41,Steve Elkington,74,2.98,164,55
43,T41,T41,Brian Gay,101,2.98,149,50
44,T41,T41,Matt Kuchar,97,2.98,167,56
45,T41,T41,Bill Lunde,79,2.98,247,83
46,T41,T41,John Mallinger,78,2.98,179,60
47,T41,T41,Vaughn Taylor,87,2.98,143,48
48,T41,T41,Boo Weekley,88,2.98,191,64
49,T41,T41,Mike Weir,59,2.98,134,45
50,T51,T51,Davis Love III,79,2.99,227,76
51,T51,T51,Jeff Quinney,91,2.99,224,75
52,T51,T51,Jay Williamson,76,2.99,227,76
53,T54,T54,Robert Allenby,76,3.0,96,32
54,T54,T54,K.J. Choi,82,3.0,159,53
55,T54,T54,Michael Connell,89,3.0,192,64
56,T54,T54,Brent Delahoussaye,57,3.0,147,49
57,T54,T54,Tim Herron,79,3.0,144,48
58,T54,T54,Trevor Immelman,55,3.0,96,32
59,T54,T54,Dustin Johnson,83,3.0,135,45
60,T54,T54,Matt Jones,89,3.0,180,60
61,T54,T54,Spencer Levin,110,3.0,252,84
62,T54,T54,Will MacKenzie,72,3.0,168,56
63,T54,T54,Pat Perez,90,3.0,198,66
64,T54,T54,Alex Prugh,88,3.0,207,69
