,Tenth_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_5_Scoring_Average_AVG,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,T1,T1,Matt Kuchar,97,4.43,186,42
1,T1,T1,Davis Love III,79,4.43,257,58
2,T1,T1,D.J. Trahan,92,4.43,208,47
3,T4,T4,Graham DeLaet,88,4.44,200,45
4,T4,T4,Matt Every,60,4.44,151,34
5,6,6,Troy Merritt,86,4.46,312,70
6,T7,T7,Jonathan Byrd,85,4.47,210,47
7,T7,T7,Mark Calcavecchia,50,4.47,134,30
8,T7,T7,Ryan Moore,80,4.47,201,45
9,T10,T10,Stewart Cink,84,4.5,189,42
10,T10,T10,Brett Wetterich,54,4.5,72,16
11,12,12,J.B. Holmes,100,4.52,285,63
12,T13,T13,Charles Howell III,103,4.53,231,51
13,T13,T13,Kevin Stadler,86,4.53,163,36
14,15,15,Tom Pernice Jr.,74,4.54,109,24
15,T16,T16,Jim Furyk,76,4.55,241,53
16,T16,T16,Retief Goosen,75,4.55,132,29
17,T16,T16,Charley Hoffman,85,4.55,250,55
18,T16,T16,Steve Marino,81,4.55,200,44
19,T16,T16,Phil Mickelson,76,4.55,264,58
20,T21,T21,Jason Day,82,4.56,164,36
21,T21,T21,Padraig Harrington,57,4.56,155,34
22,T21,T21,J.J. Henry,92,4.56,178,39
23,T21,T21,Vijay Singh,75,4.56,228,50
24,T25,T25,Chris DiMarco,88,4.57,137,30
25,T25,T25,Matt Jones,89,4.57,224,49
26,T25,T25,Steve Stricker,73,4.57,201,44
27,T28,T28,Lucas Glover,75,4.58,151,33
28,T28,T28,Dustin Johnson,83,4.58,165,36
29,T28,T28,Ryan Palmer,84,4.58,229,50
30,T28,T28,Brenden Pappas,66,4.58,142,31
31,T32,T32,Chris Couch,66,4.59,147,32
32,T32,T32,Brian Gay,101,4.59,188,41
33,T32,T32,Jerry Kelly,99,4.59,257,56
34,T32,T32,Aron Price,70,4.59,188,41
35,T32,T32,Scott Verplank,74,4.59,124,27
36,T37,T37,Daniel Chopra,74,4.6,267,58
37,T37,T37,Chad Collins,87,4.6,198,43
38,T37,T37,Garth Mulroy,53,4.6,184,40
39,T37,T37,Sean O'Hair,84,4.6,184,40
40,T37,T37,Webb Simpson,98,4.6,368,80
41,T37,T37,Vaughn Taylor,87,4.6,193,42
42,T43,T43,Joe Durant,67,4.61,175,38
43,T43,T43,Martin Flores,75,4.61,318,69
44,T43,T43,Ryuji Imada,90,4.61,129,28
45,T43,T43,Bubba Watson,77,4.61,304,66
46,T47,T47,Will MacKenzie,72,4.62,194,42
47,T47,T47,John Mallinger,78,4.62,208,45
48,T47,T47,Rory Sabbatini,79,4.62,208,45
49,T50,T50,Aaron Baddeley,94,4.63,273,59
50,T50,T50,Zach Johnson,93,4.63,162,35
51,T50,T50,Cameron Percy,73,4.63,213,46
52,T50,T50,John Rollins,81,4.63,222,48
53,T50,T50,Brandt Snedeker,89,4.63,236,51
54,T50,T50,Paul Stankowski,62,4.63,213,46
55,T56,T56,Woody Austin,93,4.64,297,64
56,T56,T56,Tim Clark,88,4.64,195,42
57,T56,T56,Jason Dufner,87,4.64,209,45
58,T56,T56,Mathew Goggin,85,4.64,260,56
59,T56,T56,Paul Goydos,78,4.64,218,47
60,T56,T56,Skip Kendall,58,4.64,181,39
61,T56,T56,Michael Sim,64,4.64,102,22
62,T56,T56,Roger Tambellini,77,4.64,204,44
63,T56,T56,Chris Tidland,77,4.64,246,53
64,T65,T65,Michael Connell,89,4.65,242,52
65,T65,T65,Luke Donald,71,4.65,121,26
66,T65,T65,James Driscoll,78,4.65,228,49
67,T65,T65,Freddie Jacobson,83,4.65,237,51
68,T65,T65,Spencer Levin,110,4.65,293,63
69,T65,T65,Justin Rose,78,4.65,237,51
70,T71,T71,Matt Bettencourt,91,4.66,303,65
71,T71,T71,Joe Ogilvie,99,4.66,373,80
72,T71,T71,Jeff Quinney,91,4.66,284,61
73,T71,T71,Kevin Sutherland,86,4.66,298,64
74,T71,T71,Cameron Tringale,55,4.66,135,29
75,T76,T76,Briny Baird,87,4.67,196,42
76,T76,T76,Tim Herron,79,4.67,196,42
77,T76,T76,Lee Janzen,77,4.67,210,45
78,T76,T76,Scott McCarron,90,4.67,238,51
79,T76,T76,Alex Prugh,88,4.67,252,54
80,T76,T76,Ted Purdy,86,4.67,416,89
81,T76,T76,Adam Scott,70,4.67,224,48
82,T76,T76,Jimmy Walker,82,4.67,266,57
83,T84,T84,Jason Bohn,84,4.68,220,47
84,T84,T84,Cliff Kresge,50,4.68,89,19
85,T84,T84,John Merrick,109,4.68,384,82
86,T84,T84,Pat Perez,90,4.68,267,57
87,T84,T84,David Toms,86,4.68,220,47
88,T84,T84,Chris Wilson,65,4.68,178,38
89,T90,T90,Kris Blanks,91,4.69,244,52
90,T90,T90,Paul Casey,64,4.69,75,16
91,T90,T90,Greg Chalmers,93,4.69,300,64
92,T90,T90,Ernie Els,72,4.69,225,48
93,T90,T90,Trevor Immelman,55,4.69,122,26
94,T90,T90,Troy Matteson,84,4.69,258,55
95,T90,T90,Chris Stroud,90,4.69,258,55
96,T90,T90,Roland Thatcher,72,4.69,150,32
97,T90,T90,Jerod Turner,54,4.69,183,39
98,T90,T90,Charles Warren,64,4.69,183,39
99,T90,T90,Mike Weir,59,4.69,164,35
100,T101,T101,Blake Adams,84,4.7,221,47
101,T101,T101,Bill Haas,87,4.7,202,43
102,T101,T101,Derek Lamely,81,4.7,381,81
103,T101,T101,Jarrod Lyle,54,4.7,202,43
104,T101,T101,Jeff Maggert,76,4.7,268,57
105,T101,T101,Hunter Mahan,85,4.7,207,44
106,T101,T101,Rod Pampling,77,4.7,268,57
107,T101,T101,D.A. Points,90,4.7,282,60
108,T101,T101,Jeev Milkha Singh,59,4.7,202,43
109,T110,T110,Michael Letzig,84,4.71,231,49
110,T110,T110,Carl Pettersson,99,4.71,245,52
111,T110,T110,Chris Riley,73,4.71,165,35
112,T110,T110,Josh Teater,101,4.71,325,69
113,T110,T110,Bo Van Pelt,104,4.71,330,70
114,T115,T115,K.J. Choi,82,4.72,203,43
115,T115,T115,Brendon de Jonge,114,4.72,274,58
116,T115,T115,Marc Leishman,87,4.72,302,64
117,T115,T115,Kevin Streelman,90,4.72,288,61
118,T119,T119,Justin Bolli,55,4.73,156,33
119,T119,T119,J.P. Hayes,79,4.73,378,80
120,T119,T119,Ian Poulter,55,4.73,142,30
