,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Paul Stankowski,62,2.86,103,36
1,T2,T2,Pat Perez,90,2.88,173,60
2,T2,T2,David Toms,86,2.88,141,49
3,T4,T4,Ryuji Imada,90,2.9,235,81
4,T4,T4,Nick Watney,91,2.9,122,42
5,6,6,Michael Connell,89,2.91,186,64
6,T7,T7,Paul Casey,64,2.93,82,28
7,T7,T7,Retief Goosen,75,2.93,88,30
8,T7,T7,Brandt Snedeker,89,2.93,170,58
9,T10,T10,Charley Hoffman,85,2.94,153,52
10,T10,T10,Marc Leishman,87,2.94,94,32
11,T10,T10,John Senden,103,2.94,265,90
12,T13,T13,Tim Herron,79,2.95,224,76
13,T13,T13,Charles Howell III,103,2.95,177,60
14,T13,T13,Brenden Pappas,66,2.95,215,73
15,T16,T16,Kevin Na,94,2.96,166,56
16,T16,T16,Jeff Overton,89,2.96,169,57
17,T16,T16,D.A. Points,90,2.96,157,53
18,T19,T19,Jonathan Byrd,85,2.97,205,69
19,T19,T19,Adam Scott,70,2.97,110,37
20,T19,T19,Johnson Wagner,85,2.97,232,78
21,T22,T22,Greg Chalmers,93,2.98,191,64
22,T22,T22,Jason Dufner,87,2.98,167,56
23,T22,T22,Zach Johnson,93,2.98,122,41
24,T22,T22,George McNeill,79,2.98,134,45
25,T26,T26,Blake Adams,84,2.99,218,73
26,T26,T26,Chris DiMarco,88,2.99,221,74
27,T28,T28,Woody Austin,93,3.0,186,62
28,T28,T28,Michael Bradley,77,3.0,171,57
29,T28,T28,K.J. Choi,82,3.0,135,45
30,T28,T28,Chad Collins,87,3.0,183,61
31,T28,T28,Ben Curtis,78,3.0,180,60
32,T28,T28,Brendon de Jonge,114,3.0,222,74
33,T28,T28,Brian Gay,101,3.0,246,82
34,T28,T28,Nathan Green,86,3.0,186,62
35,T28,T28,J.P. Hayes,79,3.0,99,33
36,T28,T28,Jerry Kelly,99,3.0,180,60
37,T28,T28,Phil Mickelson,76,3.0,36,12
38,T28,T28,Garth Mulroy,53,3.0,108,36
39,T28,T28,Kenny Perry,69,3.0,96,32
40,T28,T28,Ian Poulter,55,3.0,48,16
41,T28,T28,Webb Simpson,98,3.0,171,57
42,T28,T28,Steve Stricker,73,3.0,24,8
43,T28,T28,D.J. Trahan,92,3.0,252,84
44,T28,T28,Jerod Turner,54,3.0,171,57
45,T46,T46,Ricky Barnes,103,3.01,268,89
46,T46,T46,Kris Blanks,91,3.01,283,94
47,T46,T46,Chris Couch,66,3.01,214,71
48,T49,T49,Jason Bohn,84,3.02,172,57
49,T49,T49,Brian Davis,101,3.02,190,63
50,T49,T49,Steve Elkington,74,3.02,157,52
51,T49,T49,Bill Lunde,79,3.02,181,60
52,T49,T49,Shaun Micheel,70,3.02,145,48
53,T49,T49,Sean O'Hair,84,3.02,157,52
54,T49,T49,Heath Slocum,97,3.02,145,48
55,T49,T49,Bo Van Pelt,104,3.02,139,46
56,T49,T49,Brett Wetterich,54,3.02,157,52
57,T49,T49,Mark Wilson,87,3.02,181,60
58,T59,T59,Chad Campbell,94,3.03,182,60
59,T59,T59,Luke Donald,71,3.03,112,37
60,T59,T59,Steve Flesch,78,3.03,185,61
61,T59,T59,Spencer Levin,110,3.03,224,74
62,T59,T59,John Mallinger,78,3.03,194,64
63,T59,T59,Tom Pernice Jr.,74,3.03,197,65
64,T59,T59,John Rollins,81,3.03,182,60
65,T59,T59,Andres Romero,73,3.03,121,40
66,T67,T67,Tom Gillis,97,3.04,289,95
67,T67,T67,Mathew Goggin,85,3.04,210,69
68,T67,T67,Justin Leonard,89,3.04,173,57
69,T67,T67,Troy Matteson,84,3.04,207,68
70,T67,T67,Tim Petrovic,105,3.04,246,81
71,T67,T67,Aron Price,70,3.04,158,52
72,T67,T67,Chris Riley,73,3.04,149,49
73,T67,T67,Nicholas Thompson,88,3.04,204,67
74,T67,T67,Garrett Willis,82,3.04,161,53
75,T67,T67,Y.E. Yang,72,3.04,158,52
76,T77,T77,Rich Barcelo,70,3.05,235,77
77,T77,T77,Matt Bettencourt,91,3.05,223,73
78,T77,T77,Craig Bowden,56,3.05,122,40
79,T77,T77,Ben Crane,85,3.05,174,57
80,T77,T77,John Daly,63,3.05,122,40
81,T77,T77,Joe Durant,67,3.05,198,65
82,T77,T77,Padraig Harrington,57,3.05,64,21
83,T77,T77,Skip Kendall,58,3.05,134,44
84,T77,T77,Andrew McLardy,52,3.05,195,64
85,T77,T77,Joe Ogilvie,99,3.05,223,73
86,T77,T77,Brett Quigley,96,3.05,174,57
87,T77,T77,Justin Rose,78,3.05,113,37
88,T77,T77,Jeev Milkha Singh,59,3.05,113,37
89,T77,T77,Kevin Streelman,90,3.05,226,74
90,T91,T91,Mark Calcavecchia,50,3.06,159,52
91,T91,T91,Jason Day,82,3.06,165,54
92,T91,T91,Brad Faxon,58,3.06,150,49
93,T91,T91,Bill Haas,87,3.06,196,64
94,T91,T91,Lee Janzen,77,3.06,217,71
95,T91,T91,Scott Piercy,88,3.06,251,82
96,T91,T91,Vijay Singh,75,3.06,98,32
97,T91,T91,Kevin Stadler,86,3.06,260,85
98,T99,T99,Justin Bolli,55,3.07,227,74
99,T99,T99,Ángel Cabrera,64,3.07,86,28
100,T99,T99,Martin Flores,75,3.07,209,68
101,T99,T99,Ryan Moore,80,3.07,138,45
102,T99,T99,Cameron Percy,73,3.07,184,60
103,T99,T99,Charlie Wi,95,3.07,135,44
104,T105,T105,Stephen Ames,75,3.08,160,52
105,T105,T105,David Duval,71,3.08,111,36
106,T105,T105,Bob Estes,79,3.08,203,66
107,T105,T105,Robert Garrigus,71,3.08,148,48
108,T105,T105,Derek Lamely,81,3.08,200,65
109,T105,T105,Michael Letzig,84,3.08,225,73
110,T105,T105,John Merrick,109,3.08,234,76
