,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Chad Collins,67.0,134,2
1,T1,T1,Luke Donald,67.0,201,3
2,T3,T3,Paul Casey,67.33,202,3
3,T3,T3,Kevin Na,67.33,404,6
4,5,5,Lee Janzen,67.4,337,5
5,6,6,Retief Goosen,67.5,135,2
6,7,7,Jim Furyk,67.63,541,8
7,8,8,Zach Johnson,67.71,474,7
8,T9,T9,Stephen Ames,68.0,204,3
9,T9,T9,Lucas Glover,68.0,408,6
10,T11,T11,Chad Campbell,68.2,341,5
11,T11,T11,Steve Elkington,68.2,341,5
12,13,13,Mark Wilson,68.4,342,5
13,14,14,Greg Chalmers,68.44,616,9
14,T15,T15,Matt Kuchar,68.5,137,2
15,T15,T15,Boo Weekley,68.5,274,4
16,T17,T17,Michael Connell,68.57,480,7
17,T17,T17,Webb Simpson,68.57,480,7
18,19,19,Carl Pettersson,68.71,481,7
19,T20,T20,Padraig Harrington,68.75,275,4
20,T20,T20,Phil Mickelson,68.75,550,8
21,T22,T22,Stewart Cink,68.83,413,6
22,T22,T22,Bryce Molder,68.83,413,6
23,T24,T24,Aaron Baddeley,69.0,552,8
24,T24,T24,Mark Calcavecchia,69.0,207,3
25,T24,T24,Ben Curtis,69.0,414,6
26,T24,T24,Graham DeLaet,69.0,552,8
27,T24,T24,Steve Marino,69.0,345,5
28,T24,T24,Tom Pernice Jr.,69.0,138,2
29,T24,T24,Brett Quigley,69.0,552,8
30,T24,T24,Scott Verplank,69.0,69,1
31,T32,T32,Dustin Johnson,69.14,484,7
32,T32,T32,Jerry Kelly,69.14,484,7
33,T34,T34,Blake Adams,69.17,415,6
34,T34,T34,Brandt Snedeker,69.17,415,6
35,T36,T36,Martin Laird,69.25,277,4
36,T36,T36,Justin Leonard,69.25,277,4
37,T36,T36,Rory McIlroy,69.25,277,4
38,39,39,Alex Prugh,69.29,485,7
39,T40,T40,Steve Flesch,69.33,416,6
40,T40,T40,Charles Howell III,69.33,416,6
41,T40,T40,Will MacKenzie,69.33,208,3
42,T40,T40,Jimmy Walker,69.33,416,6
43,T40,T40,Brett Wetterich,69.33,208,3
44,45,45,Aron Price,69.38,555,8
45,T46,T46,Charley Hoffman,69.4,347,5
46,T46,T46,J.B. Holmes,69.4,347,5
47,T48,T48,Tim Clark,69.5,417,6
48,T48,T48,Chris DiMarco,69.5,278,4
49,T48,T48,Jerod Turner,69.5,139,2
50,T48,T48,Charlie Wi,69.5,556,8
51,52,52,Ernie Els,69.56,626,9
52,53,53,Stuart Appleby,69.6,348,5
53,54,54,Kevin Sutherland,69.63,557,8
54,T55,T55,J.P. Hayes,69.67,627,9
55,T55,T55,Cliff Kresge,69.67,209,3
56,T55,T55,Steve Stricker,69.67,627,9
57,T55,T55,Jay Williamson,69.67,627,9
58,T59,T59,Richard Johnson,69.71,488,7
59,T59,T59,Andres Romero,69.71,488,7
60,61,61,Davis Love III,69.75,558,8
61,62,62,Robert Allenby,69.8,349,5
62,63,63,Charles Warren,69.83,419,6
63,64,64,Spencer Levin,69.88,559,8
64,65,65,Briny Baird,69.89,629,9
65,T66,T66,Joe Durant,70.0,210,3
66,T66,T66,Brian Gay,70.0,140,2
67,T66,T66,Tom Gillis,70.0,210,3
68,T66,T66,Jeff Gove,70.0,350,5
69,T66,T66,Tim Herron,70.0,280,4
70,T66,T66,Sean O'Hair,70.0,210,3
71,T66,T66,D.A. Points,70.0,490,7
72,T66,T66,Paul Stankowski,70.0,350,5
73,T66,T66,D.J. Trahan,70.0,350,5
74,T66,T66,Bo Van Pelt,70.0,350,5
75,T76,T76,Rickie Fowler,70.14,491,7
76,T76,T76,Kevin Streelman,70.14,491,7
77,T78,T78,Brent Delahoussaye,70.17,421,6
78,T78,T78,Cameron Percy,70.17,421,6
79,T80,T80,Skip Kendall,70.2,351,5
80,T80,T80,Troy Matteson,70.2,351,5
81,T82,T82,Michael Letzig,70.25,281,4
82,T82,T82,Brenden Pappas,70.25,281,4
83,T82,T82,Omar Uresti,70.25,562,8
84,T85,T85,Michael Bradley,70.29,492,7
85,T85,T85,John Daly,70.29,492,7
86,T87,T87,Matt Bettencourt,70.33,211,3
87,T87,T87,Alex Cejka,70.33,422,6
88,T87,T87,Matt Every,70.33,211,3
89,T87,T87,Hunter Mahan,70.33,422,6
90,T87,T87,Jeff Quinney,70.33,422,6
91,T87,T87,Camilo Villegas,70.33,211,3
92,T93,T93,Rod Pampling,70.38,563,8
93,T93,T93,Garrett Willis,70.38,563,8
94,T95,T95,K.J. Choi,70.4,352,5
95,T95,T95,Brian Davis,70.4,704,10
96,T97,T97,Mathew Goggin,70.43,493,7
97,T97,T97,Jeff Maggert,70.43,493,7
98,T99,T99,Kris Blanks,70.5,423,6
99,T99,T99,Troy Merritt,70.5,423,6
100,T99,T99,Justin Rose,70.5,423,6
101,T99,T99,Roland Thatcher,70.5,141,2
102,T99,T99,Vance Veazey,70.5,564,8
103,104,104,David Toms,70.63,565,8
104,T105,T105,Cameron Beckman,70.67,424,6
105,T105,T105,Marc Leishman,70.67,636,9
106,T105,T105,Ryan Moore,70.67,424,6
107,T105,T105,Jeff Overton,70.67,636,9
108,T105,T105,Josh Teater,70.67,424,6
109,110,110,Martin Flores,70.75,283,4
110,T111,T111,Woody Austin,70.83,425,6
111,T111,T111,Shaun Micheel,70.83,425,6
