,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,33.94,611,18
1,2,2,Michael Connell,34.24,856,25
2,3,3,Chad Campbell,34.38,894,26
3,4,4,Phil Mickelson,34.4,688,20
4,T5,T5,Michael Bradley,34.42,826,24
5,T5,T5,Joe Durant,34.42,654,19
6,7,7,Jeff Gove,34.45,758,22
7,8,8,Graham DeLaet,34.46,965,28
8,9,9,Kevin Streelman,34.48,931,27
9,10,10,Zach Johnson,34.5,828,24
10,11,11,Jeff Overton,34.52,863,25
11,T12,T12,Brian Gay,34.55,1002,29
12,T12,T12,Spencer Levin,34.55,1071,31
13,14,14,Brendon de Jonge,34.56,1106,32
14,T15,T15,Jerry Kelly,34.57,968,28
15,T15,T15,Charles Warren,34.57,726,21
16,T17,T17,Lee Janzen,34.58,899,26
17,T17,T17,John Merrick,34.58,1072,31
18,T17,T17,Bryce Molder,34.58,899,26
19,T20,T20,K.J. Choi,34.59,761,22
20,T20,T20,Carl Pettersson,34.59,1003,29
21,T20,T20,D.A. Points,34.59,1003,29
22,T23,T23,Greg Chalmers,34.63,935,27
23,T23,T23,Steve Wheatcroft,34.63,935,27
24,25,25,Kevin Na,34.64,866,25
25,26,26,Cliff Kresge,34.65,589,17
26,27,27,Jeev Milkha Singh,34.67,624,18
27,T28,T28,Stewart Cink,34.68,763,22
28,T28,T28,Justin Rose,34.68,763,22
29,T28,T28,Adam Scott,34.68,659,19
30,T31,T31,Tim Clark,34.7,798,23
31,T31,T31,Nick Watney,34.7,798,23
32,33,33,Hunter Mahan,34.71,833,24
33,34,34,Tom Pernice Jr.,34.73,764,22
34,T35,T35,Greg Owen,34.74,799,23
35,T35,T35,Boo Weekley,34.74,938,27
36,T35,T35,Charlie Wi,34.74,938,27
37,T38,T38,Paul Casey,34.75,556,16
38,T38,T38,Tim Petrovic,34.75,1112,32
39,T40,T40,Steve Elkington,34.76,730,21
40,T40,T40,Kevin Sutherland,34.76,869,25
41,T42,T42,Aaron Baddeley,34.77,904,26
42,T42,T42,Brandt Snedeker,34.77,904,26
43,T44,T44,J.J. Henry,34.78,939,27
44,T44,T44,Kevin Stadler,34.78,939,27
45,46,46,Ryuji Imada,34.82,975,28
46,T47,T47,Jason Day,34.83,801,23
47,T47,T47,Steve Stricker,34.83,627,18
48,T49,T49,Blake Adams,34.85,906,26
49,T49,T49,Stephen Ames,34.85,697,20
50,T49,T49,Scott Piercy,34.85,941,27
51,T49,T49,Jimmy Walker,34.85,941,27
52,53,53,Sergio Garcia,34.86,488,14
53,T54,T54,Chad Collins,34.88,907,26
54,T54,T54,Tim Herron,34.88,837,24
55,T54,T54,J.B. Holmes,34.88,907,26
56,T54,T54,Freddie Jacobson,34.88,837,24
57,T54,T54,Justin Leonard,34.88,907,26
58,T59,T59,D.J. Trahan,34.89,942,27
59,T59,T59,Dean Wilson,34.89,628,18
60,61,61,Shaun Micheel,34.9,733,21
61,T62,T62,Chris DiMarco,34.91,803,23
62,T62,T62,Will MacKenzie,34.91,768,22
63,T62,T62,Steve Marino,34.91,803,23
64,T65,T65,J.P. Hayes,34.92,873,25
65,T65,T65,Pat Perez,34.92,908,26
66,67,67,Tom Gillis,34.93,943,27
67,68,68,Paul Stankowski,34.94,629,18
68,T69,T69,Chris Couch,34.95,734,21
69,T69,T69,Dustin Johnson,34.95,769,22
70,71,71,Jonathan Byrd,34.96,909,26
71,72,72,Webb Simpson,34.97,1084,31
72,T73,T73,Ben Curtis,35.0,840,24
73,T73,T73,Charles Howell III,35.0,980,28
74,T73,T73,Richard Johnson,35.0,945,27
75,T73,T73,Jarrod Lyle,35.0,630,18
76,T73,T73,Scott McCarron,35.0,1015,29
77,T73,T73,James Nitties,35.0,1050,30
78,T73,T73,Brett Quigley,35.0,980,28
79,T73,T73,Bo Van Pelt,35.0,980,28
80,T73,T73,Y.E. Yang,35.0,700,20
81,T82,T82,John Senden,35.03,1051,30
82,T82,T82,Josh Teater,35.03,1086,31
83,T84,T84,Jeff Maggert,35.04,876,25
84,T84,T84,Jay Williamson,35.04,841,24
85,T86,T86,John Daly,35.05,666,19
86,T86,T86,Michael Sim,35.05,666,19
87,88,88,Brian Davis,35.06,1087,31
88,89,89,Matt Jones,35.07,947,27
89,T90,T90,Charley Hoffman,35.08,842,24
90,T90,T90,Roland Thatcher,35.08,877,25
91,T90,T90,Garrett Willis,35.08,842,24
92,93,93,Bubba Watson,35.09,772,22
93,94,94,Robert Garrigus,35.1,737,21
94,95,95,Luke Donald,35.11,667,19
95,T96,T96,Henrik Bjornstad,35.12,913,26
96,T96,T96,Matt Kuchar,35.12,878,25
97,T98,T98,Paul Goydos,35.13,843,24
98,T98,T98,Chris Riley,35.13,843,24
99,T100,T100,Robert Allenby,35.15,703,20
100,T100,T100,James Driscoll,35.15,914,26
101,T100,T100,Derek Lamely,35.15,949,27
102,T100,T100,John Rollins,35.15,914,26
103,T100,T100,Scott Verplank,35.15,703,20
104,T100,T100,Johnson Wagner,35.15,949,27
105,T106,T106,Ricky Barnes,35.18,985,28
106,T106,T106,Rickie Fowler,35.18,985,28
107,T108,T108,Joe Ogilvie,35.19,1126,32
108,T108,T108,Ryan Palmer,35.19,950,27
109,110,110,Briny Baird,35.22,951,27
110,111,111,Mathias Grönberg,35.23,775,22
111,T112,T112,Bill Haas,35.24,881,25
112,T112,T112,Padraig Harrington,35.24,599,17
113,T114,T114,Stuart Appleby,35.26,1093,31
114,T114,T114,Craig Bowden,35.26,670,19
115,T114,T114,Nathan Green,35.26,952,27
116,T114,T114,Bill Lunde,35.26,952,27
117,T114,T114,Kenny Perry,35.26,670,19
118,119,119,Lucas Glover,35.27,776,22
119,120,120,Jeff Quinney,35.28,1023,29
120,T121,T121,Alex Prugh,35.29,988,28
121,T121,T121,Mark Wilson,35.29,988,28
122,123,123,Omar Uresti,35.3,953,27
123,T124,T124,Cameron Beckman,35.32,883,25
124,T124,T124,Jason Bohn,35.32,883,25
125,T124,T124,John Mallinger,35.32,989,28
126,T124,T124,Aron Price,35.32,777,22
127,T124,T124,Camilo Villegas,35.32,671,19
128,129,129,Chris Stroud,35.33,954,27
129,T130,T130,Marc Leishman,35.35,919,26
130,T130,T130,Vaughn Taylor,35.35,919,26
131,T130,T130,Chris Tidland,35.35,813,23
132,T133,T133,Andres Romero,35.38,743,21
133,T133,T133,Nicholas Thompson,35.38,1026,29
134,T133,T133,David Toms,35.38,849,24
135,T133,T133,Brett Wetterich,35.38,566,16
136,137,137,Troy Matteson,35.39,991,28
137,T138,T138,Martin Laird,35.42,921,26
138,T138,T138,Rod Pampling,35.42,921,26
139,T140,T140,Skip Kendall,35.44,638,18
140,T140,T140,Billy Mayfair,35.44,886,25
141,142,142,Jim Furyk,35.45,709,20
142,143,143,Roger Tambellini,35.46,922,26
143,T144,T144,Garth Mulroy,35.47,674,19
144,T144,T144,Ted Purdy,35.47,1064,30
145,T146,T146,Woody Austin,35.48,1029,29
146,T146,T146,Brent Delahoussaye,35.48,745,21
147,T148,T148,Alex Cejka,35.5,923,26
148,T148,T148,Michael Letzig,35.5,923,26
149,T148,T148,Sean O'Hair,35.5,852,24
150,T148,T148,Mike Weir,35.5,639,18
151,152,152,Rich Barcelo,35.52,888,25
152,T153,T153,Ernie Els,35.53,675,19
153,T153,T153,Jerod Turner,35.53,604,17
154,155,155,Martin Flores,35.54,924,26
155,156,156,Heath Slocum,35.56,889,25
156,157,157,Trevor Immelman,35.58,676,19
157,158,158,Ryan Moore,35.61,819,23
158,159,159,Bob Estes,35.62,926,26
159,160,160,Davis Love III,35.63,855,24
160,T161,T161,Steve Flesch,35.64,891,25
161,T161,T161,Mathew Goggin,35.64,998,28
162,T161,T161,Ian Poulter,35.64,499,14
163,164,164,Brenden Pappas,35.67,856,24
164,165,165,Jason Dufner,35.68,892,25
165,166,166,Rocco Mediate,35.7,821,23
166,167,167,Matt Bettencourt,35.71,1107,31
167,168,168,Steve Lowery,35.72,893,25
168,169,169,Brian Stuard,35.75,1001,28
169,T170,T170,Ben Crane,35.77,787,22
170,T170,T170,Vijay Singh,35.77,787,22
171,172,172,Ángel Cabrera,35.78,644,18
172,T173,T173,Geoff Ogilvy,35.83,645,18
173,T173,T173,Cameron Percy,35.83,860,24
174,175,175,David Lutterus,35.84,896,25
175,176,176,Rory McIlroy,35.87,538,15
176,177,177,Chris Wilson,35.88,897,25
177,178,178,Kris Blanks,35.9,1041,29
178,179,179,Vance Veazey,35.91,790,22
179,180,180,George McNeill,35.93,970,27
180,181,181,Matt Every,35.94,647,18
181,T182,T182,Brad Faxon,35.95,791,22
182,T182,T182,Andrew McLardy,35.95,719,20
183,T182,T182,Cameron Tringale,35.95,791,22
184,185,185,Daniel Chopra,35.96,971,27
185,186,186,Troy Merritt,36.1,1047,29
186,187,187,Greg Kraft,36.14,759,21
187,T188,T188,Kevin Johnson,36.2,905,25
188,T188,T188,Rory Sabbatini,36.2,905,25
189,190,190,Mark Calcavecchia,36.38,582,16
190,191,191,Justin Bolli,36.43,838,23
191,192,192,David Duval,36.5,876,24
