,First_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_4_Scoring_Average_ROUNDS,First_Tee_Early_Par_4_Scoring_Average_AVG,First_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Chris Riley,73,3.92,996,254
1,T1,T1,Dean Wilson,54,3.92,744,190
2,T3,T3,Rory McIlroy,54,3.94,859,218
3,T3,T3,Jeev Milkha Singh,59,3.94,824,209
4,T3,T3,Kevin Sutherland,86,3.94,980,249
5,T6,T6,Paul Casey,64,3.96,708,179
6,T6,T6,Joe Durant,67,3.96,970,245
7,T6,T6,John Rollins,81,3.96,1078,272
8,T6,T6,Chris Stroud,90,3.96,1149,290
9,T10,T10,Stephen Ames,75,3.97,1247,314
10,T10,T10,Graham DeLaet,88,3.97,1253,316
11,T10,T10,Bryce Molder,84,3.97,912,230
12,T10,T10,Kevin Na,94,3.97,1255,316
13,T10,T10,Pat Perez,90,3.97,1430,360
14,T10,T10,Charlie Wi,95,3.97,1220,307
15,T16,T16,Chad Collins,87,3.98,1213,305
16,T16,T16,Chris Couch,66,3.98,828,208
17,T16,T16,Ben Crane,85,3.98,1581,397
18,T16,T16,Luke Donald,71,3.98,697,175
19,T16,T16,Ernie Els,72,3.98,843,212
20,T16,T16,Brian Gay,101,3.98,1793,450
21,T16,T16,Bill Haas,87,3.98,1048,263
22,T16,T16,J.J. Henry,92,3.98,1631,410
23,T16,T16,J.B. Holmes,100,3.98,1438,361
24,T16,T16,Freddie Jacobson,83,3.98,1433,360
25,T16,T16,Matt Kuchar,97,3.98,1214,305
26,T16,T16,Scott McCarron,90,3.98,1261,317
27,T16,T16,Cameron Percy,73,3.98,907,228
28,T16,T16,Rory Sabbatini,79,3.98,1314,330
29,T16,T16,Michael Sim,64,3.98,832,209
30,T16,T16,Nicholas Thompson,88,3.98,984,247
31,T16,T16,Boo Weekley,88,3.98,1257,316
32,T33,T33,Ricky Barnes,103,3.99,1463,367
33,T33,T33,Ángel Cabrera,64,3.99,591,148
34,T33,T33,Chris DiMarco,88,3.99,1588,398
35,T33,T33,Steve Elkington,74,3.99,962,241
36,T33,T33,Retief Goosen,75,3.99,1041,261
37,T33,T33,Paul Goydos,78,3.99,1022,256
38,T33,T33,Charley Hoffman,85,3.99,1038,260
39,T33,T33,Jerry Kelly,99,3.99,1306,327
40,T33,T33,Carl Pettersson,99,3.99,1336,335
41,T33,T33,Justin Rose,78,3.99,1160,291
42,T33,T33,Vijay Singh,75,3.99,1057,265
43,T33,T33,Heath Slocum,97,3.99,1371,344
44,T33,T33,Kevin Streelman,90,3.99,1352,339
45,T33,T33,Steve Stricker,73,3.99,731,183
46,T33,T33,Brian Stuard,81,3.99,913,229
47,T33,T33,Brett Wetterich,54,3.99,838,210
48,T49,T49,Briny Baird,87,4.0,1412,353
49,T49,T49,Greg Chalmers,93,4.0,1315,329
50,T49,T49,Stewart Cink,84,4.0,1207,302
51,T49,T49,Tim Clark,88,4.0,1339,335
52,T49,T49,Brendon de Jonge,114,4.0,1407,352
53,T49,T49,Tom Gillis,97,4.0,1654,413
54,T49,T49,Cliff Kresge,50,4.0,893,223
55,T49,T49,Michael Letzig,84,4.0,1355,339
56,T49,T49,James Nitties,92,4.0,1181,295
57,T49,T49,Sean O'Hair,84,4.0,892,223
58,T49,T49,Greg Owen,69,4.0,764,191
59,T49,T49,Webb Simpson,98,4.0,1149,287
60,T49,T49,David Toms,86,4.0,1155,289
61,T49,T49,Jimmy Walker,82,4.0,1105,276
62,T49,T49,Charles Warren,64,4.0,843,211
63,T49,T49,Nick Watney,91,4.0,1211,303
64,T49,T49,Jay Williamson,76,4.0,1037,259
65,T66,T66,K.J. Choi,82,4.01,1143,285
66,T66,T66,Bob Estes,79,4.01,1134,283
67,T66,T66,Matt Every,60,4.01,685,171
68,T66,T66,Rickie Fowler,98,4.01,1124,280
69,T66,T66,Mathew Goggin,85,4.01,1279,319
70,T66,T66,Steve Marino,81,4.01,1038,259
71,T66,T66,Phil Mickelson,76,4.01,609,152
72,T66,T66,Joe Ogilvie,99,4.01,1191,297
73,T66,T66,Tim Petrovic,105,4.01,1668,416
74,T66,T66,John Senden,103,4.01,1632,407
75,T66,T66,D.J. Trahan,92,4.01,1202,300
76,T66,T66,Bo Van Pelt,104,4.01,1393,347
77,T66,T66,Johnson Wagner,85,4.01,1235,308
78,T79,T79,Jonathan Byrd,85,4.02,1074,267
79,T79,T79,Michael Connell,89,4.02,1380,343
80,T79,T79,Charles Howell III,103,4.02,1726,429
81,T79,T79,Matt Jones,89,4.02,1193,297
82,T79,T79,Justin Leonard,89,4.02,1315,327
