,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
136,T122,T122,Bryce Molder,84,4.0
137,T122,T122,Pat Perez,90,4.0
138,T122,T122,Jeff Quinney,91,4.0
139,T122,T122,Jeev Milkha Singh,59,4.0
140,T122,T122,Heath Slocum,97,4.0
141,T122,T122,Brian Stuard,81,4.0
142,T122,T122,Roger Tambellini,77,4.0
143,T122,T122,Roland Thatcher,72,4.0
144,T122,T122,Chris Tidland,77,4.0
145,T122,T122,David Toms,86,4.0
146,T122,T122,Vance Veazey,58,4.0
147,T122,T122,Scott Verplank,74,4.0
148,T122,T122,Steve Wheatcroft,74,4.0
149,T122,T122,Mark Wilson,87,4.0
150,T122,T122,Y.E. Yang,72,4.0
151,T152,T152,David Duval,71,3.0
152,T152,T152,Ernie Els,72,3.0
153,T152,T152,Bob Estes,79,3.0
154,T152,T152,Matt Every,60,3.0
155,T152,T152,Jim Furyk,76,3.0
156,T152,T152,Jeff Gove,57,3.0
157,T152,T152,Freddie Jacobson,83,3.0
158,T152,T152,Skip Kendall,58,3.0
159,T152,T152,Jarrod Lyle,54,3.0
160,T152,T152,Greg Owen,69,3.0
161,T152,T152,Brenden Pappas,66,3.0
162,T152,T152,Cameron Percy,73,3.0
163,T152,T152,Tim Petrovic,105,3.0
164,T152,T152,Ted Purdy,86,3.0
165,T152,T152,Brett Wetterich,54,3.0
166,T152,T152,Chris Wilson,65,3.0
167,T168,T168,Cameron Beckman,68,2.0
168,T168,T168,Kris Blanks,91,2.0
169,T168,T168,Justin Bolli,55,2.0
170,T168,T168,Michael Bradley,77,2.0
171,T168,T168,Ben Curtis,78,2.0
172,T168,T168,Brad Faxon,58,2.0
173,T168,T168,Sergio Garcia,58,2.0
174,T168,T168,Mathias Grönberg,61,2.0
175,T168,T168,Zach Johnson,93,2.0
176,T168,T168,Spencer Levin,110,2.0
177,T168,T168,Andrew McLardy,52,2.0
178,T168,T168,Shaun Micheel,70,2.0
179,T168,T168,Ian Poulter,55,2.0
180,T168,T168,Justin Rose,78,2.0
181,T168,T168,Michael Sim,64,2.0
182,T168,T168,Paul Stankowski,62,2.0
183,T168,T168,Chris Stroud,90,2.0
184,T168,T168,Jerod Turner,54,2.0
185,T186,T186,Brent Delahoussaye,57,1.0
186,T186,T186,Luke Donald,71,1.0
187,T186,T186,Greg Kraft,52,1.0
188,T186,T186,Geoff Ogilvy,62,1.0
189,T186,T186,Omar Uresti,74,1.0
190,T186,T186,Dean Wilson,54,1.0
191,192,192,Craig Bowden,56,
