,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
103,104,104,Chris Stroud,90,70.96600000000001,6360,26.978,90
104,105,105,J.P. Hayes,79,70.98100000000001,5571,36.504,79
105,106,106,Chris DiMarco,88,70.983,6192,54.497,88
106,T107,T107,Matt Every,60,70.986,4241,18.183,60
107,T107,T107,Andres Romero,73,70.986,5165,17.014,73
108,109,109,Tim Petrovic,105,70.992,7426,28.143,105
109,110,110,Aaron Baddeley,94,70.995,6637,36.538,94
110,111,111,Jason Dufner,87,71.018,6196,- 17.459,87
111,112,112,Y.E. Yang,72,71.033,4982,- 9.691,70
112,113,113,Sergio Garcia,58,71.07600000000001,3720,- 24.062,52
113,114,114,Blake Adams,84,71.077,5938,32.438,84
114,115,115,Brett Quigley,96,71.082,6786,37.824,96
115,116,116,Bob Estes,79,71.086,5589,26.792,79
116,117,117,Mark Wilson,87,71.098,6145,40.536,87
117,118,118,John Merrick,109,71.102,7708,42.122,109
118,119,119,Johnson Wagner,85,71.113,6028,16.630,85
119,120,120,Josh Teater,101,71.116,7157,25.687,101
120,121,121,Woody Austin,93,71.12100000000001,6572,42.269,93
121,122,122,Kevin Stadler,86,71.149,6085,33.821,86
122,123,123,Richard Johnson,90,71.156,6361,43.017,90
123,124,124,Martin Laird,91,71.158,6445,30.422,91
124,125,125,Garrett Willis,82,71.15899999999999,5797,38.020,82
125,126,126,Trevor Immelman,55,71.16199999999999,3925,- 11.106,55
126,127,127,Tim Herron,79,71.171,5602,20.537,79
127,128,128,Lee Janzen,77,71.194,5452,29.943,77
128,129,129,Scott Piercy,88,71.196,6217,48.211,88
129,130,130,George McNeill,79,71.207,5609,16.318,79
130,131,131,Ian Poulter,55,71.211,3505,- 15.656,49
131,132,132,Alex Cejka,81,71.219,5776,- 7.267,81
132,133,133,Chris Tidland,77,71.255,5460,26.608,77
133,134,134,Robert Garrigus,71,71.264,5028,31.776,71
134,135,135,John Mallinger,78,71.27,5539,20.069,78
135,136,136,James Nitties,92,71.277,6516,41.452,92
136,137,137,Jay Williamson,76,71.29,5367,51.009,76
137,138,138,Joe Ogilvie,99,71.296,7025,33.271,99
138,139,139,Troy Matteson,84,71.31,5950,40.031,84
139,140,140,Rocco Mediate,71,71.34100000000001,5047,18.218,71
140,141,141,Rory Sabbatini,79,71.366,5551,15.542,78
141,142,142,Kris Blanks,91,71.37100000000001,6464,30.725,91
142,143,143,Brian Davis,101,71.376,7186,22.940,101
143,144,144,Cameron Beckman,68,71.395,4832,22.893,68
144,145,145,Cliff Kresge,50,71.417,3552,18.836,50
145,146,146,Nathan Green,86,71.421,6130,12.194,86
146,147,147,Billy Mayfair,78,71.426,5536,35.198,78
147,148,148,Jeff Maggert,76,71.445,5403,26.797,76
148,149,149,Troy Merritt,86,71.486,6108,39.767,86
149,150,150,Michael Bradley,77,71.498,5443,62.329,77
150,151,151,Rod Pampling,77,71.501,5481,24.564,77
151,152,152,Steve Wheatcroft,74,71.53,5296,- 2.759,74
152,153,153,Paul Goydos,78,71.532,5565,14.508,78
153,154,154,Mike Weir,59,71.571,4091,- 11.454,57
154,155,155,Matt Bettencourt,91,71.575,6496,17.331,91
155,156,156,Omar Uresti,74,71.579,5264,32.817,74
156,157,157,Brian Stuard,81,71.595,5771,28.166,81
157,158,158,Cameron Tringale,55,71.598,3913,24.869,55
158,159,159,Mathias Grönberg,61,71.61399999999999,4353,15.473,61
159,160,160,Cameron Percy,73,71.622,5183,45.435,73
160,161,161,Skip Kendall,58,71.64,4126,29.129,58
161,162,162,Derek Lamely,81,71.666,5782,22.967,81
162,163,163,Mathew Goggin,85,71.672,6061,31.107,85
163,T164,T164,David Duval,71,71.688,5083,6.820,71
164,T164,T164,Bill Lunde,79,71.688,5638,25.374,79
165,166,166,John Daly,63,71.697,4486,30.914,63
166,167,167,Henrik Bjornstad,72,71.722,5132,31.991,72
167,168,168,Rich Barcelo,70,71.751,5018,4.535,70
168,169,169,Greg Owen,69,71.77,4930,22.105,69
169,170,170,Nicholas Thompson,88,71.815,6284,35.750,88
170,171,171,Roland Thatcher,72,71.82,5149,22.075,72
171,172,172,Ted Purdy,86,71.824,6161,15.855,86
172,173,173,Martin Flores,75,71.882,5354,37.149,75
173,174,174,Brenden Pappas,66,71.96600000000001,4701,48.742,66
174,175,175,Roger Tambellini,77,71.969,5505,36.590,77
175,176,176,Garth Mulroy,53,72.0,3789,26.983,53
176,177,177,Brent Delahoussaye,57,72.032,4078,27.847,57
177,178,178,Steve Flesch,78,72.041,5586,33.201,78
178,179,179,David Lutterus,69,72.17,4966,13.735,69
179,180,180,Daniel Chopra,74,72.194,5317,25.390,74
180,181,181,Steve Lowery,67,72.202,4815,22.552,67
181,182,182,Andrew McLardy,52,72.217,3736,19.267,52
182,183,183,Mark Calcavecchia,50,72.222,3605,6.082,50
183,184,184,Craig Bowden,56,72.229,4036,8.834,56
184,185,185,Vance Veazey,58,72.32300000000001,4189,5.736,58
185,186,186,Jeff Gove,57,72.40100000000001,4098,28.859,57
186,187,187,Jerod Turner,54,72.602,3895,25.524,54
187,188,188,Chris Wilson,65,72.682,4693,31.300,65
188,189,189,Kevin Johnson,62,72.878,4494,24.422,62
189,190,190,Justin Bolli,55,72.881,3982,26.460,55
190,191,191,Greg Kraft,52,73.07,3782,17.663,52
191,192,192,Brad Faxon,58,73.116,4217,23.730,58
