,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
0,1,1,Matt Kuchar,97,69.60600000000001,6596,16.608,95
1,2,2,Steve Stricker,73,69.66,5024,- 8.472,72
2,3,3,Retief Goosen,75,69.718,4967,- 17.013,71
3,4,4,Paul Casey,64,69.72,4056,- 12.228,58
4,5,5,Jim Furyk,76,69.828,5197,- 29.746,74
5,6,6,Ernie Els,72,69.843,4926,- 36.992,70
6,7,7,Luke Donald,71,69.85,4777,- 27.218,68
7,8,8,Justin Rose,78,69.885,5454,- 2.946,78
8,9,9,Bo Van Pelt,104,69.955,7287,- 11.638,104
9,10,10,Phil Mickelson,76,69.96600000000001,5346,- 28.559,76
10,11,11,J.B. Holmes,100,70.089,7022,- 13.115,100
11,12,12,K.J. Choi,82,70.09899999999999,5772,- 23.865,82
12,13,13,Robert Allenby,76,70.131,5219,- 29.311,74
13,14,14,Dustin Johnson,83,70.135,5778,- 26.926,82
14,15,15,Padraig Harrington,57,70.17399999999999,3964,- 34.250,56
15,16,16,Dean Wilson,54,70.223,3763,29.051,54
16,17,17,Bubba Watson,77,70.229,5406,1.613,77
17,18,18,Ben Crane,85,70.234,5765,- 5.845,82
18,19,19,Tim Clark,88,70.24600000000001,5976,- 5.084,85
19,20,20,Charley Hoffman,85,70.25399999999999,5944,27.579,85
20,21,21,Brandt Snedeker,89,70.258,6255,- 2.011,89
21,22,22,Jason Day,82,70.274,5775,- 12.547,82
22,23,23,Charlie Wi,95,70.28399999999999,6655,21.988,95
23,24,24,Nick Watney,91,70.291,6196,- 10.379,88
24,25,25,Charles Howell III,103,70.292,7206,34.121,103
25,26,26,Bill Haas,87,70.308,6109,7.819,87
26,27,27,Kevin Na,94,70.314,6514,25.236,93
27,28,28,Steve Elkington,74,70.318,5182,21.508,74
28,29,29,David Toms,86,70.337,5965,13.666,85
29,30,30,Vijay Singh,75,70.343,5231,- 25.630,74
30,31,31,Brendon de Jonge,114,70.344,7996,23.250,114
31,32,32,Chris Riley,73,70.345,5113,22.162,73
32,33,33,Rory McIlroy,54,70.351,3689,- 30.723,52
33,34,34,Paul Stankowski,62,70.354,4327,34.978,62
34,35,35,Joe Durant,67,70.365,4677,37.462,67
35,36,36,Freddie Jacobson,83,70.367,5825,15.462,83
36,37,37,Spencer Levin,110,70.385,7710,32.305,110
37,38,38,Bryce Molder,84,70.403,5909,4.824,84
38,39,39,Justin Leonard,89,70.419,6214,- 17.092,88
39,40,40,Camilo Villegas,78,70.425,5105,- 34.381,72
40,41,41,Rickie Fowler,98,70.429,6894,8.067,98
41,42,42,Stewart Cink,84,70.431,5644,- 9.496,80
42,43,43,Jonathan Byrd,85,70.437,5961,26.183,85
43,44,44,Adam Scott,70,70.468,4817,- 25.147,68
44,45,45,Ricky Barnes,103,70.47,7258,.396,103
45,46,46,Hunter Mahan,85,70.476,5934,- 14.043,84
46,47,47,Jeff Overton,89,70.497,6260,14.269,89
47,48,48,Shaun Micheel,70,70.499,4940,- 5.094,70
48,49,49,Tom Gillis,97,70.514,6802,37.822,97
49,50,50,Zach Johnson,93,70.527,6424,- 6.086,91
50,51,51,Carl Pettersson,99,70.55199999999999,6963,21.686,99
51,52,52,Pat Perez,90,70.593,6304,49.327,90
52,53,53,Chad Collins,87,70.59899999999999,6096,46.098,87
53,54,54,Sean O'Hair,84,70.60300000000001,5805,- 15.531,82
54,55,55,Kevin Sutherland,86,70.604,6034,37.959,86
55,56,56,Matt Jones,89,70.605,6262,21.882,89
56,57,57,John Senden,103,70.618,7249,24.672,103
57,58,58,Ryan Moore,80,70.623,5584,- 4.778,79
58,59,59,Chad Campbell,94,70.62899999999999,6553,15.481,93
59,60,60,Jeev Milkha Singh,59,70.631,3939,16.319,56
60,T61,T61,Stephen Ames,75,70.639,5218,9.298,74
61,T61,T61,Briny Baird,87,70.639,6113,32.577,87
62,63,63,Graham DeLaet,88,70.645,6169,47.748,88
63,64,64,D.J. Trahan,92,70.661,6474,26.784,92
64,65,65,Heath Slocum,97,70.673,6842,13.286,97
65,66,66,Webb Simpson,98,70.683,6884,42.981,98
66,67,67,Kevin Streelman,90,70.727,6343,22.474,90
67,68,68,John Rollins,81,70.72800000000001,5705,23.978,81
68,69,69,Greg Chalmers,93,70.732,6535,43.078,93
69,70,70,Ryuji Imada,90,70.753,6339,28.807,90
70,71,71,Brian Gay,101,70.756,6908,26.114,98
71,72,72,Tom Pernice Jr.,74,70.757,5212,24.050,74
72,73,73,Geoff Ogilvy,62,70.764,4248,- 2.169,60
73,74,74,Marc Leishman,87,70.76899999999999,6162,- 5.087,87
74,75,75,J.J. Henry,92,70.77199999999999,6484,27.042,92
75,76,76,Vaughn Taylor,87,70.794,6139,20.074,87
76,77,77,Ryan Palmer,84,70.824,5927,22.239,84
77,78,78,Jarrod Lyle,54,70.835,3818,7.068,54
78,79,79,Scott Verplank,74,70.83800000000001,5186,- 14.834,73
79,80,80,Kenny Perry,69,70.84100000000001,4820,- 2.828,68
80,81,81,Brett Wetterich,54,70.847,3804,21.734,54
81,T82,T82,Jeff Quinney,91,70.851,6410,37.466,91
82,T82,T82,Boo Weekley,88,70.851,6202,32.864,88
83,T84,T84,Jason Bohn,84,70.85600000000001,5934,17.881,84
84,T84,T84,Aron Price,70,70.85600000000001,4918,41.953,70
85,86,86,Ben Curtis,78,70.87100000000001,5536,- 8.069,78
86,87,87,Steve Marino,81,70.875,5750,- 9.119,81
87,88,88,Alex Prugh,88,70.878,6205,32.234,88
88,89,89,Davis Love III,79,70.888,5594,6.121,79
89,90,90,Michael Sim,64,70.896,4440,26.453,63
90,91,91,Michael Connell,89,70.9,6275,35.142,89
91,92,92,Charles Warren,64,70.917,4514,24.673,64
92,93,93,Will MacKenzie,72,70.918,5092,14.105,72
93,94,94,Ángel Cabrera,64,70.919,4484,- 16.091,63
94,95,95,Scott McCarron,90,70.94,6348,36.588,90
95,96,96,Chris Couch,66,70.94800000000001,4644,38.561,66
96,97,97,Lucas Glover,75,70.949,5256,- 5.744,74
97,98,98,Michael Letzig,84,70.95100000000001,5922,37.898,84
98,99,99,Jimmy Walker,82,70.953,5803,15.152,82
99,T100,T100,Stuart Appleby,101,70.954,7188,- 21.628,101
100,T100,T100,James Driscoll,78,70.954,5510,24.439,78
101,T100,T100,Jerry Kelly,99,70.954,7009,15.405,99
102,103,103,D.A. Points,90,70.958,6371,15.212,90
