,First_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_5_Scoring_Average_ROUNDS,First_Tee_Early_Par_5_Scoring_Average_AVG,First_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,77,4.42,252,57
1,2,2,Charley Hoffman,85,4.45,334,75
2,3,3,Dustin Johnson,83,4.5,333,74
3,4,4,Phil Mickelson,76,4.51,212,47
4,5,5,James Nitties,92,4.53,417,92
5,T6,T6,Jonathan Byrd,85,4.54,368,81
6,T6,T6,Matt Kuchar,97,4.54,354,78
7,T6,T6,D.J. Trahan,92,4.54,418,92
8,T9,T9,Stewart Cink,84,4.56,369,81
9,T9,T9,Aron Price,70,4.56,219,48
10,T11,T11,Henrik Bjornstad,72,4.57,343,75
11,T11,T11,James Driscoll,78,4.57,320,70
12,T11,T11,Bill Haas,87,4.57,338,74
13,T11,T11,Ted Purdy,86,4.57,320,70
14,T11,T11,Paul Stankowski,62,4.57,274,60
15,T11,T11,Bo Van Pelt,104,4.57,416,91
16,T17,T17,Tom Gillis,97,4.58,531,116
17,T17,T17,Joe Ogilvie,99,4.58,366,80
18,T17,T17,Pat Perez,90,4.58,467,102
19,T17,T17,Steve Stricker,73,4.58,229,50
20,T17,T17,Nick Watney,91,4.58,408,89
21,T22,T22,Matt Bettencourt,91,4.59,436,95
22,T22,T22,Steve Elkington,74,4.59,358,78
23,T22,T22,Matt Jones,89,4.59,422,92
24,T22,T22,John Senden,103,4.59,523,114
25,T22,T22,Chris Stroud,90,4.59,395,86
26,T27,T27,J.B. Holmes,100,4.6,465,101
27,T27,T27,Michael Letzig,84,4.6,428,93
28,T27,T27,John Mallinger,78,4.6,262,57
29,T27,T27,Tom Pernice Jr.,74,4.6,428,93
30,T27,T27,Justin Rose,78,4.6,336,73
31,T32,T32,Ángel Cabrera,64,4.61,166,36
32,T32,T32,Marc Leishman,87,4.61,401,87
33,T34,T34,Retief Goosen,75,4.62,351,76
34,T34,T34,Charles Howell III,103,4.62,647,140
35,T34,T34,Brett Quigley,96,4.62,471,102
36,T34,T34,Kevin Streelman,90,4.62,439,95
37,T34,T34,Roland Thatcher,72,4.62,351,76
38,T34,T34,Y.E. Yang,72,4.62,467,101
39,T40,T40,Robert Allenby,76,4.63,352,76
40,T40,T40,Rich Barcelo,70,4.63,338,73
41,T40,T40,Paul Casey,64,4.63,227,49
42,T40,T40,K.J. Choi,82,4.63,370,80
43,T40,T40,Ben Crane,85,4.63,500,108
44,T40,T40,J.J. Henry,92,4.63,555,120
45,T40,T40,Jarrod Lyle,54,4.63,222,48
46,T40,T40,John Merrick,109,4.63,519,112
47,T40,T40,John Rollins,81,4.63,361,78
48,T40,T40,Kevin Sutherland,86,4.63,324,70
49,T40,T40,Vaughn Taylor,87,4.63,500,108
50,T40,T40,David Toms,86,4.63,398,86
51,T40,T40,Cameron Tringale,55,4.63,227,49
52,T40,T40,Dean Wilson,54,4.63,222,48
53,T54,T54,Stephen Ames,75,4.64,436,94
54,T54,T54,John Daly,63,4.64,274,59
55,T54,T54,Brian Davis,101,4.64,334,72
56,T54,T54,Garth Mulroy,53,4.64,204,44
57,T54,T54,Webb Simpson,98,4.64,339,73
58,T54,T54,Charles Warren,64,4.64,255,55
59,T60,T60,Jason Day,82,4.65,372,80
60,T60,T60,Brent Delahoussaye,57,4.65,265,57
61,T60,T60,Jim Furyk,76,4.65,228,49
62,T60,T60,Robert Garrigus,71,4.65,335,72
63,T60,T60,Padraig Harrington,57,4.65,186,40
64,T60,T60,Martin Laird,91,4.65,409,88
65,T60,T60,Jeff Overton,89,4.65,372,80
66,T60,T60,Adam Scott,70,4.65,214,46
67,T68,T68,Chris Couch,66,4.66,270,58
68,T68,T68,Jason Dufner,87,4.66,540,116
69,T68,T68,Brian Gay,101,4.66,592,127
70,T68,T68,Lucas Glover,75,4.66,368,79
71,T68,T68,J.P. Hayes,79,4.66,275,59
72,T68,T68,Kevin Na,94,4.66,424,91
73,T68,T68,Ryan Palmer,84,4.66,424,91
74,T68,T68,Tim Petrovic,105,4.66,540,116
75,T68,T68,Kevin Stadler,86,4.66,471,101
76,T68,T68,Brett Wetterich,54,4.66,261,56
77,T78,T78,Woody Austin,93,4.67,406,87
78,T78,T78,Briny Baird,87,4.67,439,94
79,T78,T78,Cameron Beckman,68,4.67,294,63
80,T78,T78,Mathew Goggin,85,4.67,411,88
81,T78,T78,Will MacKenzie,72,4.67,350,75
82,T78,T78,Andrew McLardy,52,4.67,224,48
83,T78,T78,Ryan Moore,80,4.67,336,72
84,T78,T78,Vijay Singh,75,4.67,280,60
85,T78,T78,Charlie Wi,95,4.67,388,83
86,T87,T87,Craig Bowden,56,4.68,117,25
87,T87,T87,Brendon de Jonge,114,4.68,501,107
88,T87,T87,Graham DeLaet,88,4.68,412,88
89,T87,T87,Steve Flesch,78,4.68,533,114
90,T87,T87,Sergio Garcia,58,4.68,281,60
91,T87,T87,Paul Goydos,78,4.68,374,80
92,T87,T87,Ryuji Imada,90,4.68,552,118
93,T87,T87,Zach Johnson,93,4.68,520,111
94,T87,T87,Richard Johnson,90,4.68,360,77
95,T87,T87,Troy Matteson,84,4.68,449,96
