,Round_4_Scoring_Average_RANK THIS WEEK,Round_4_Scoring_Average_RANK LAST WEEK,Round_4_Scoring_Average_PLAYER NAME,Round_4_Scoring_Average_AVG,Round_4_Scoring_Average_TOTAL STROKES,Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Ryan Palmer,68.5,959,14
1,T1,T1,Chris Riley,68.5,822,12
2,3,3,Ben Crane,68.78,1238,18
3,4,4,James Driscoll,68.92,827,12
4,5,5,Matt Kuchar,68.95,1517,22
5,6,6,Mark Wilson,69.13,1037,15
6,7,7,Michael Sim,69.17,830,12
7,8,8,Webb Simpson,69.18,1176,17
8,9,9,Retief Goosen,69.41,1180,17
9,10,10,Jeff Quinney,69.56,1113,16
10,11,11,Charles Howell III,69.65,1602,23
11,12,12,Dean Wilson,69.67,627,9
12,T13,T13,Jonathan Byrd,69.69,1115,16
13,T13,T13,Freddie Jacobson,69.69,1115,16
14,15,15,Rory McIlroy,69.73,767,11
15,16,16,Paul Casey,69.77,907,13
16,17,17,Kevin Streelman,69.82,1187,17
17,18,18,Cameron Beckman,69.88,559,8
18,19,19,Bob Estes,69.92,839,12
19,20,20,Marc Leishman,69.94,1189,17
20,21,21,Graham DeLaet,70.0,1050,15
21,T22,T22,Briny Baird,70.06,1121,16
22,T22,T22,Justin Rose,70.06,1191,17
23,T22,T22,David Toms,70.06,1261,18
24,25,25,Rory Sabbatini,70.08,911,13
25,26,26,Pat Perez,70.11,1262,18
26,27,27,Paul Stankowski,70.15,912,13
27,28,28,Garrett Willis,70.2,1053,15
28,29,29,John Rollins,70.21,983,14
29,T30,T30,Jarrod Lyle,70.22,632,9
30,T30,T30,Steve Stricker,70.22,1264,18
31,32,32,Chris Stroud,70.24,1194,17
32,33,33,Bryce Molder,70.25,1124,16
33,34,34,Bo Van Pelt,70.26,1616,23
34,35,35,D.J. Trahan,70.28,1265,18
35,T36,T36,Mathew Goggin,70.29,984,14
36,T36,T36,Vaughn Taylor,70.29,1195,17
37,38,38,Jeev Milkha Singh,70.3,703,10
38,39,39,Tim Petrovic,70.35,1407,20
39,40,40,Brian Gay,70.37,1337,19
40,T41,T41,Stephen Ames,70.38,1126,16
41,T41,T41,Ernie Els,70.38,1126,16
42,T41,T41,Jimmy Walker,70.38,915,13
43,T41,T41,Bubba Watson,70.38,1126,16
44,45,45,J.J. Henry,70.39,1267,18
45,T46,T46,Aaron Baddeley,70.4,1408,20
46,T46,T46,Cameron Tringale,70.4,352,5
47,48,48,Tom Gillis,70.43,1479,21
48,T49,T49,Stewart Cink,70.44,1268,18
49,T49,T49,Joe Ogilvie,70.44,1127,16
50,51,51,Charles Warren,70.45,775,11
51,T52,T52,Kris Blanks,70.5,1128,16
52,T52,T52,Chris Couch,70.5,705,10
53,T52,T52,Jason Dufner,70.5,1269,18
54,T52,T52,Bill Lunde,70.5,705,10
55,T52,T52,Troy Matteson,70.5,987,14
56,T52,T52,Kevin Na,70.5,1410,20
57,T52,T52,Scott Piercy,70.5,1128,16
58,59,59,Robert Allenby,70.53,1199,17
59,T60,T60,Billy Mayfair,70.54,917,13
60,T60,T60,Aron Price,70.54,917,13
61,62,62,Charley Hoffman,70.56,1270,18
62,63,63,Jerod Turner,70.57,494,7
63,64,64,Kevin Stadler,70.6,1059,15
64,65,65,Richard Johnson,70.65,1201,17
65,T66,T66,Troy Merritt,70.67,848,12
66,T66,T66,Andres Romero,70.67,1060,15
67,T66,T66,John Senden,70.67,1484,21
68,69,69,Greg Chalmers,70.68,1343,19
69,70,70,Chad Collins,70.69,1131,16
70,71,71,Ben Curtis,70.71,990,14
71,T72,T72,Ryan Moore,70.73,1061,15
72,T72,T72,Vijay Singh,70.73,1061,15
73,T72,T72,Brett Wetterich,70.73,778,11
74,T75,T75,Chad Campbell,70.75,1415,20
75,T75,T75,James Nitties,70.75,1132,16
76,77,77,Jim Furyk,70.76,1203,17
77,78,78,Tim Clark,70.79,1345,19
78,79,79,Steve Elkington,70.8,1062,15
79,T80,T80,Blake Adams,70.81,1133,16
80,T80,T80,Scott Verplank,70.81,1133,16
81,T80,T80,Nick Watney,70.81,1487,21
82,T83,T83,Ricky Barnes,70.82,1558,22
83,T83,T83,Kevin Sutherland,70.82,1204,17
84,T85,T85,Michael Bradley,70.86,992,14
85,T85,T85,Rickie Fowler,70.86,1488,21
86,T85,T85,Nicholas Thompson,70.86,992,14
87,T88,T88,Rich Barcelo,70.89,638,9
88,T88,T88,Michael Connell,70.89,1347,19
89,T88,T88,Josh Teater,70.89,1347,19
90,T88,T88,Omar Uresti,70.89,638,9
91,92,92,Rocco Mediate,70.91,780,11
92,T93,T93,Luke Donald,70.93,1064,15
93,T93,T93,Y.E. Yang,70.93,1064,15
94,95,95,Michael Letzig,70.94,1135,16
95,96,96,J.B. Holmes,70.96,1703,24
96,T97,T97,Ángel Cabrera,71.0,923,13
97,T97,T97,Mathias Grönberg,71.0,568,8
98,T97,T97,D.A. Points,71.0,1136,16
99,T100,T100,Martin Laird,71.05,1350,19
100,T100,T100,Carl Pettersson,71.05,1421,20
101,T102,T102,Jason Bohn,71.06,1137,16
