,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Phil Mickelson,76,3.84,119,31
1,2,2,Joe Durant,67,3.87,678,175
2,T3,T3,Ernie Els,72,3.91,168,43
3,T3,T3,Charley Hoffman,85,3.91,548,140
4,T3,T3,Shaun Micheel,70,3.91,496,127
5,T3,T3,Bryce Molder,84,3.91,614,157
6,T7,T7,Paul Casey,64,3.94,303,77
7,T7,T7,Dustin Johnson,83,3.94,335,85
8,T9,T9,Blake Adams,84,3.95,770,195
9,T9,T9,Robert Allenby,76,3.95,383,97
10,T9,T9,Jason Bohn,84,3.95,593,150
11,T9,T9,Jason Day,82,3.95,549,139
12,T9,T9,Brendon de Jonge,114,3.95,738,187
13,T9,T9,Retief Goosen,75,3.95,300,76
14,T9,T9,John Rollins,81,3.95,647,164
15,T9,T9,Dean Wilson,54,3.95,261,66
16,T17,T17,Steve Elkington,74,3.96,546,138
17,T17,T17,Billy Mayfair,78,3.96,911,230
18,T19,T19,Jonathan Byrd,85,3.97,698,176
19,T19,T19,Michael Connell,89,3.97,690,174
20,T19,T19,Ben Crane,85,3.97,608,153
21,T19,T19,Bill Haas,87,3.97,691,174
22,T19,T19,Ryan Palmer,84,3.97,623,157
23,T19,T19,Kenny Perry,69,3.97,345,87
24,T25,T25,Chad Campbell,94,3.98,652,164
25,T25,T25,Ben Curtis,78,3.98,637,160
26,T25,T25,Jeff Gove,57,3.98,509,128
27,T25,T25,J.B. Holmes,100,3.98,625,157
28,T25,T25,Charles Howell III,103,3.98,640,161
29,T25,T25,Carl Pettersson,99,3.98,900,226
30,T25,T25,Heath Slocum,97,3.98,521,131
31,T25,T25,Bo Van Pelt,104,3.98,477,120
32,T25,T25,Nick Watney,91,3.98,430,108
33,T34,T34,Chris Couch,66,3.99,726,182
34,T34,T34,J.P. Hayes,79,3.99,347,87
35,T34,T34,Andrew McLardy,52,3.99,683,171
36,T34,T34,George McNeill,79,3.99,471,118
37,T34,T34,Geoff Ogilvy,62,3.99,291,73
38,T34,T34,Pat Perez,90,3.99,651,163
39,T34,T34,Jeff Quinney,91,3.99,771,193
40,T34,T34,Brandt Snedeker,89,3.99,599,150
41,T34,T34,Chris Stroud,90,3.99,627,157
42,T43,T43,Ricky Barnes,103,4.0,937,234
43,T43,T43,Alex Cejka,81,4.0,600,150
44,T43,T43,D.A. Points,90,4.0,548,137
45,T43,T43,Brett Quigley,96,4.0,604,151
46,T43,T43,Andres Romero,73,4.0,428,107
47,T48,T48,James Driscoll,78,4.01,582,145
48,T48,T48,Matt Every,60,4.01,598,149
49,T48,T48,Brian Gay,101,4.01,870,217
50,T48,T48,Freddie Jacobson,83,4.01,646,161
51,T48,T48,Marc Leishman,87,4.01,357,89
52,T48,T48,Spencer Levin,110,4.01,761,190
53,T48,T48,John Merrick,109,4.01,827,206
54,T48,T48,Sean O'Hair,84,4.01,557,139
55,T48,T48,Alex Prugh,88,4.01,546,136
56,T48,T48,Justin Rose,78,4.01,389,97
57,T48,T48,Adam Scott,70,4.01,381,95
58,T48,T48,Y.E. Yang,72,4.01,569,142
59,T60,T60,Greg Chalmers,93,4.02,711,177
60,T60,T60,K.J. Choi,82,4.02,470,117
61,T60,T60,Rickie Fowler,98,4.02,478,119
62,T60,T60,Ryuji Imada,90,4.02,852,212
63,T60,T60,Matt Kuchar,97,4.02,382,95
64,T60,T60,Jeff Maggert,76,4.02,531,132
65,T60,T60,Rory McIlroy,54,4.02,338,84
66,T60,T60,Kevin Stadler,86,4.02,893,222
67,T60,T60,Kevin Sutherland,86,4.02,559,139
68,T60,T60,Vaughn Taylor,87,4.02,889,221
69,T60,T60,Charlie Wi,95,4.02,490,122
70,T71,T71,Chris DiMarco,88,4.03,758,188
71,T71,T71,Jason Dufner,87,4.03,609,151
72,T71,T71,Richard Johnson,90,4.03,874,217
73,T71,T71,Jerry Kelly,99,4.03,645,160
