,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Briny Baird,28,100.0,1.0
1,T1,T1,Matt Bettencourt,32,100.0,1.0
2,T1,T1,Paul Casey,17,100.0,2.0
3,T1,T1,Michael Connell,25,100.0,1.0
4,T1,T1,Chris Couch,23,100.0,1.0
5,T1,T1,Luke Donald,20,100.0,2.0
6,T1,T1,Jason Dufner,25,100.0,1.0
7,T1,T1,David Duval,24,100.0,1.0
8,T1,T1,Steve Elkington,22,100.0,2.0
9,T1,T1,Steve Flesch,25,100.0,1.0
10,T1,T1,Mathew Goggin,28,100.0,1.0
11,T1,T1,Retief Goosen,19,100.0,3.0
12,T1,T1,J.P. Hayes,25,100.0,1.0
13,T1,T1,Freddie Jacobson,24,100.0,1.0
14,T1,T1,Matt Kuchar,26,100.0,3.0
15,T1,T1,Bill Lunde,28,100.0,1.0
16,T1,T1,Troy Matteson,28,100.0,1.0
17,T1,T1,Rory McIlroy,16,100.0,1.0
18,T1,T1,Troy Merritt,29,100.0,1.0
19,T1,T1,Ryan Moore,24,100.0,1.0
20,T1,T1,Geoff Ogilvy,19,100.0,1.0
21,T1,T1,Carl Pettersson,29,100.0,1.0
22,T1,T1,D.A. Points,29,100.0,1.0
23,T1,T1,Jeff Quinney,29,100.0,2.0
24,T1,T1,Adam Scott,20,100.0,2.0
25,T1,T1,Steve Stricker,19,100.0,1.0
26,T1,T1,Brian Stuard,28,100.0,1.0
27,T1,T1,Vaughn Taylor,26,100.0,1.0
28,T1,T1,Chris Tidland,24,100.0,2.0
29,T1,T1,D.J. Trahan,27,100.0,4.0
30,T1,T1,Camilo Villegas,20,100.0,1.0
31,T1,T1,Johnson Wagner,28,100.0,1.0
32,T1,T1,Jimmy Walker,27,100.0,1.0
33,T1,T1,Charles Warren,21,100.0,1.0
34,T1,T1,Mike Weir,19,100.0,1.0
35,T1,T1,Jay Williamson,24,100.0,1.0
36,T1,T1,Y.E. Yang,21,100.0,1.0
37,38,38,Bo Van Pelt,28,83.3,5.0
38,39,39,Nick Watney,24,80.0,4.0
39,T40,T40,Jonathan Byrd,26,66.7,2.0
40,T40,T40,Tim Clark,24,66.7,2.0
41,T40,T40,Steve Marino,24,66.7,2.0
