,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,T1,T1,Paul Goydos,78,28
1,T1,T1,Nick Watney,91,28
2,T3,T3,Charley Hoffman,85,29
3,T3,T3,Freddie Jacobson,83,29
4,T3,T3,Ryan Moore,80,29
5,T3,T3,Jeff Overton,89,29
6,T3,T3,Carl Pettersson,99,29
7,T3,T3,Alex Prugh,88,29
8,T3,T3,Nicholas Thompson,88,29
9,T10,T10,Blake Adams,84,30
10,T10,T10,Stephen Ames,75,30
11,T10,T10,Woody Austin,93,30
12,T10,T10,Aaron Baddeley,94,30
13,T10,T10,Briny Baird,87,30
14,T10,T10,Ricky Barnes,103,30
15,T10,T10,Kris Blanks,91,30
16,T10,T10,Jonathan Byrd,85,30
17,T10,T10,Ben Curtis,78,30
18,T10,T10,John Daly,63,30
19,T10,T10,Jason Day,82,30
20,T10,T10,Luke Donald,71,30
21,T10,T10,James Driscoll,78,30
22,T10,T10,Jason Dufner,87,30
23,T10,T10,Joe Durant,67,30
24,T10,T10,David Duval,71,30
25,T10,T10,Matt Every,60,30
26,T10,T10,Rickie Fowler,98,30
27,T10,T10,Robert Garrigus,71,30
28,T10,T10,Mathew Goggin,85,30
29,T10,T10,Retief Goosen,75,30
30,T10,T10,Mathias Grönberg,61,30
31,T10,T10,J.B. Holmes,100,30
32,T10,T10,Ryuji Imada,90,30
33,T10,T10,Dustin Johnson,83,30
34,T10,T10,Matt Jones,89,30
35,T10,T10,Skip Kendall,58,30
36,T10,T10,Martin Laird,91,30
37,T10,T10,Michael Letzig,84,30
38,T10,T10,Spencer Levin,110,30
39,T10,T10,Bill Lunde,79,30
40,T10,T10,Steve Marino,81,30
41,T10,T10,Billy Mayfair,78,30
42,T10,T10,Scott McCarron,90,30
43,T10,T10,Rory McIlroy,54,30
44,T10,T10,George McNeill,79,30
45,T10,T10,Rocco Mediate,71,30
46,T10,T10,Shaun Micheel,70,30
47,T10,T10,Bryce Molder,84,30
48,T10,T10,Geoff Ogilvy,62,30
49,T10,T10,Pat Perez,90,30
50,T10,T10,Chris Riley,73,30
51,T10,T10,John Rollins,81,30
52,T10,T10,Justin Rose,78,30
53,T10,T10,Brandt Snedeker,89,30
54,T10,T10,Kevin Stadler,86,30
55,T10,T10,Kevin Streelman,90,30
56,T10,T10,Steve Stricker,73,30
57,T10,T10,Brian Stuard,81,30
58,T10,T10,Camilo Villegas,78,30
59,T10,T10,Charles Warren,64,30
60,T10,T10,Bubba Watson,77,30
61,T10,T10,Boo Weekley,88,30
62,T10,T10,Brett Wetterich,54,30
63,T10,T10,Charlie Wi,95,30
64,T10,T10,Garrett Willis,82,30
65,T10,T10,Mark Wilson,87,30
66,T10,T10,Chris Wilson,65,30
67,T68,T68,Robert Allenby,76,31
68,T68,T68,Stuart Appleby,101,31
69,T68,T68,Cameron Beckman,68,31
70,T68,T68,Matt Bettencourt,91,31
71,T68,T68,Michael Bradley,77,31
72,T68,T68,Chad Campbell,94,31
73,T68,T68,Paul Casey,64,31
74,T68,T68,Greg Chalmers,93,31
75,T68,T68,K.J. Choi,82,31
76,T68,T68,Stewart Cink,84,31
77,T68,T68,Tim Clark,88,31
78,T68,T68,Chad Collins,87,31
79,T68,T68,Michael Connell,89,31
80,T68,T68,Chris Couch,66,31
81,T68,T68,Ben Crane,85,31
82,T68,T68,Brian Davis,101,31
83,T68,T68,Graham DeLaet,88,31
84,T68,T68,Chris DiMarco,88,31
85,T68,T68,Steve Elkington,74,31
86,T68,T68,Ernie Els,72,31
87,T68,T68,Martin Flores,75,31
88,T68,T68,Jim Furyk,76,31
89,T68,T68,Brian Gay,101,31
90,T68,T68,Tom Gillis,97,31
91,T68,T68,Lucas Glover,75,31
92,T68,T68,Padraig Harrington,57,31
93,T68,T68,J.P. Hayes,79,31
94,T68,T68,J.J. Henry,92,31
95,T68,T68,Charles Howell III,103,31
96,T68,T68,Trevor Immelman,55,31
97,T68,T68,Lee Janzen,77,31
98,T68,T68,Zach Johnson,93,31
99,T68,T68,Richard Johnson,90,31
100,T68,T68,Jerry Kelly,99,31
101,T68,T68,Cliff Kresge,50,31
102,T68,T68,Matt Kuchar,97,31
103,T68,T68,Derek Lamely,81,31
104,T68,T68,Marc Leishman,87,31
105,T68,T68,Justin Leonard,89,31
106,T68,T68,Davis Love III,79,31
107,T68,T68,Jarrod Lyle,54,31
108,T68,T68,Will MacKenzie,72,31
109,T68,T68,Hunter Mahan,85,31
110,T68,T68,Troy Matteson,84,31
111,T68,T68,Andrew McLardy,52,31
112,T68,T68,John Merrick,109,31
113,T68,T68,Troy Merritt,86,31
114,T68,T68,Phil Mickelson,76,31
115,T68,T68,Kevin Na,94,31
116,T68,T68,James Nitties,92,31
117,T68,T68,Sean O'Hair,84,31
118,T68,T68,Greg Owen,69,31
119,T68,T68,Ryan Palmer,84,31
120,T68,T68,Rod Pampling,77,31
121,T68,T68,Tom Pernice Jr.,74,31
122,T68,T68,Kenny Perry,69,31
123,T68,T68,Tim Petrovic,105,31
124,T68,T68,Scott Piercy,88,31
125,T68,T68,D.A. Points,90,31
126,T68,T68,Aron Price,70,31
127,T68,T68,Ted Purdy,86,31
128,T68,T68,Andres Romero,73,31
129,T68,T68,Rory Sabbatini,79,31
130,T68,T68,Adam Scott,70,31
131,T68,T68,John Senden,103,31
132,T68,T68,Michael Sim,64,31
133,T68,T68,Webb Simpson,98,31
134,T68,T68,Vijay Singh,75,31
135,T68,T68,Paul Stankowski,62,31
136,T68,T68,Chris Stroud,90,31
137,T68,T68,Kevin Sutherland,86,31
138,T68,T68,Vaughn Taylor,87,31
139,T68,T68,Chris Tidland,77,31
140,T68,T68,David Toms,86,31
