,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,1,1,Stuart Appleby,101,59
1,2,2,Steve Stricker,73,60
2,3,3,D.A. Points,90,61
3,T4,T4,Retief Goosen,75,62
4,T4,T4,Charley Hoffman,85,62
5,T4,T4,John Mallinger,78,62
6,T4,T4,Rory McIlroy,54,62
7,T4,T4,Cameron Percy,73,62
8,T4,T4,Michael Sim,64,62
9,T4,T4,Bubba Watson,77,62
10,T11,T11,Chris Couch,66,63
11,T11,T11,Brendon de Jonge,114,63
12,T11,T11,Graham DeLaet,88,63
13,T11,T11,Lee Janzen,77,63
14,T11,T11,Matt Kuchar,97,63
15,T11,T11,Martin Laird,91,63
16,T11,T11,Justin Leonard,89,63
17,T11,T11,Jeff Maggert,76,63
18,T11,T11,Scott McCarron,90,63
19,T11,T11,Shaun Micheel,70,63
20,T11,T11,Ryan Palmer,84,63
21,T11,T11,Brandt Snedeker,89,63
22,T11,T11,Chris Stroud,90,63
23,T11,T11,Boo Weekley,88,63
24,T25,T25,Aaron Baddeley,94,64
25,T25,T25,Cameron Beckman,68,64
26,T25,T25,Jonathan Byrd,85,64
27,T25,T25,Ben Crane,85,64
28,T25,T25,Ben Curtis,78,64
29,T25,T25,Joe Durant,67,64
30,T25,T25,David Duval,71,64
31,T25,T25,Ernie Els,72,64
32,T25,T25,Rickie Fowler,98,64
33,T25,T25,Jim Furyk,76,64
34,T25,T25,Robert Garrigus,71,64
35,T25,T25,Lucas Glover,75,64
36,T25,T25,Bill Haas,87,64
37,T25,T25,Padraig Harrington,57,64
38,T25,T25,Mark Hensby,39,64
39,T25,T25,Charles Howell III,103,64
40,T25,T25,Zach Johnson,93,64
41,T25,T25,Richard Johnson,90,64
42,T25,T25,Dustin Johnson,83,64
43,T25,T25,Matt Jones,89,64
44,T25,T25,Will MacKenzie,72,64
45,T25,T25,Brock Mackenzie,4,64
46,T25,T25,Hunter Mahan,85,64
47,T25,T25,Rocco Mediate,71,64
48,T25,T25,Troy Merritt,86,64
49,T25,T25,James Nitties,92,64
50,T25,T25,Sean O'Hair,84,64
51,T25,T25,Geoff Ogilvy,62,64
52,T25,T25,Carl Pettersson,99,64
53,T25,T25,Scott Piercy,88,64
54,T25,T25,Alistair Presnell,4,64
55,T25,T25,Jeff Quinney,91,64
56,T25,T25,Chris Riley,73,64
57,T25,T25,Justin Rose,78,64
58,T25,T25,Webb Simpson,98,64
59,T25,T25,Paul Stankowski,62,64
60,T25,T25,Kevin Streelman,90,64
