,Late_Lowest_Round_RANK THIS WEEK,Late_Lowest_Round_RANK LAST WEEK,Late_Lowest_Round_PLAYER NAME,Late_Lowest_Round_LOW RND
0,1,1,Stuart Appleby,59
1,2,2,Steve Stricker,60
2,T3,T3,Arjun Atwal,61
3,T3,T3,D.A. Points,61
4,T5,T5,Shane Bertsch,62
5,T5,T5,Brent Delahoussaye,62
6,T5,T5,Retief Goosen,62
7,T5,T5,Charley Hoffman,62
8,T5,T5,John Mallinger,62
9,T5,T5,Rory McIlroy,62
10,T5,T5,Jeff Overton,62
11,T5,T5,Cameron Percy,62
12,T5,T5,Michael Sim,62
13,T5,T5,Chris Stroud,62
14,T5,T5,Bubba Watson,62
15,T16,T16,Blake Adams,63
16,T16,T16,Jonathan Byrd,63
17,T16,T16,Chris Couch,63
18,T16,T16,Brendon de Jonge,63
19,T16,T16,Graham DeLaet,63
20,T16,T16,Matt Every,63
21,T16,T16,J.P. Hayes,63
22,T16,T16,Lee Janzen,63
23,T16,T16,Matt Kuchar,63
24,T16,T16,Martin Laird,63
25,T16,T16,Justin Leonard,63
26,T16,T16,Spencer Levin,63
27,T16,T16,Jeff Maggert,63
28,T16,T16,Scott McCarron,63
29,T16,T16,Shaun Micheel,63
30,T16,T16,Ryan Palmer,63
31,T16,T16,Brandt Snedeker,63
32,T16,T16,Nick Watney,63
33,T16,T16,Boo Weekley,63
34,T35,T35,Aaron Baddeley,64
35,T35,T35,Cameron Beckman,64
36,T35,T35,Chad Campbell,64
37,T35,T35,Tim Clark,64
38,T35,T35,Chad Collins,64
39,T35,T35,Ben Crane,64
40,T35,T35,Ben Curtis,64
41,T35,T35,Jason Dufner,64
42,T35,T35,Joe Durant,64
43,T35,T35,David Duval,64
44,T35,T35,Ernie Els,64
45,T35,T35,Rickie Fowler,64
46,T35,T35,Jim Furyk,64
47,T35,T35,Robert Garrigus,64
48,T35,T35,Lucas Glover,64
49,T35,T35,Bill Haas,64
50,T35,T35,Padraig Harrington,64
51,T35,T35,Mark Hensby,64
52,T35,T35,Charles Howell III,64
53,T35,T35,Yuta Ikeda,64
54,T35,T35,Zach Johnson,64
55,T35,T35,Richard Johnson,64
56,T35,T35,Dustin Johnson,64
57,T35,T35,Matt Jones,64
58,T35,T35,Anthony Kim,64
59,T35,T35,Michael Letzig,64
60,T35,T35,Will MacKenzie,64
61,T35,T35,Brock Mackenzie,64
62,T35,T35,Hunter Mahan,64
63,T35,T35,Rocco Mediate,64
64,T35,T35,Troy Merritt,64
65,T35,T35,James Nitties,64
66,T35,T35,Sean O'Hair,64
67,T35,T35,Geoff Ogilvy,64
68,T35,T35,Kenny Perry,64
69,T35,T35,Carl Pettersson,64
70,T35,T35,Scott Piercy,64
71,T35,T35,Alistair Presnell,64
72,T35,T35,Jeff Quinney,64
73,T35,T35,Chris Riley,64
74,T35,T35,Justin Rose,64
75,T35,T35,John Senden,64
76,T35,T35,Webb Simpson,64
77,T35,T35,Jeev Milkha Singh,64
78,T35,T35,Paul Stankowski,64
79,T35,T35,Kevin Streelman,64
80,T35,T35,Kevin Sutherland,64
81,T35,T35,David Toms,64
82,T35,T35,Cameron Tringale,64
83,T35,T35,Scott Verplank,64
84,T35,T35,Mark Wilson,64
85,T86,T86,Robert Allenby,65
86,T86,T86,Stephen Ames,65
87,T86,T86,Rich Barcelo,65
88,T86,T86,Ricky Barnes,65
89,T86,T86,Rich Beem,65
90,T86,T86,Matt Bettencourt,65
91,T86,T86,Kris Blanks,65
92,T86,T86,Jason Bohn,65
93,T86,T86,Greg Chalmers,65
94,T86,T86,K.J. Choi,65
95,T86,T86,Daniel Chopra,65
96,T86,T86,Michael Connell,65
97,T86,T86,Brian Davis,65
98,T86,T86,Glen Day,65
99,T86,T86,Jason Day,65
100,T86,T86,Luke Donald,65
101,T86,T86,Steve Elkington,65
102,T86,T86,Martin Flores,65
103,T86,T86,Brian Gay,65
104,T86,T86,Tom Gillis,65
105,T86,T86,Paul Goydos,65
106,T86,T86,Nathan Green,65
107,T86,T86,Ryuji Imada,65
108,T86,T86,Trevor Immelman,65
109,T86,T86,Jerry Kelly,65
110,T86,T86,Beonyeong Lee,65
111,T86,T86,Marc Leishman,65
112,T86,T86,Davis Love III,65
113,T86,T86,Steve Marino,65
114,T86,T86,Troy Matteson,65
115,T86,T86,George McNeill,65
116,T86,T86,John Merrick,65
117,T86,T86,Bryce Molder,65
118,T86,T86,Ryan Moore,65
119,T86,T86,Kevin Na,65
120,T86,T86,Joe Ogilvie,65
121,T86,T86,Louis Oosthuizen,65
122,T86,T86,Greg Owen,65
123,T86,T86,Pat Perez,65
124,T86,T86,Tim Petrovic,65
125,T86,T86,Aron Price,65
126,T86,T86,Alex Prugh,65
127,T86,T86,Chez Reavie,65
128,T86,T86,John Rollins,65
129,T86,T86,Andres Romero,65
130,T86,T86,Adam Scott,65
131,T86,T86,Vijay Singh,65
132,T86,T86,Kevin Stadler,65
133,T86,T86,Brian Stuard,65
134,T86,T86,Roger Tambellini,65
135,T86,T86,Vaughn Taylor,65
136,T86,T86,Josh Teater,65
137,T86,T86,Roland Thatcher,65
138,T86,T86,Chris Tidland,65
139,T86,T86,D.J. Trahan,65
140,T86,T86,Omar Uresti,65
141,T86,T86,Bo Van Pelt,65
142,T86,T86,Johnson Wagner,65
143,T86,T86,Charles Warren,65
144,T86,T86,Charlie Wi,65
145,T86,T86,Garrett Willis,65
146,T86,T86,Dean Wilson,65
147,T148,T148,Michael Allen,66
148,T148,T148,Woody Austin,66
149,T148,T148,Briny Baird,66
150,T148,T148,Paul Casey,66
151,T148,T148,Alex Cejka,66
152,T148,T148,Stewart Cink,66
153,T148,T148,Michael Clark II,66
154,T148,T148,Fred Couples,66
155,T148,T148,John Daly,66
156,T148,T148,Marco Dawson,66
157,T148,T148,Chris DiMarco,66
158,T148,T148,Bradley Dredge,66
159,T148,T148,James Driscoll,66
160,T148,T148,Bob Estes,66
161,T148,T148,Brad Faxon,66
162,T148,T148,Harrison Frazar,66
163,T148,T148,Mathew Goggin,66
164,T148,T148,Jason Gore,66
165,T148,T148,Rob Grube,66
166,T148,T148,Peter Hanson,66
167,T148,T148,J.J. Henry,66
168,T148,T148,Tim Herron,66
169,T148,T148,J.B. Holmes,66
170,T148,T148,Kevin Johnson,66
171,T148,T148,Martin Kaymer,66
172,T148,T148,Skip Kendall,66
173,T148,T148,Jeff Klauk,66
174,T148,T148,Cliff Kresge,66
175,T148,T148,Derek Lamely,66
176,T148,T148,Tom Lehman,66
177,T148,T148,Thomas Levet,66
178,T148,T148,Jamie Lovemark,66
179,T148,T148,Bill Lunde,66
180,T148,T148,Jarrod Lyle,66
181,T148,T148,Billy Mayfair,66
182,T148,T148,Graeme McDowell,66
183,T148,T148,Andrew McLardy,66
184,T148,T148,Phil Mickelson,66
185,T148,T148,Brenden Pappas,66
186,T148,T148,Jesper Parnevik,66
187,T148,T148,Corey Pavin,66
188,T148,T148,Tom Pernice Jr.,66
189,T148,T148,Ian Poulter,66
190,T148,T148,Brett Quigley,66
191,T148,T148,Sam Saunders,66
192,T148,T148,Heath Slocum,66
193,T148,T148,Kyle Stanley,66
194,T148,T148,Nicholas Thompson,66
195,T148,T148,Camilo Villegas,66
196,T148,T148,Jimmy Walker,66
197,T148,T148,Mike Weir,66
198,T148,T148,Brett Wetterich,66
199,T148,T148,Steve Wheatcroft,66
200,T148,T148,Tim Wilkinson,66
201,T148,T148,Chris Wilson,66
202,T148,T148,Oliver Wilson,66
203,T148,T148,Gary Woodland,66
204,T148,T148,Tiger Woods,66
205,T148,T148,Y.E. Yang,66
206,T207,T207,Craig Barlow,67
207,T207,T207,Justin Bolli,67
208,T207,T207,Guy Boros,67
209,T207,T207,Michael Bradley,67
210,T207,T207,Mark Brooks,67
211,T207,T207,Ángel Cabrera,67
212,T207,T207,Erik Compton,67
213,T207,T207,Sergio Garcia,67
214,T207,T207,Mathias Grönberg,67
215,T207,T207,Peter Gustafsson,67
216,T207,T207,Todd Hamilton,67
217,T207,T207,Alex Hamilton,67
218,T207,T207,Billy Horschel,67
219,T207,T207,Freddie Jacobson,67
220,T207,T207,Robert Karlsson,67
221,T207,T207,Jonathan Kaye,67
222,T207,T207,Colt Knost,67
223,T207,T207,Frank Lickliter II,67
224,T207,T207,Steve Lowery,67
225,T207,T207,David Lutterus,67
226,T207,T207,Parker McLachlin,67
227,T207,T207,Jon Mills,67
228,T207,T207,Garth Mulroy,67
229,T207,T207,Nick O'Hern,67
230,T207,T207,Rod Pampling,67
231,T207,T207,Fran Quinn,67
232,T207,T207,Alvaro Quiros,67
233,T207,T207,Rory Sabbatini,67
234,T207,T207,Charl Schwartzel,67
235,T207,T207,Jordan Spieth,67
236,T207,T207,Henrik Stenson,67
237,T207,T207,Kirk Triplett,67
238,T207,T207,Marc Turnesa,67
239,T207,T207,Vance Veazey,67
240,T207,T207,Jhonattan Vegas,67
241,T207,T207,Lee Westwood,67
242,T207,T207,Jay Williamson,67
243,T244,T244,Tommy Armour III,68
244,T244,T244,Daniel Barbetti,68
245,T244,T244,Henrik Bjornstad,68
246,T244,T244,Craig Bowden,68
247,T244,T244,Mark Calcavecchia,68
248,T244,T244,Kevin Chappell,68
249,T244,T244,Robert Damron,68
250,T244,T244,Jay Delsing,68
251,T244,T244,Brian Duncan,68
252,T244,T244,John Ellis,68
253,T244,T244,Ross Fisher,68
254,T244,T244,Steve Flesch,68
255,T244,T244,Philip Francis,68
256,T244,T244,Jeff Gove,68
257,T244,T244,Adam Hadwin,68
258,T244,T244,Brian Harman,68
259,T244,T244,Ryo Ishikawa,68
260,T244,T244,Raphael Jacquelin,68
261,T244,T244,Brandt Jobe,68
262,T244,T244,Kent Jones,68
263,T244,T244,Chris Kirk,68
264,T244,T244,Greg Kraft,68
265,T244,T244,WC Liang,68
266,T244,T244,Luke List,68
267,T244,T244,Shane Lowry,68
268,T244,T244,Santiago Luna,68
269,T244,T244,Francesco Molinari,68
270,T244,T244,John Morse,68
271,T244,T244,Seung-Yul Noh,68
272,T244,T244,Michael O'Neal,68
273,T244,T244,Ryuichi Oda,68
274,T244,T244,Ted Purdy,68
275,T244,T244,Michael Putnam,68
276,T244,T244,Jason Schultz,68
277,T244,T244,Mike Small,68
278,T244,T244,Blake Trimble,68
279,T244,T244,Jerod Turner,68
280,T244,T244,Drew Weaver,68
281,T244,T244,Matt Weibring,68
282,T283,T283,Brad Adamonis,69
283,T283,T283,Paul Azinger,69
284,T283,T283,Brad Benjamin,69
285,T283,T283,Ronnie Black,69
